gene	log_min	log_max
Gap43	-18.582674	-15.128797
Hdlbp	-10.364832	-6.910954
Cox20	-10.90458	-7.450702
Tmem205	-11.504966	-8.051087
Ift122	-13.699873	-10.245995
Fam13c	-10.732669	-7.278791
Eid1	-10.052813	-6.5989347
Malt1	-13.165464	-9.711586
Iqgap1	-10.134993	-6.6811147
Gm44946	-18.359531	-14.905654
Pard6b	-17.666384	-14.212506
Hnrnpll	-12.309326	-8.855448
Hk3	-19.96897	-16.515093
Helb	-13.592242	-10.138364
Napsa	-19.96897	-16.515093
Ccdc152	-13.861947	-10.408069
Got1	-13.686703	-10.232824
Vmn1r90	-17.889526	-14.435649
Phkg1	-12.04816	-8.594281
Ankrd10	-11.634498	-8.180619
Mcmdc2	-15.67851	-12.224631
Serpinb6b	-11.065426	-7.611548
Msmp	-17.484062	-14.030185
Rmrp	-13.730645	-10.276767
Xlr4a	-17.666384	-14.212506
Wdr13	-12.484601	-9.030723
Sord	-12.067963	-8.614084
Gm42699	-16.833475	-13.379597
Pawr	-10.8542595	-7.4003816
Fgf2os	-15.46916	-12.015282
Dmd	-9.526593	-6.0727158
Tsga10	-12.833282	-9.379404
Nthl1	-12.675272	-9.221394
Rarres1	-13.400891	-9.947013
Rbm44	-13.754361	-10.300483
Pcnx3	-12.961369	-9.50749
Trappc4	-11.530603	-8.076725
Gm34829	-16.710873	-13.256994
Olfr172	-17.329912	-13.876034
Mtcp1	-14.404449	-10.950571
Rrp9	-12.9604645	-9.506586
Tert	-17.078598	-13.62472
Kat14	-13.312243	-9.858365
Col6a2	-10.219799	-6.765921
4930483P17Rik	-18.023058	-14.5691805
Sars	-11.413325	-7.9594474
Tsc22d3	-13.004834	-9.550956
Chd8	-11.739992	-8.286114
Gm17399	-19.275822	-15.821944
Map3k19	-16.442608	-12.98873
Cep104	-12.887261	-9.433383
Dbt	-12.433139	-8.97926
Chchd5	-12.862364	-9.408485
4930581F22Rik	-13.809875	-10.355996
Sox5it	-18.17721	-14.723332
Ric8b	-13.079378	-9.6255
