gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Xkr4	0.34	0.27	0.27	0.54	1.0	-34.187218	-33.50215	-34.362755	-33.87153	0.0	-0.13710202	-12.298707974797967	4.368315277121539	0.04678362573099415	8
Gm19938	0.23	0.29	0.23	0.43	1.0	-31.005375	-31.211618	-32.606697	-29.885595	0.0	-0.4863141	-12.466242868459934	2.6459482095032736	0.03508771929824561	6
Mrpl15	0.48	0.39	0.39	0.52	1.0	-140.74734	-133.04292	-139.31702	-134.57816	0.0	-2.679245	-10.054629841148202	1.018742500493257	0.32748538011695905	56
Lypla1	0.36	0.38	0.36	0.64	1.0	-91.84656	-88.24308	-91.5437	-88.901146	0.0	-1.279176	-10.663694630609287	3.393415146017239	0.19298245614035087	33
Tcea1	0.2	0.49	0.2	0.64	1.0	-226.76826	-214.9083	-222.27873	-222.31393	0.0	-1.9344912	-9.083464363460095	3.277029244919757	0.5380116959064327	92
Atp6v1h	0.23	0.5	0.23	0.46	1.0	-102.54924	-98.85039	-105.37075	-97.945145	0.0	-1.9995332	-10.631261658897046	3.1427129820909223	0.21637426900584794	37
Rb1cc1	0.23	0.49	0.23	0.58	1.0	-194.3458	-181.59824	-193.08896	-184.7562	0.0	-4.16471	-9.376444021845575	3.3653040211735687	0.4444444444444444	76
4732440D04Rik	0.42	0.43	0.42	0.6	1.0	-36.53665	-34.992767	-36.72734	-34.5866	0.0	-0.8468961	-12.161671475186353	5.294691658476069	0.05263157894736842	9
Pcmtd1	0.09	0.41	0.09	0.67	0.9899999999999998	-185.23988	-185.79536	-182.7644	-186.93797	1.0	0.7374709	-9.375572426736658	2.7995380214928924	0.43859649122807015	75
Gm26901	0.31	0.49	0.31	0.59	1.0	-5.9253707	-5.59937	-5.8662367	-5.6478295	0.0	-0.12053459	-14.36143237867152	3.2231057491858435	0.005847953216374269	1
Sntg1	0.4	0.38	0.38	0.67	0.9899999999999998	-9.117268	-9.342531	-8.6698675	-9.840802	1.0	0.31422707	-13.81370512847655	5.108617296031991	0.005847953216374269	1
Rrs1	0.5	0.32	0.32	0.62	1.0	-71.74214	-70.225105	-71.48392	-70.28789	0.0	-0.6315746	-11.057810552086039	0.5539800205009611	0.14619883040935672	25
Adhfe1	0.48	0.48	0.48	0.56	1.0	-16.78742	-16.667648	-16.468014	-17.044785	0.0	0.11177188	-13.045932447779318	4.3579233065472875	0.023391812865497075	4
2610203C22Rik	0.42	0.35	0.35	0.57	1.0	-5.9986887	-5.546585	-6.032898	-5.501694	0.0	-0.21584196	-14.378966631760395	1.2508578045999483	0.005847953216374269	1
Mybl1	0.2	0.35	0.2	0.6	1.0	-19.599483	-22.155615	-20.236057	-20.938608	0.750962	0.58157444	-12.80881284728471	2.812719623844634	0.023391812865497075	4
Vcpip1	0.12	0.42	0.12	0.69	0.93	-97.412186	-95.8214	-95.087685	-98.90537	0.0	0.64848286	-10.56180665667895	3.2156690236980516	0.2046783625730994	35
Sgk3	0.29	0.34	0.29	0.65	1.0	-68.633934	-64.382	-65.4782	-67.765724	0.0	-0.37705874	-11.314193773316768	0.7749937974993815	0.11695906432748537	20
Mcmdc2	0.34	0.47	0.34	0.59	1.0	-5.364189	-5.6082263	-5.273502	-5.717384	1.0	0.15339051	-14.378527773629283	3.29303987215555	0.005847953216374269	1
Snhg6	0.39	0.45	0.39	0.62	1.0	-102.33635	-97.91333	-99.86631	-100.87404	0.0	-0.6350735	-10.47688365259377	2.678346376897273	0.23976608187134502	41
Cops5	0.3	0.39	0.3	0.61	1.0	-116.258156	-109.82877	-113.88804	-112.3149	0.0	-1.7125328	-10.283681707972084	2.6114856270249076	0.23976608187134502	41
Cspp1	0.37	0.4599999999999999	0.37	0.48	1.0	-104.274025	-97.92223	-102.00906	-100.649345	0.0	-1.5741783	-10.571758787951683	0.021898857578153574	0.2222222222222222	38
Arfgef1	0.31	0.2	0.2	0.61	1.0	-122.697754	-124.45408	-124.665405	-122.80892	0.0	0.04827961	-10.248489590028864	1.823178380709237	0.2807017543859649	48
Prex2	0.35	0.1899999999999999	0.1899999999999999	0.61	1.0	-95.24731	-92.03744	-94.42053	-93.29083	0.0	-0.84968597	-10.693776311028934	5.044005477884654	0.17543859649122806	30
Sulf1	0.17	0.43	0.17	0.6	1.0	-202.7566	-190.78542	-198.86264	-198.65889	0.0	-1.779616	-9.256652074001789	3.466803025844128	0.4327485380116959	74
Ncoa2	0.34	0.2	0.2	0.61	1.0	-74.32036	-73.246185	-74.279495	-73.39175	0.0	-0.40329096	-11.073034590027504	2.1482040735962986	0.15204678362573099	26
Tram1	0.36	0.26	0.26	0.62	1.0	-170.9906	-166.43474	-168.6183	-168.37831	0.0	-1.1345029	-9.558474065543612	4.533998303562484	0.39766081871345027	68
Lactb2	0.29	0.29	0.29	0.48	1.0	-70.82157	-68.09091	-70.850296	-68.93246	0.0	-0.82043195	-11.206015895786102	2.4137705615564538	0.14619883040935672	25
Eya1	0.5	0.31	0.31	0.6	1.0	-7.6671066	-7.3662477	-7.834648	-7.1950865	0.0	-0.20499574	-14.377580370429314	4.885608951112322	0.005847953216374269	1
Gm9947	0.4499999999999999	0.39	0.39	0.62	1.0	-5.8496842	-6.119799	-5.9985466	-5.9273767	0.44889244	0.033741426	-14.450926127130117	5.021475954850095	0.005847953216374269	1
Msc	0.4399999999999999	0.35	0.35	0.66	1.0	-7.5706697	-7.005661	-7.7677636	-6.7152786	0.0	-0.3714916	-14.429521528985294	4.96047543623277	0.005847953216374269	1
Terf1	0.48	0.27	0.27	0.59	1.0	-70.23775	-68.29184	-70.64723	-68.88375	0.0	-0.5880331	-11.183695086580808	1.8403003222353211	0.1286549707602339	22
Sbspon	0.29	0.44	0.29	0.4	1.0	-17.140438	-18.545162	-19.09191	-16.372456	0.0	-0.33353055	-13.093336856924251	0.1398224254527669	0.023391812865497075	4
Rpl7	0.31	0.4	0.31	0.63	1.0	-463.82852	-436.08154	-455.7142	-445.39243	0.0	-8.006695	-6.909665478863763	2.7631061730174085	0.9122807017543859	156
Rdh10	0.2299999999999999	0.3	0.2299999999999999	0.62	1.0	-28.239735	-28.161587	-28.364635	-28.30516	0.0	0.028414095	-12.44543559768346	5.7526039310035975	0.04093567251461988	7
Stau2	0.16	0.31	0.16	0.61	1.0	-43.639755	-44.655224	-43.552235	-44.805878	1.0	0.5064405	-11.839608548638616	2.665330641881028	0.08771929824561403	15
Ube2w	0.48	0.43	0.43	0.62	1.0	-92.78267	-88.7092	-92.45447	-89.8581	0.0	-1.2701238	-10.678891735112856	3.9394396789068846	0.19883040935672514	34
Eloc	0.31	0.43	0.31	0.66	1.0	-222.75325	-210.22758	-218.02512	-214.57455	0.0	-3.5519624	-8.91860660014732	2.9611699616477307	0.5380116959064327	92
Tmem70	0.31	0.4599999999999999	0.31	0.61	1.0	-87.18332	-84.19466	-85.43681	-86.134445	0.0	-0.45552015	-10.670953747743273	2.7568813751390437	0.19883040935672514	34
Ly96	0.4	0.46	0.4	0.41	1.0	-44.50846	-43.020985	-45.031075	-42.600704	0.0	-0.8285282	-11.97933292679679	0.4331882805822014	0.06432748538011696	11
Jph1	0.42	0.43	0.42	0.56	1.0	-22.65369	-22.09187	-22.269512	-22.471912	0.0	-0.07894516	-12.704756330486148	3.0063972102916607	0.03508771929824561	6
Gdap1	0.49	0.28	0.28	0.58	1.0	-4.5482073	-4.874947	-4.4702606	-4.901299	1.0	0.15334578	-14.377343785497851	1.3403526660113618	0.005847953216374269	1
Pi15	0.36	0.31	0.31	0.53	1.0	-281.09247	-278.48114	-278.0517	-280.95587	0.0	-0.059323184	-8.391835345567284	2.2086890912206556	0.6198830409356725	106
Gm28154	0.39	0.43	0.39	0.58	1.0	-17.429947	-14.55052	-17.12689	-15.264542	0.0	-0.94042355	-13.054214059420929	4.402218389198358	0.023391812865497075	4
Gm16070	0.42	0.4499999999999999	0.42	0.61	1.0	-5.496356	-5.5522556	-5.4391184	-5.5881805	1.0	0.039878886	-14.388091849801622	3.1852637677558633	0.005847953216374269	1
Crispld1	0.08	0.4	0.08	0.57	1.0	-95.75279	-97.861145	-97.42784	-98.10405	0.20551772	1.0211381	-10.725318756206216	2.996924001170727	0.16374269005847952	28
Tfap2b	0.36	0.14	0.14	0.53	1.0	-17.647694	-19.559967	-17.839914	-19.105553	0.8994805	0.63314015	-12.955614387099825	4.9458635642565705	0.017543859649122806	3
Mcm3	0.47	0.4	0.4	0.63	1.0	-67.279884	-63.00074	-66.40871	-63.311665	0.0	-1.7233759	-11.313813332370845	1.3727132975617993	0.08771929824561403	15
Paqr8	0.45	0.37	0.37	0.3	1.0	-25.170568	-25.588438	-25.646976	-24.867271	0.0	-0.13172023	-12.660448259149609	2.250513092427969	0.03508771929824561	6
Efhc1	0.31	0.2199999999999999	0.2199999999999999	0.69	0.93	-21.742094	-20.820496	-21.54625	-21.137426	0.0	-0.26260382	-12.865218451904724	3.9325341581657423	0.029239766081871343	5
Tram2	0.36	0.25	0.25	0.64	1.0	-92.67259	-89.9218	-91.71846	-90.825195	0.0	-0.8023142	-10.663949306737713	1.0035055888868225	0.17543859649122806	30
