gene	log_min	log_max
Xkr4	-14.229532	-10.775654
Gm19938	-14.324842	-10.870964
Sox17	-15.017989	-11.564111
Mrpl15	-11.6716	-8.217722
Lypla1	-12.323362	-8.869484
Tcea1	-10.648541	-7.1946635
Atp6v1h	-12.07355	-8.619672
Rb1cc1	-11.261451	-7.807573
4732440D04Rik	-14.835668	-11.381789
Pcmtd1	-10.813296	-7.3594184
Gm26901	-15.93428	-12.480402
Sntg1	-15.017989	-11.564111
Rrs1	-12.77728	-9.323401
Adhfe1	-14.142521	-10.6886425
2610203C22Rik	-16.627426	-13.173549
Mybl1	-13.98837	-10.534492
Vcpip1	-12.084132	-8.630254
Sgk3	-13.295222	-9.841344
Mcmdc2	-14.835668	-11.381789
Snhg6	-11.791145	-8.337267
Cops5	-11.707446	-8.253568
Cspp1	-12.208587	-8.754708
Arfgef1	-11.954598	-8.50072
Prex2	-11.963988	-8.51011
Sulf1	-10.741323	-7.2874455
Slco5a1	-16.627426	-13.173549
Ncoa2	-12.963865	-9.509987
Tram1	-11.0216255	-7.5677476
Lactb2	-12.735607	-9.281729
Eya1	-16.627426	-13.173549
Gm9947	-15.93428	-12.480402
Msc	-16.627426	-13.173549
Terf1	-12.820765	-9.366886
Sbspon	-14.835668	-11.381789
Rpl7	-8.3778515	-4.923974
Rdh10	-13.98837	-10.534492
Stau2	-13.22623	-9.772351
Ube2w	-11.954598	-8.50072
Eloc	-10.6359625	-7.1820846
D030040B21Rik	-15.528815	-12.074937
Tmem70	-12.437773	-8.983894
Ly96	-13.161692	-9.707813
Jph1	-14.324842	-10.870964
Pi15	-10.018078	-6.5642
Gm28154	-15.528815	-12.074937
Gm16070	-16.627426	-13.173549
Crispld1	-12.566984	-9.113106
Tfap2b	-14.4302025	-10.976324
Mcm3	-13.295222	-9.841344
Paqr8	-14.229532	-10.775654
Efhc1	-15.241133	-11.787254
Tram2	-12.798786	-9.344908
Tmem14a	-12.54989	-9.096011
Gsta3	-13.682988	-10.22911
Gm28836	-16.627426	-13.173549
Kcnq5	-14.681517	-11.227638
Rims1	-14.835668	-11.381789
Gm29107	-14.4302025	-10.976324
Ogfrl1	-12.695601	-9.241723
B3gat2	-15.93428	-12.480402
Smap1	-10.596742	-7.1428638
Sdhaf4	-11.90004	-8.446161
Fam135a	-12.735607	-9.281729
Col19a1	-14.142521	-10.6886425
Lmbrd1	-11.729588	-8.275709
Adgrb3	-15.528815	-12.074937
Gm9898	-15.528815	-12.074937
Phf3	-11.412492	-7.958614
Ptp4a1	-15.017989	-11.564111
Ptp4a1-1	-16.627426	-13.173549
Prim2	-13.854838	-10.40096
Rab23	-12.364747	-8.910869
Bag2	-12.735607	-9.281729
Zfp451	-12.184776	-8.730898
Bend6	-15.93428	-12.480402
Dst	-9.65482	-6.200943
Gm37233	-15.528815	-12.074937
Ccdc115	-12.484292	-9.030414
Imp4	-12.566984	-9.113106
Ptpn18	-14.835668	-11.381789
Arhgef4	-16.627426	-13.173549
Fam168b	-11.926947	-8.473068
Plekhb2	-12.77728	-9.323401
1110002O04Rik	-15.528815	-12.074937
Hs6st1	-13.36933	-9.915452
Uggt1	-12.161519	-8.707641
Arid5a	-11.882495	-8.428617
4930403P22Rik	-14.681517	-11.227638
Kansl3	-12.437773	-8.983894
Lman2l	-13.260131	-9.8062525
Cnnm4	-13.631695	-10.177816
Cnnm3	-13.36933	-9.915452
Ankrd23	-14.681517	-11.227638
Ankrd39	-12.468544	-9.014666
Sema4c	-13.737056	-10.283177
D430040D24Rik	-14.681517	-11.227638
Fam178b	-14.835668	-11.381789
Cox5b	-9.497329	-6.043451
Actr1b	-11.664582	-8.210704
4933424G06Rik	-16.627426	-13.173549
Tmem131	-12.184776	-8.730898
Gm38115	-15.528815	-12.074937
Vwa3b	-16.627426	-13.173549
Inpp4a	-12.283622	-8.829743
Coa5	-12.7154045	-9.261526
Unc50	-11.24753	-7.793652
Mgat4a	-11.992699	-8.53882
2010300C02Rik	-14.142521	-10.6886425
Tsga10	-13.043908	-9.59003
Lipt1	-14.229532	-10.775654
Mitd1	-12.602076	-9.148197
Mrpl30	-10.5871725	-7.1332946
Txndc9	-11.349313	-7.895435
Eif5b	-10.196096	-6.7422185
Rev1	-12.533083	-9.079205
Aff3	-12.063079	-8.6092005
Gm16151	-16.627426	-13.173549
Gm16152	-16.627426	-13.173549
Lonrf2	-14.547986	-11.094108
Chst10	-15.528815	-12.074937
Pdcl3	-10.601562	-7.1476836
Npas2	-13.36933	-9.915452
Rpl31	-9.213457	-5.759579
Tbc1d8	-14.324842	-10.870964
Cnot11	-13.072079	-9.6182
Gm15832	-15.93428	-12.480402
Rnf149	-13.631695	-10.177816
Creg2	-15.241133	-11.787254
Map4k4	-11.417941	-7.964063
Il1r2	-16.627426	-13.173549
Gm16894	-15.93428	-12.480402
