frac_misaligned_amplitude_larger
0.7778
0.3978
0.4364
0.3298
0.2902
0.3288
0.2054
0.1626
0.2304
0.39
0.195
0.4686
0.2768
0.2106
0.2846
0.2326
0.3676
0.1956
0.4312
0.2196
0.4472
0.4072
0.2102
0.875
0.155
0.5136
0.6744
0.3996
0.1822
0.5176
0.0512
0.4282
0.3298
0.2576
0.382
0.3824
0.7592
0.4526
0.4738
0.2048
0.3098
0.3706
0.1674
0.2992
0.1448
0.5574
0.4622
0.4426
0.4564
0.3024
0.653
0.2766
0.6812
0.361
0.3994
0.5448
0.4616
0.4496
0.1712
0.5546
0.3658
0.5096
0.5298
0.5476
0.4548
0.4172
0.1722
0.4506
0.0988
0.2064
0.3758
0.4418
0.2484
0.4658
0.4488
0.3258
0.5566
0.2832
0.4008
0.382
0.144
0.4088
0.3858
0.4282
0.588
0.4124
0.4378
0.407
0.4
0.103
0.2796
0.3788
0.2758
0.2224
0.4126
0.7126
0.3778
0.2598
0.477
0.5296
0.1596
0.3126
0.5502
0.3442
0.1292
0.4034
0.4722
0.4348
0.1574
0.3788
0.297
0.3952
0.4816
0.5868
0.4714
0.1502
0.2776
0.3178
0.3864
0.2628
0.3796
0.5926
0.3264
0.4536
0.7264
0.2326
0.4238
0.3476
0.4846
0.3408
0.268
0.4628
0.2342
0.2322
0.3318
0.531
0.2102
0.1518
0.5022
0.8288
0.1754
0.3106
0.4478
0.4334
0.4346
0.2114
0.6398
0.5244
0.9438
0.317
0.4364
0.29
0.294
0.3358
0.3588
0.3018
0.5426
0.268
0.4044
0.4466
0.4194
0.1674
0.511
0.4916
0.3218
0.8326
0.2672
0.568
0.706
0.093
0.3516
0.272
0.4464
0.386
0.1754
0.222
0.2664
0.5866
0.3888
0.1458
0.225
0.5442
0.5172
0.3006
0.387
0.337
0.4352
0.4606
0.4482
0.4632
0.3348
0.6372
0.183
0.3536
0.1216
0.2464
0.3908
0.4184
0.6722
0.6382
0.2542
0.0922
0.4084
0.3084
0.32
0.2112
0.169
0.0816
0.3804
0.3574
0.6278
0.473
0.5552
0.6332
0.2426
0.4722
0.6492
0.6162
0.614
0.1106
0.0594
0.7554
0.5718
0.4816
0.3342
0.3288
0.1058
0.2676
0.7292
0.4856
0.4866
0.2244
0.0772
0.2286
0.4106
0.3366
0.2968
0.3656
0.6502
0.6632
0.4498
0.0896
0.3402
0.4966
0.422
0.2896
0.2362
0.2284
0.3118
0.3738
0.4132
0.199
0.0786
0.504
0.1406
0.368
0.7932
0.269
0.1696
0.7336
0.3072
0.9164
0.358
0.3564
0.6448
0.3094
0.8892
0.4708
0.3394
0.4212
0.8676
0.5494
0.3872
0.3708
0.2724
0.4248
0.3246
0.3698
0.5378
0.4846
0.3772
0.2752
0.3714
0.2466
0.1938
0.2628
0.747
0.302
0.1672
0.2714
0.563
0.3612
0.1632
0.4776
0.2574
0.5108
0.2048
0.353
0.3708
0.3638
0.271
0.2724
0.3996
0.0762
0.3802
0.2142
0.5906
0.2888
0.2536
0.246
0.143
0.7008
0.3014
0.7668
0.2304
0.4928
0.2872
0.5186
0.2014
0.5382
0.4024
0.477
0.3004
0.4598
0.3548
0.279
0.2876
0.3772
0.4716
0.3486
0.2382
0.4456
0.5116
0.2776
0.297
0.3058
0.195
0.3882
0.1378
0.3222
0.6718
0.3502
0.3836
0.4848
0.6544
0.1536
0.2104
0.2926
