frac_misaligned_amplitude_larger
0.2816
0.402
0.8676
0.2618
0.3126
0.3944
0.9066
0.1492
0.3302
0.3988
0.477
0.3834
0.4932
0.4196
0.1398
0.3086
0.7658
0.3892
0.4054
0.3406
0.382
0.4928
0.302
0.2678
0.5134
0.5128
0.4516
0.4182
0.1562
0.2846
0.3554
0.3878
0.2806
0.3554
0.2956
0.43
0.3926
0.3558
0.2896
0.5672
0.4262
0.6154
0.7404
0.1122
0.3726
0.2848
0.4654
0.4034
0.3836
0.2538
0.3168
0.383
0.474
0.4724
0.1882
0.4958
0.309
0.398
0.4898
0.835
0.3212
0.6982
0.3606
0.5854
0.596
0.383
0.4278
0.3824
0.2342
0.4212
0.2092
0.0346
0.229
0.2954
0.1686
0.6902
0.3362
0.3614
0.3136
0.4176
0.3614
0.6306
0.409
0.4024
0.2758
0.405
0.2624
0.107
0.3374
0.4044
0.3662
0.7698
0.3108
0.4364
0.0666
0.3778
0.3628
0.2838
0.2648
0.1102
0.5508
0.083
0.1214
0.373
0.4688
0.637
0.436
0.1764
0.7202
0.4772
0.4906
0.621
0.2642
0.5154
0.5426
0.2722
0.441
0.4102
0.7294
0.5188
0.2796
0.4714
0.671
0.561
0.4458
0.2174
0.2074
0.3476
0.4258
0.3352
0.337
0.3908
0.3172
0.6426
0.4488
0.3512
0.3336
0.51
0.4812
0.5348
0.37
0.5534
0.5362
0.4448
0.5408
0.467
0.3226
0.529
0.4418
0.3924
0.427
0.2886
0.4534
0.0182
0.5076
0.4792
0.3578
0.3002
0.2792
0.231
0.2198
0.1472
0.55
0.6068
0.3978
0.4332
0.3774
0.6234
0.4624
0.4144
0.4836
0.6896
0.4294
0.445
0.2804
0.4226
0.5036
0.8076
0.317
0.2364
0.4928
0.4784
0.4982
0.2962
0.3076
0.5028
0.3162
0.6626
0.3776
0.3784
0.314
0.5174
0.4206
0.4696
0.4466
0.4228
0.6762
0.375
0.3668
0.3648
0.373
0.673
0.3308
0.2948
0.5798
0.4466
0.3984
0.2226
0.4768
0.355
0.4428
0.5254
0.5006
0.1834
0.504
0.3402
0.414
0.3932
0.1854
0.6894
0.1898
0.4632
0.2184
0.319
0.4032
0.2664
0.4142
0.2116
0.2878
0.3824
0.1738
0.7084
0.2138
0.8782
0.3574
0.3578
0.6474
0.4728
0.5082
0.449
0.5014
0.4792
0.3334
0.4332
0.476
0.355
0.48
0.3266
0.3744
0.7296
0.4174
0.4082
0.2508
0.3822
0.3406
0.5276
0.1048
0.2358
0.0734
0.353
0.356
0.4222
0.205
0.4452
0.4688
0.5416
0.3218
0.3454
0.6546
0.4352
0.5262
0.32
0.3396
0.329
0.376
0.3182
0.231
0.377
0.2056
0.3796
0.5932
0.4144
0.2012
0.4232
0.1252
0.2244
0.5054
0.6242
0.233
0.3814
0.3382
0.3386
0.2328
0.4334
0.961
0.3406
0.436
0.3162
0.3802
0.335
0.3662
