gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,6,Sox9;Tcf7l2;Ubc;Bcl9l;Tle1;Uba52,0.400544,-0.089819,-0.376946,0.183766,-0.354887,-0.602762,-0.04756,0.045657,-0.17995,0.24923,-0.047375,-0.288278,0.139349
REACTOME_RHOU_GTPASE_CYCLE,4,Rhou;Pak4;Iqgap1;Dst,0.391665,0.049124,-0.239691,0.404885,-0.342541,-0.662554,-0.050566,-0.066691,-0.397941,0.246938,-0.14638,-0.407941,0.088706
REACTOME_HEDGEHOG_ON_STATE,8,Psmd9;Gli1;Kif3a;Ubc;Ihh;Hhip;Psmb8;Uba52,0.376745,0.013943,-0.28295,0.28536,-0.362802,-0.642239,-0.113721,-0.187854,-0.432537,0.071581,-0.008682,-0.217137,0.258389
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,7,Hspb1;Hspa8;Psmd9;Ubc;Psmb8;Hspa1a;Uba52,0.374044,-0.082867,-0.27904,0.165542,-0.322028,-0.537561,-0.064199,-0.209705,-0.439125,0.065479,0.052016,-0.17084,0.26286
REACTOME_REGULATION_OF_TP53_ACTIVITY,16,Usp2;Csnk2a2;Nuak1;Tpx2;Brd1;Ppp2cb;Sgk1;Rpa1;Pip4k2a;Ubc;Prkaa2;Rbbp4;Brd7;Banp;Plk3;Uba52,0.368743,-0.054987,-0.229958,0.109932,-0.334568,-0.486062,-0.141017,0.034175,-0.10743,0.194413,-0.012196,-0.14601,0.131968
REACTOME_SIGNALING_BY_ERBB2,5,Hsp90aa1;Ereg;Ubc;Prkcd;Uba52,0.366716,-0.172166,-0.421855,0.112978,-0.440278,-0.723455,-0.115264,-0.104218,-0.396457,0.149418,-0.073563,-0.279087,0.141205
REACTOME_CARDIAC_CONDUCTION,11,Camk2b;Slc8a3;Tnni3;Kcnk1;Atp1b1;Scn2b;Cacnb2;Kcnk3;Slc8a1;Asph;Pln,0.357278,0.284294,0.029369,0.532779,0.126618,-0.070696,0.322877,0.173595,-0.099241,0.401122,-0.072983,-0.343135,0.248882
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,5,Dcn;Vcan;Ncan;Ndst3;Ext1,0.350725,-0.136628,-0.470856,0.221138,-0.317738,-0.700562,0.083144,-0.3609,-0.67777,-0.091752,-0.010175,-0.227043,0.22735
REACTOME_RND1_GTPASE_CYCLE,5,Dsp;Dst;Ptpn13;Stip1;Plekhg5,0.34759,-0.131378,-0.402387,0.174603,-0.472019,-0.75651,-0.161403,-0.170465,-0.461299,0.077354,-0.124429,-0.348158,0.088535
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,11,Dcn;Vcan;Has3;Ogn;Fmod;Ncan;Lyve1;Lum;Acan;Ndst3;Ext1,0.339579,-0.195582,-0.435683,0.065454,-0.288152,-0.528612,-0.109693,-0.313315,-0.577586,-0.102958,0.026263,-0.110542,0.195142
