gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,3,Cenpm;Ppp2cb;Cenps,1.585183,0.099684,-0.698841,1.012265,-0.360094,-1.089667,0.517292,0.775868,-0.058489,1.531309,1.225089,0.356715,1.966558
REACTOME_SIGNALING_BY_PDGF,4,Col5a3;Plat;Spp1;Thbs1,1.56657,0.504123,-0.12144,1.115227,0.118962,-0.23396,0.485117,-0.707629,-1.151436,-0.096643,0.858941,0.093023,1.36699
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,4,Mcm6;Ccne2;Psmb8;Uba52,1.2074,0.060041,-0.553247,0.758061,-0.819575,-1.253379,-0.207752,0.236402,-0.259906,0.74314,0.387824,-0.14313,0.917395
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,5,Cenpm;Ppp2cb;Tubb2a;Tubb2b;Cenps,1.018545,0.209795,-0.322299,0.799069,-0.175925,-0.657998,0.354132,0.382951,-0.242045,0.946358,0.84262,0.338386,1.363221
REACTOME_CHOLESTEROL_BIOSYNTHESIS,5,Msmo1;Idi1;Sqle;Fdps;Mvd,0.987105,0.519609,0.084713,0.967236,-0.467496,-1.056192,0.036412,0.478967,-0.046319,1.02454,0.117213,-0.236819,0.474563
REACTOME_CHROMOSOME_MAINTENANCE,4,Cenpm;Rfc3;Dna2;Cenps,0.968121,0.169804,-0.925054,1.25563,0.000674,-0.541387,0.700712,0.741185,0.018398,1.580558,0.968795,0.321115,1.606338
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,7,Cenpm;Ppp2cb;Tubb2a;Tubb2b;Diaph3;Rhoc;Cenps,0.951847,0.247796,-0.24414,0.707224,-0.10192,-0.515934,0.341273,0.351691,-0.132937,0.782301,0.849927,0.37654,1.259103
REACTOME_CELL_CYCLE_CHECKPOINTS,13,Dbf4;Mcm6;Clspn;Cenpm;Ppp2cb;Cdkn1a;Rfc3;Dna2;Wee1;Cenps;Ccne2;Psmb8;Uba52,0.933249,0.046483,-0.338047,0.416599,-0.333361,-0.661642,0.033428,0.410477,0.119948,0.733446,0.599889,0.267605,0.968419
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,3,Nfatc2;Psmb8;Uba52,0.926094,-0.113119,-1.014501,0.626275,-0.665503,-1.201846,-0.186551,0.260591,-0.306475,0.714284,0.171466,-0.338949,0.70927
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,7,Cenpm;Ppp2cb;Tubb2a;Tubb2b;Cenps;Psmb8;Uba52,0.919784,0.169087,-0.312801,0.598361,-0.286911,-0.68014,0.12205,0.364029,-0.095716,0.798146,0.632873,0.301706,1.045537
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,7,Cenpm;Ppp2cb;Tubb2a;Tubb2b;Cenps;Psmb8;Uba52,0.919784,0.169087,-0.312801,0.598361,-0.286911,-0.68014,0.12205,0.364029,-0.095716,0.798146,0.632873,0.301706,1.045537
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,3,Ppp2cb;Psmb8;Uba52,0.85706,0.019744,-0.718764,0.493113,-0.669761,-1.216544,-0.064093,0.187299,-0.257134,0.679786,0.135539,-0.374238,0.584619
REACTOME_TRIGLYCERIDE_METABOLISM,3,Dgat2;Fabp5;Fabp4,0.735287,0.458082,-0.344789,1.229846,0.927714,0.457924,1.428295,0.192427,-0.39872,0.661179,0.475892,-0.275148,1.196796
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,9,Nfatc2;Nr4a3;Lgals3;Lmo2;Thbs1;Ctsk;Rspo3;Psmb8;Uba52,0.706094,-0.333801,-0.863847,0.113068,-0.237521,-0.593841,0.009325,-0.204562,-0.63316,0.162567,0.372293,0.057563,0.697855
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,4,Angptl4;Fabp4;Lpl;Cebpd,0.671067,-0.013562,-0.503006,0.490299,0.657505,0.388537,0.977368,0.013802,-0.445847,0.515081,0.103456,-0.372859,0.524559
REACTOME_CELLULAR_SENESCENCE,6,E2f1;Erf;Tfdp2;Cdkn1a;Ccne2;Uba52,0.669009,-0.102463,-0.629405,0.45428,-0.409835,-0.769671,-0.061832,0.17286,-0.295615,0.565509,0.259174,-0.188651,0.674519
REACTOME_PROTEIN_FOLDING,5,Gng11;Tubb2a;Tubb2b;Gngt2;Ccne2,0.66818,0.215868,-0.319507,0.838342,-0.04603,-0.412318,0.29292,-0.102776,-0.656413,0.335916,0.565404,0.153929,1.003491
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,9,Fmo3;Fmo1;Fmo2;Aldh3a1;Por;Cyp2e1;Cyp1b1;Ephx1;Cmbl,0.653418,-0.62917,-0.964876,-0.315964,-0.21768,-0.519202,0.122085,0.024247,-0.264443,0.343097,-0.077745,-0.349928,0.207415
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,3,Rspo3;Fzd4;Uba52,0.61558,-0.7351,-1.288131,-0.166451,-0.446447,-0.979984,0.155859,-0.11952,-0.704468,0.457072,-0.167405,-0.578707,0.221131
REACTOME_SLC_TRANSPORTER_DISORDERS,5,Slc2a1;Slc40a1;Slco2a1;Slc36a2;Slc24a5,0.549288,0.143197,-0.498423,0.695874,0.692485,0.154926,1.166035,0.319082,-0.31849,1.072983,0.47192,-0.146052,1.033747
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS,3,Sfrp1;Wif1;Sost,0.511438,-0.56871,-1.28779,-0.058536,-0.607595,-1.046226,-0.12875,-0.620134,-1.41056,0.1319,-0.108697,-0.748954,0.426727
REACTOME_MITOTIC_PROMETAPHASE,10,Prkar2b;Cenpm;Ppp2cb;Cep41;Alms1;Haus8;Tubb2a;Tubb2b;Cenps;Sfi1,0.505414,-0.028993,-0.398792,0.435958,0.029697,-0.3028,0.413278,0.232854,-0.149875,0.635693,0.476421,0.112936,0.91041
REACTOME_M_PHASE,12,Prkar2b;Cenpm;Ppp2cb;Cep41;Alms1;Haus8;Tubb2a;Tubb2b;Cenps;Sfi1;Psmb8;Uba52,0.484417,-0.012941,-0.352728,0.388334,-0.069316,-0.377898,0.296399,0.246833,-0.073422,0.606547,0.415102,0.129689,0.793746
REACTOME_BIOLOGICAL_OXIDATIONS,11,Fmo3;Fmo1;Gstp1;Fmo2;Aldh3a1;Por;Cyp2e1;Cyp1b1;Ephx1;Cmbl;Gsta3,0.466554,-0.538503,-0.829861,-0.191722,-0.227597,-0.560061,0.081926,-0.071949,-0.337549,0.19541,-0.172899,-0.393889,0.082732
REACTOME_COMPLEMENT_CASCADE,3,C7;Cd55;C4b,0.385096,-0.81015,-1.407209,-0.201781,-0.721834,-1.168376,-0.309411,-0.425054,-0.991283,0.138228,-0.50371,-1.139816,0.150718
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,9,Sfrp1;Ppp2cb;Rspo3;Wif1;Leo1;Sost;Fzd4;Psmb8;Uba52,0.361075,-0.413188,-0.782601,-0.134225,-0.435373,-0.739369,-0.133435,-0.256589,-0.599201,0.122838,-0.074298,-0.387515,0.239486
REACTOME_SIGNALING_BY_WNT,12,Itpr3;Sfrp1;Ppp2cb;Gng11;Rspo3;Wif1;Leo1;Gngt2;Sost;Fzd4;Psmb8;Uba52,0.298908,-0.202416,-0.495407,0.119411,-0.311347,-0.58294,-0.091187,-0.261494,-0.576005,0.093127,-0.012439,-0.325657,0.265056
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,6,Vcan;Has1;St3gal4;Fmod;Lum;Chst15,0.292888,-0.371268,-0.773919,0.116095,-0.397187,-0.693014,-0.088746,-0.390404,-0.761864,0.036959,-0.104298,-0.535376,0.263175
