gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.3	0.23	0.23	0.59	1.0	-26.387568	-26.658606	-26.419357	-26.761469	0.882711	0.1623833	-17.229536822516337	1.01384656562485	0.0004084133142740453	2
Hdlbp	0.5	0.15	0.15	0.45	1.0	-9524.162	-9422.372	-9519.344	-9424.727	0.0	-43.184307	-8.562443039898543	4.611416901151553	0.8388809475188891	4108
Cox20	0.38	0.35	0.35	0.6	1.0	-7554.608	-7470.9775	-7483.708	-7536.9346	0.0	-7.6754336	-9.181666931448573	2.2496879781230117	0.7284051460077599	3567
Tmem205	0.46	0.35	0.35	0.62	1.0	-5875.4995	-5837.398	-5862.916	-5851.5356	0.0	-10.407375	-9.763921104169953	4.809778423683551	0.549520114355728	2691
Ift122	0.46	0.3399999999999999	0.3399999999999999	0.56	1.0	-1662.801	-1647.3278	-1655.168	-1654.4529	0.0	-3.6255531	-11.865577629351833	4.507184492249672	0.09577292219726363	469
Fam13c	0.04	0.06	0.04	0.84	0.4800000000000001	-7850.8916	-7873.9585	-7799.132	-7927.7734	1.0	33.38936	-9.117075270949936	5.534420578654729	0.6963447008372473	3410
Eid1	0.29	0.14	0.14	0.65	1.0	-10309.618	-10245.052	-10271.491	-10269.339	0.0	-17.493076	-8.367820994429662	0.9578042138852245	0.9036144578313253	4425
Malt1	0.34	0.05	0.05	0.81	0.5699999999999998	-2941.8533	-2946.2065	-2933.3953	-2955.3757	1.0	5.8727303	-11.078615355992305	4.538499437248137	0.17786399836634675	871
Iqgap1	0.42	0.3299999999999999	0.3299999999999999	0.36	1.0	-10425.347	-10364.812	-10389.494	-10364.074	0.0	-26.61029	-8.33098835139524	4.315869781797469	0.8762507657749643	4291
Gm44946	0.41	0.15	0.15	0.66	1.0	-31.054905	-31.9702	-30.799246	-32.144188	1.0	0.47306958	-16.927336625908413	1.7623788035198968	0.0008168266285480906	4
Pard6b	0.49	0.28	0.28	0.5	1.0	-9.379375	-9.2469635	-9.403607	-9.203108	0.0	-0.076552056	-18.175865055875054	1.4800170374728232	0.00020420665713702266	1
Gm46633	0.29	0.42	0.29	0.56	1.0	-10.662169	-9.870575	-10.279591	-10.24505	0.0	-0.1811525	-18.201119002175506	6.188049160807851	0.00020420665713702266	1
Hnrnpll	0.4599999999999999	0.43	0.43	0.59	1.0	-3499.7004	-3434.6921	-3496.2493	-3441.0579	0.0	-25.468147	-10.744967635102784	4.678670998284867	0.2666938942209516	1306
Hk3	0.26	0.27	0.26	0.62	1.0	-25.203926	-25.31157	-25.181803	-25.292343	1.0	0.038399037	-17.152242669784062	2.6577859619168844	0.000612619971411068	3
Helb	0.21	0.41	0.21	0.5	1.0	-1536.6865	-1534.4005	-1534.0057	-1535.3627	0.0	-0.5749419	-11.998299439842667	3.267585682285395	0.08719624259750867	427
