gene	log_min	log_max
Gap43	-18.719528	-15.265651
Hdlbp	-10.287457	-6.8335795
Cox20	-10.892287	-7.4384093
Tmem205	-11.479117	-8.025239
Ift122	-13.558559	-10.104681
Fam13c	-10.8422575	-7.3883796
Eid1	-10.069029	-6.615151
Malt1	-12.745719	-9.291841
Iqgap1	-10.05662	-6.6027417
Gm44946	-18.431845	-14.977967
Pard6b	-19.81814	-16.364264
Gm46633	-19.81814	-16.364264
Hnrnpll	-12.452961	-8.999083
Hk3	-18.719528	-15.265651
Helb	-13.667538	-10.213659
Napsa	-19.81814	-16.364264
Ccdc152	-14.576394	-11.122516
Got1	-13.490204	-10.036325
Vmn1r90	-19.81814	-16.364264
Phkg1	-12.170355	-8.716476
Ankrd10	-11.703517	-8.249639
Mcmdc2	-16.773619	-13.31974
Serpinb6b	-10.883686	-7.429808
Msmp	-17.515554	-14.061677
Rmrp	-14.337502	-10.883623
Xlr4a	-16.773619	-13.31974
Wdr13	-12.608061	-9.154182
Sord	-11.975077	-8.521198
Gm42699	-16.640087	-13.186209
Pawr	-10.674154	-7.2202764
Fgf2os	-15.233173	-11.779295
Dmd	-9.504698	-6.0508204
Tsga10	-12.779357	-9.325479
Rerg	-19.124992	-15.671115
Nthl1	-12.69125	-9.237371
Rarres1	-13.528425	-10.074547
Rbm44	-15.340804	-11.886926
Pcnx3	-13.063537	-9.609658
Trappc4	-11.53288	-8.079001
Gm34829	-16.822409	-13.36853
Olfr172	-17.620916	-14.167038
Mtcp1	-14.447503	-10.993625
Rrp9	-12.821459	-9.36758
Tert	-17.045551	-13.591674
Kat14	-13.528425	-10.074547
Col6a2	-10.4796715	-7.0257936
4930483P17Rik	-17.87223	-14.418353
Sars	-11.286256	-7.832378
Tsc22d3	-12.837135	-9.383257
Chd8	-11.7425585	-8.28868
Gm17399	-19.81814	-16.364264
Map3k19	-16.352404	-12.898526
Cep104	-12.849291	-9.395412
Dbt	-12.252866	-8.798987
Chchd5	-12.844598	-9.390719
4930581F22Rik	-13.697844	-10.243965
Sox5it	-19.81814	-16.364264
Ric8b	-13.0542555	-9.600377
Orc2	-12.6503315	-9.196453
Zfp385b	-13.682576	-10.228698
Hist1h2bh	-15.906117	-12.452239
Gm42868	-19.124992	-15.671115
Ppp4r1	-13.087123	-9.6332445
1700047M11Rik	-19.124992	-15.671115
Dazap1	-11.924195	-8.470317
Gm47767	-14.186929	-10.73305
C1galt1	-11.745049	-8.291171
Gm11808	-12.09502	-8.641142
Racgap1	-16.560043	-13.106166
Aktip	-11.547104	-8.0932255
Dact1	-13.560473	-10.106595
Gm50336	-17.620916	-14.167038
Pik3r1	-11.705314	-8.251435
CT868723.1	-18.208702	-14.754825
Abhd6	-13.236115	-9.782237
Zfp993	-15.487408	-12.033529
Tnpo1	-11.804466	-8.350588
Pigo	-14.905486	-11.451608
Csrnp2	-14.755546	-11.301667
Marc2	-10.981767	-7.527889
Nedd9	-11.344899	-7.8910213
Dhrs9	-14.997859	-11.543981
Art3	-12.243069	-8.78919
Rab5b	-11.597737	-8.143859
Klhl15	-13.731366	-10.277488
Pros1	-11.937336	-8.483458
Nat2	-14.375723	-10.9218445
3010003L21Rik	-15.375489	-11.921611
Gm29237	-17.253191	-13.799314
Gm17191	-18.719528	-15.265651
Mrpl53	-11.168517	-7.714639
Wdr59	-14.194123	-10.740245
Gm19792	-18.719528	-15.265651
Gm21269	-17.333233	-13.879355
0610025J13Rik	-17.87223	-14.418353
Cldn19	-19.81814	-16.364264
F2rl1	-16.05694	-12.603063
Cdo1	-10.885797	-7.4319186
Fam25c	-14.280807	-10.826928
