gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.49	0.2	0.2	0.56	1.0	-34.308403	-32.876072	-33.842663	-33.072777	0.0	-0.5366256	-17.397814203296	1.6541467900931526	0.00045080581539501857	4
Hdlbp	0.47	0.35	0.35	0.58	1.0	-15879.49	-15722.775	-15855.573	-15743.138	0.0	-59.217155	-8.717789830612741	4.549327580136117	0.7867688493181562	6981
Cox20	0.41	0.36	0.36	0.57	1.0	-12550.683	-12407.769	-12539.517	-12421.112	0.0	-56.27167	-9.30738235011899	2.0138182710149604	0.6569367744843908	5829
Tmem205	0.22	0.29	0.22	0.56	1.0	-10493.367	-10422.189	-10502.109	-10415.047	0.0	-34.01408	-9.714067463863186	2.465907742294016	0.5267665952890792	4674
Ift122	0.49	0.42	0.42	0.57	1.0	-2555.615	-2537.546	-2544.916	-2548.0217	0.0	-3.2977116	-12.02466360635143	2.9716375779702933	0.07427025808632931	659
Serpina3g	0.33	0.5	0.33	0.53	1.0	-9.6685	-9.275848	-9.217469	-9.697181	0.0	0.012455913	-18.638451089473428	3.141083385212548	0.00011270145384875464	1
Fam13c	0.35	0.41	0.35	0.55	1.0	-12838.616	-12769.12	-12808.343	-12795.683	0.0	-18.645823	-9.261583568666905	3.9743495928271675	0.6396934520455314	5676
Eid1	0.27	0.36	0.27	0.6	1.0	-17290.848	-17133.553	-17169.846	-17258.77	0.0	-13.931353	-8.481515040975495	0.5669008798441775	0.8536008114504677	7574
Malt1	0.18	0.3299999999999999	0.18	0.65	1.0	-4170.2305	-4143.7393	-4153.8125	-4162.628	0.0	-3.3017406	-11.353384691948875	3.6185737811390126	0.1349036402569593	1197
Iqgap1	0.26	0.47	0.26	0.55	1.0	-17059.371	-16678.59	-16954.475	-16795.285	0.0	-114.69106	-8.605076165853673	0.24499002334136133	0.8077313197340246	7167
Gm44946	0.14	0.4	0.14	0.61	1.0	-58.668926	-57.509693	-58.22815	-57.95379	0.0	-0.31058025	-16.82720536615944	3.2051385151018943	0.0007889101769412826	7
Pard6b	0.18	0.37	0.18	0.71	0.87	-27.455917	-27.820978	-27.05951	-28.133627	1.0	0.29432553	-17.696192472408544	3.477803550281787	0.00033810436154626394	3
Gm46633	0.13	0.38	0.13	0.61	1.0	-24.919765	-25.633856	-25.012358	-25.416265	0.8703354	0.21562721	-17.637434388662662	6.2792660848489845	0.00033810436154626394	3
Hnrnpll	0.37	0.16	0.16	0.54	1.0	-5886.8677	-5853.9	-5888.892	-5857.2705	0.0	-12.853887	-10.770523238943692	4.059216985187819	0.24287163304406628	2155
Hk3	0.22	0.32	0.22	0.69	0.93	-18.15967	-18.18525	-17.838806	-18.390823	1.0	0.10038868	-17.954279822600093	2.4623907562267453	0.00022540290769750929	2
Helb	0.39	0.5	0.39	0.51	1.0	-2632.8525	-2618.441	-2631.825	-2618.361	0.0	-6.293559	-11.999695641392469	3.335094565131192	0.07798940606333822	692
Ccdc152	0.11	0.31	0.11	0.76	0.72	-2345.2065	-2324.8396	-2335.8386	-2335.3867	0.0	-4.2646956	-12.199552126925045	3.6303200769883164	0.06390172433224389	567
Got1	0.2299999999999999	0.29	0.2299999999999999	0.69	0.93	-2282.4524	-2272.138	-2280.3047	-2271.6528	0.0	-4.6901894	-12.21352299539869	0.8195818766614185	0.06739546940155527	598
Vmn1r90	0.41	0.48	0.41	0.57	1.0	-65.455284	-63.856434	-65.03842	-64.22004	0.0	-0.53646	-16.74415492990253	3.5711096302499437	0.0007889101769412826	7
Phkg1	0.48	0.35	0.35	0.55	1.0	-7162.3213	-7056.361	-7128.9937	-7092.7705	0.0	-30.20552	-10.47144207012446	1.9638310589082488	0.29854615124535105	2649
