frac_misaligned_amplitude_larger
0.7804
0.39
0.4434
0.3238
0.294
0.3148
0.2086
0.161
0.2336
0.395
0.1936
0.4642
0.2802
0.2178
0.2752
0.2242
0.3612
0.199
0.4178
0.23
0.444
0.4018
0.216
0.8638
0.1542
0.5094
0.6794
0.3986
0.183
0.5116
0.0542
0.4344
0.3316
0.2624
0.401
0.3926
0.7568
0.464
0.4742
0.2192
0.3142
0.3778
0.154
0.291
0.1336
0.557
0.4552
0.4422
0.4592
0.3064
0.6578
0.2686
0.6842
0.3822
0.3768
0.5394
0.447
0.4406
0.1858
0.5402
0.3782
0.5178
0.5418
0.548
0.4672
0.4096
0.1764
0.451
0.0914
0.1966
0.3966
0.4572
0.2378
0.464
0.4622
0.3166
0.5482
0.2748
0.3936
0.386
0.1522
0.4044
0.4008
0.4324
0.5806
0.4216
0.436
0.4022
0.4092
0.1046
0.2704
0.3776
0.274
0.2122
0.3968
0.7006
0.3854
0.2608
0.4832
0.5246
0.1536
0.2994
0.553
0.336
0.123
0.407
0.4896
0.4384
0.1498
0.3826
0.2992
0.4004
0.4852
0.587
0.4764
0.1526
0.2658
0.3166
0.3778
0.2522
0.3786
0.588
0.32
0.458
0.7348
0.2292
0.4312
0.341
0.4798
0.347
0.2622
0.4678
0.23
0.2196
0.3184
0.5396
0.2138
0.1542
0.5032
0.821
0.1758
0.3096
0.4624
0.4276
0.4278
0.2156
0.6392
0.5366
0.9344
0.3248
0.4284
0.2888
0.2842
0.3216
0.3508
0.3078
0.5486
0.2728
0.4018
0.4444
0.4272
0.1762
0.5104
0.4844
0.3164
0.8152
0.275
0.5734
0.7062
0.0954
0.3518
0.2666
0.4462
0.3974
0.1732
0.2262
0.2576
0.5874
0.3936
0.1508
0.2366
0.5434
0.5262
0.2992
0.3908
0.3202
0.4342
0.455
0.4374
0.4624
0.3346
0.6206
0.1862
0.3288
0.1236
0.2432
0.4004
0.4206
0.6602
0.6182
0.2494
0.0754
0.4174
0.3002
0.309
0.2198
0.171
0.0742
0.367
0.3562
0.6254
0.46
0.5548
0.6508
0.233
0.4712
0.6302
0.5988
0.6062
0.1136
0.0684
0.7588
0.5636
0.4934
0.3398
0.3328
0.107
0.2526
0.733
0.4804
0.4746
0.2254
0.0938
0.228
0.3986
0.3378
0.3002
0.37
0.6414
0.6664
0.4598
0.0924
0.3452
0.4922
0.4276
0.297
0.2278
0.2326
0.3048
0.3878
0.424
0.1878
0.0654
0.4892
0.1416
0.3744
0.7992
0.2556
0.1798
0.7426
0.3154
0.9188
0.3752
0.3552
0.6406
0.3068
0.8966
0.477
0.345
0.4072
0.8686
0.553
0.392
0.3522
0.2646
0.4168
0.3046
0.352
0.5476
0.4974
0.3798
0.2658
0.3682
0.2392
0.202
0.2692
0.7442
0.3058
0.1648
0.257
0.5524
0.3798
0.1632
0.4754
0.2612
0.5188
0.2112
0.35
0.3552
0.365
0.2954
0.2756
0.4022
0.0724
0.3818
0.2162
0.575
0.2938
0.2534
0.2388
0.1414
0.7
0.3122
0.7608
0.227
0.4976
0.2902
0.5094
0.2158
0.5622
0.415
0.4852
0.2976
0.4546
0.3342
0.2704
0.2946
0.388
0.4726
0.3524
0.2396
0.4486
0.5184
0.2752
0.3108
0.2952
0.2064
0.384
0.1458
0.3234
0.6642
0.354
0.3898
0.4702
0.6502
0.1484
0.2212
0.3076
