ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.944995786103716,-4.102079439188993,-3.792413503417619
ZT6,-4.10634577238879,-4.308085549544384,-3.9036377178387
ZT12,-4.046698440474323,-4.21891738131857,-3.8809913799625204
ZT18,-4.06584146217846,-4.237198882895712,-3.8968563640744445
