ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.365469007933802,-3.5114240280370512,-3.2153053435952024
ZT6,-3.5593189938187635,-3.791757520688938,-3.30237259591598
ZT12,-3.7985128206195355,-4.0590219179928475,-3.3367571340002193
ZT18,-3.124530724161961,-3.3292621886957705,-2.9427768243843953
