ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.5028078867973047,-3.6525310324863707,-3.3578203034800476
ZT6,-3.8363414115246,-4.066661637719442,-3.5906515020246013
ZT12,-3.6554934586394636,-3.804095173776666,-3.505195895195811
ZT18,-3.6118341002258023,-3.7579157623258586,-3.4659878122936116
