ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.1191939101175463,-3.2825428614715184,-2.957559639029005
ZT6,-3.7700631524148385,-4.012821367294242,-3.292560563425593
ZT12,-3.1226652687221916,-3.2940921956349,-2.958309866466709
ZT18,-3.264022229170652,-3.405784487512205,-3.124823188917164
