ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.280989596148728,-4.664389313228704,-3.7983730527325426
ZT6,-4.104481027993693,-4.582965600496838,-3.612735646467813
ZT12,-3.859391708633438,-4.341133864879076,-3.4637462783327133
ZT18,-4.6491684746520185,-4.8285306639088015,-3.906900779564621
