ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.9237285180397694,-4.0746222835984325,-3.7778659071459955
ZT6,-4.139508235101442,-4.329808669259542,-3.940565829141999
ZT12,-4.106786245382712,-4.284346575631398,-3.928109062479009
ZT18,-4.0612273908357395,-4.219898606029271,-3.9056192116803468
