ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.9461189871024502,-4.103843505890476,-3.7940037763678416
ZT6,-4.109927461093713,-4.31564302291985,-3.909351945694298
ZT12,-4.046926269280896,-4.212492184715532,-3.8858799612122787
ZT18,-4.06490154334471,-4.231269650260625,-3.889230543535797
