ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.9251728186158625,-4.0808503305361485,-3.775705458896916
ZT6,-4.139489495227656,-4.331258453800763,-3.934702438647877
ZT12,-4.105925045749659,-4.2876348762231205,-3.9264890727442636
ZT18,-4.059776081172296,-4.2167472758198485,-3.9024821865884056
