ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.364849940438931,-3.513805075105889,-3.213205527239662
ZT6,-3.5619362712513154,-3.7887427503752673,-3.3119627084139993
ZT12,-3.8088323674848805,-4.064179824569818,-3.3672651829523885
ZT18,-3.1225745246307417,-3.322987440537291,-2.937477416763068
