ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.6856462355730777,-3.8794822038255115,-3.489883499636179
ZT6,-3.8550537541215557,-4.112454542351448,-3.556549107579891
ZT12,-3.4728565829226374,-3.6276106375107804,-3.323842298833448
ZT18,-3.6204660820129217,-3.7733775826352325,-3.4679207764429796
