ZT12
-4.734794221689527
-4.966943526687361
-5.012826395646361
-4.365931775280613
-4.489400163358947
-4.752720683294963
-4.684116008157815
-4.831549943224423
-5.098917560530226
-4.721832530926319
-4.982409775808274
-4.795731352302466
-4.971791487280977
-4.972544473055031
-4.551832536679708
-4.7079500374455865
-4.771821416469673
-4.76463810027036
-5.026380899538857
-4.986410828571834
-4.516472782493972
-4.4695672762417376
-4.847828633775974
-4.791658684529999
-4.667998160803548
-4.497103917719121
-5.17699602515719
-4.8524362236436875
-4.589420670992793
-5.2860402027273645
-4.660201959602912
-4.475476006215105
-4.751271216972359
-4.7120089365396876
-4.9332269390948875
-4.7613948612589825
-4.763595972250605
-4.875534299191358
-4.776004233669075
-4.718868331169374
-4.950462105757912
-4.860049989855965
-4.825979886976076
-4.844981914820157
-5.0451978995915105
-5.173165560954174
-4.7062844743982275
-4.927207880880582
-4.647339957647358
-4.638646914805836
-4.732713631337115
-4.937704128849628
-4.925230823836927
-5.0458932625525295
-4.81985416620793
-5.00264539676771
-5.147208383580856
-4.916657899303104
-4.949075537261483
-4.820938226111802
-4.752089291044147
-4.586152934462763
-5.084238227140771
-5.037348456520956
-4.860681337403279
-4.6183424951580685
-4.548595198530489
-4.927373105020982
-5.184352209795607
-4.5500644238006185
-4.847552544952621
-5.21406805754903
-4.545997478076303
-4.980638399573597
-4.74445598940185
-4.9528517314140545
-4.658605597575396
-4.647340136461363
-4.551445404359398
-5.155979523438957
-5.037631429683492
-4.75188589011373
-4.933361809557979
-4.661062770221838
-4.579379459962365
-4.358115189283434
-4.58485250961313
-4.287525231658411
-4.912790554711605
-4.98246292827119
-4.630212347608198
-4.480882447649095
-4.714600845538718
-4.970286096878383
-4.793913618537055
-4.797309743522504
-4.961050353532409
-4.850573696970083
-4.767873113837518
-4.625392773737838
-4.769955492329978
-4.961422376069316
-4.84041589920855
-4.605646343191931
-4.660602055938568
-4.620008862868449
-4.843698924335987
-4.823622224323284
-4.907510132447471
-4.607129068919421
-5.193467566612877
-4.687804941076062
-4.894256840745997
-4.951391759768671
-4.835544201055802
-4.641956672626985
-4.812157564407945
-4.658569834774443
-5.101447108145095
-4.690068100527337
-4.250376890390039
-5.193438643447607
-4.525136052803701
-5.162783441023666
-5.034125021160606
-4.6760914614730975
-4.8122542133775195
-4.862920759295423
-4.6836907884544905
-4.904023348761608
-5.067030061392466
-5.175889926427231
-4.7974860541312
-5.035427100039785
-5.2938503737721225
-5.186083084658206
-4.799933213193375
-4.564503833499183
-4.78206272037143
-4.967899421653319
-4.967341834882969
-5.0408499923622125
-4.707829695620382
-4.881934052421804
-4.90125056939676
-4.736975663140626
-4.879699413804288
-4.89933037520662
-4.688667629242038
-4.738081180725069
-4.959117016512917
-4.87793626301383
-5.020405874273224
-4.851496377234657
-4.678243756241419
-4.66227450332511
-4.782502066381132
-4.87816563667844
-4.709148180684497
-4.668718513021734
-4.581067642981327
-4.829579144670935
-5.042343357522985
-4.539653693629349
-5.266948946694907
-5.019487172620256
-4.903379305419954
-4.872688742526573
-4.939648418226911
-4.7280876236269105
-5.141232106617189
-4.876737225704896
-5.0776705675598555
-4.7415052006952605
-4.877931569146205
-4.917947371794947
-4.6676947134374664
-4.896495457975118
-4.556340080111758
-4.632501971532178
-4.656137874902673
-4.790070905574712
-4.737381928559446
-4.88910395757076
-4.619956917400065
-5.019105762348098
-4.482810956690456
-4.883891484628435
-4.398183384435571
-4.619344479433755
-5.049912286123568
-4.8863382413591
-4.900227708586019
-5.129800974327744
-4.794399187966987
-5.101525652196687
-4.583520971126666
-4.871508257170634
-4.3072048751735394
-4.966550806429402
-5.230105930339667
-4.563693895464612
-4.735038839248042
-4.4391637098259995
-4.458172174974252
-4.90925526772695
-4.400397012407526
-4.933731105181314
-4.543207353752994
-4.6603039729926286
-4.93512397687141
-5.017104520710299
-4.590526903833256
-4.6328456520493315
-4.948227735361403
-4.781855296125906
-5.186243793744986
-4.647061276020936
-4.529399962154262
-4.99774584833372
-4.640905246278982
-4.798144894331746
-4.758891196971303
-4.834926219855344
-4.585618280588524
-4.927816742566797
-4.795956121506453
-4.932628582731452
-4.729007621681413
-4.935309719918858
-4.775329210801097
-4.713290049476807
-4.99142928831899
-4.66271232941577
-4.561496003125076
-4.834788354257673
-4.74455397947646
-4.995535215496344
-4.969633246946996
-4.582004896587288
-4.7157497255193155
-4.415133968610014
-4.834265949142758
-5.051459384892772
-4.724288720095735
-5.005866015807484
-4.616258864967575
-5.0596369069585645
-4.918273573243134
-4.6875794566160565
-5.055541172179482
-4.955824693057234
-4.678023636201556
-4.568615840352699
-4.821805384627896
-4.935790640184666
-5.067671064896039
-4.714859052961594
-4.9608707795681255
-4.531376661569907
-4.674250839515076
-5.039244779041461
-4.645673232308968
-5.140498656273156
-4.723272341292666
-5.196818764579629
-4.872739257482919
-4.81119384632928
-5.05469775122252
-4.68966308680655
-4.886923052561675
-4.59798398427386
-4.8506990455874215
-4.8048545322324445
-4.784549397328657
-4.94391040532692
-4.509466313345368
-4.941554217889667
-4.980521186993475
-4.644729630805838
-5.036766416935454
-4.962479524465472
-5.31833830352356
-4.880000402477805
-5.064879644171194
-4.733359954557329
-4.681698174592421
-4.7078760978546175
-4.967951009493693
-4.837494078370733
-4.843114470761422
-4.684608998368945
-4.680384696320439
-5.126768154696471
-4.8003100637084115
-4.794152335233413
-4.862787185233865
-4.54815746184683
-4.647935318876215
-4.639665439376962
