ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.808934589235177,-4.607220614729092,-3.5281048103120827
ZT6,-4.209099719222445,-4.567304141405948,-3.861105182402488
ZT12,-4.587300541339875,-4.988800023235516,-3.94876855521796
ZT18,-4.9436522793500295,-5.027642204914226,-4.433508103118074
