ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-4.0856135276830345,-4.44351557743898,-3.6521129810207205
ZT6,-3.863681039896938,-4.339781555687775,-3.38268383694718
ZT12,-3.8769697086007326,-4.263028526272299,-3.491703154628471
ZT18,-4.086519847801371,-4.495516913216371,-3.5735898845780527
