ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.6845002128445836,-3.8758279976449903,-3.483905981645848
ZT6,-3.8519988518228208,-4.111298871684826,-3.554107141536401
ZT12,-3.472437251811069,-3.623995171373175,-3.3235765030682
ZT18,-3.6209997491174595,-3.774216432416326,-3.4707730422774783
