ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.1217467868570856,-3.294071361571789,-2.9602137770757975
ZT6,-3.763216205379059,-4.014172336935624,-3.2793960037553735
ZT12,-3.121377483868189,-3.2831505931711678,-2.9602209899844616
ZT18,-3.2639931367093205,-3.398752388832795,-3.123177624266926
