ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.748654531536429,-4.030181590999231,-3.3370583485971763
ZT6,-3.6017293671839,-3.84976578921854,-3.319411607017202
ZT12,-3.212324843188015,-3.3756972297425882,-3.0511238966718155
ZT18,-3.3171964454153646,-3.4690290191962565,-3.1672389520128434
