ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.854379437905634,-4.3813558140305044,-3.3946347262130625
ZT6,-4.2576028341586385,-4.665133302119296,-3.6639861721975002
ZT12,-4.152318733522909,-4.566737495005332,-3.64072039394523
ZT18,-3.868034836642154,-4.269500871730904,-3.497834233128132
