ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.155827515610452,-3.30159361419389,-3.005098176544123
ZT6,-3.1831473863352406,-3.333547455251708,-3.032337259160711
ZT12,-3.206312525045749,-3.356696364271401,-3.0537478719223086
ZT18,-3.0993761425098114,-3.2470917169963913,-2.9558363272440973
