ZT,mean_log10,ci_lo_log10,ci_hi_log10
ZT0,-3.157246042425875,-3.305362510526272,-3.00896512886039
ZT6,-3.184664269077066,-3.333462173289591,-3.040443023054708
ZT12,-3.2080337115801587,-3.36129235672023,-3.054350729753769
ZT18,-3.1006077135706303,-3.2515696363568862,-2.9575878657929984
