gene	log_min	log_max
Gap43	-19.471767	-16.01789
Hdlbp	-10.115424	-6.661546
Cox20	-11.037305	-7.583427
Tmem205	-11.609271	-8.155393
Ift122	-13.50306	-10.049182
Fam13c	-10.595782	-7.1419044
Eid1	-10.122013	-6.668135
Malt1	-12.553073	-9.099195
Iqgap1	-9.902076	-6.448198
Gm44946	-17.680008	-14.2261305
Pard6b	-18.085472	-14.631595
Gm46633	-19.471767	-16.01789
Hnrnpll	-12.405301	-8.951423
Helb	-13.508188	-10.05431
Ccdc152	-14.939169	-11.485291
Got1	-13.628223	-10.174345
Vmn1r90	-18.085472	-14.631595
Phkg1	-12.098393	-8.644515
Ankrd10	-11.718574	-8.264695
Mcmdc2	-16.763718	-13.309839
Serpinb6b	-10.894609	-7.4407315
Msmp	-17.274544	-13.820665
Rmrp	-15.181309	-11.72743
Xlr4a	-16.906818	-13.45294
Wdr13	-12.552084	-9.098206
Sord	-12.094634	-8.640756
Gm42699	-16.699179	-13.245301
Pawr	-10.511172	-7.0572944
Fgf2os	-15.377423	-11.923545
Dmd	-9.320795	-5.8669176
Tsga10	-12.709039	-9.25516
Rerg	-19.471767	-16.01789
Nthl1	-12.846375	-9.392497
Rarres1	-13.235398	-9.78152
Rbm44	-15.195102	-11.741223
Pcnx3	-12.927856	-9.473978
Trappc4	-11.645724	-8.191846
Gm34829	-17.169182	-13.715304
Olfr172	-18.373156	-14.919278
Mtcp1	-14.409173	-10.955295
Rrp9	-12.896692	-9.442814
Tert	-16.763718	-13.309839
Kat14	-13.441083	-9.987205
Col6a2	-10.355079	-6.901201
Sars	-11.436165	-7.982287
Tsc22d3	-12.988661	-9.534782
Chd8	-11.622834	-8.168956
Gm17399	-18.77862	-15.324742
Map3k19	-16.006031	-12.552154
Cep104	-12.683923	-9.230044
Dbt	-12.201455	-8.747577
Chchd5	-12.930738	-9.47686
4930581F22Rik	-13.754741	-10.300862
Ric8b	-13.021297	-9.567419
Orc2	-12.517129	-9.063251
Zfp385b	-13.510762	-10.056884
Hist1h2bh	-16.336273	-12.882396
Ppp4r1	-13.002518	-9.548639
1700047M11Rik	-19.471767	-16.01789
Dazap1	-11.926907	-8.473028
Gm47767	-14.110476	-10.656597
C1galt1	-11.560811	-8.106933
Gm11808	-12.547155	-9.093277
Racgap1	-16.336273	-12.882396
Ska1	-19.471767	-16.01789
Aktip	-11.55496	-8.101082
Dact1	-13.433897	-9.980019
Gm50336	-17.86233	-14.408452
Pik3r1	-11.531184	-8.077306
CT868723.1	-18.77862	-15.324742
Abhd6	-13.261168	-9.807289
Zfp993	-15.394231	-11.940352
Tnpo1	-11.71429	-8.260411
Pigo	-14.827377	-11.373499
Csrnp2	-14.827377	-11.373499
Marc2	-11.051306	-7.597428
Nedd9	-11.260014	-7.8061357
Dhrs9	-15.520524	-12.066646
Art3	-12.207738	-8.7538595
Rab5b	-11.540124	-8.086246
Klhl15	-13.716025	-10.262147
Pros1	-11.864883	-8.411005
Nat2	-14.467822	-11.013944
3010003L21Rik	-15.077319	-11.623441
Gm29237	-17.525858	-14.0719795
Gm17191	-18.085472	-14.631595
Mrpl53	-11.21516	-7.7612824
Wdr59	-14.033689	-10.57981
Gm19792	-18.373156	-14.919278
Gm21269	-17.86233	-14.408452
0610025J13Rik	-18.085472	-14.631595
F2rl1	-16.638554	-13.184676
Cdo1	-11.192578	-7.7387004
Fam25c	-14.573928	-11.120049
Gm20743	-17.169182	-13.715304
Mamstr	-14.20391	-10.750031
Exph5	-19.471767	-16.01789
Lrrn2	-16.527328	-13.073451
Slc38a10	-12.053587	-8.599709
Ankk1	-19.471767	-16.01789
Gm37637	-16.98686	-13.532983
Gm33195	-17.680008	-14.2261305
Gm33280	-18.085472	-14.631595
Skil	-10.947003	-7.4931254
Ttc25	-16.98686	-13.532983
Fnbp1l	-12.827978	-9.3741
Cntd1	-17.073872	-13.619994
Zdhhc20	-11.749534	-8.295655
Gm15706	-15.052927	-11.599049
Sdf2l1	-13.378199	-9.92432
Gm49970	-16.17593	-12.722053
Yif1b	-11.476798	-8.02292
Ecsit	-12.584215	-9.130337
Gm11008	-17.274544	-13.820665
Taf6l	-14.188564	-10.734686
Slc35f6	-13.373693	-9.919815
Rp9	-11.019007	-7.565129
Znhit1	-11.565589	-8.111711
Smo	-11.980123	-8.526244
Haus4	-14.481336	-11.027457
Tyw1	-13.035618	-9.581739
Ogg1	-13.788188	-10.33431
Cep97	-13.371449	-9.917571
Ccnd3	-11.33087	-7.8769917
Ddx21	-11.924794	-8.470916
Gm44190	-16.380726	-12.926847
Usp45	-12.466886	-9.013007
Bcl7b	-11.34112	-7.887242
Dtl	-16.07057	-12.616693
Scn7a	-16.380726	-12.926847
Polr3b	-14.069091	-10.615212
Rnf187	-10.582322	-7.128444
Gfra1	-17.86233	-14.408452
Gm5084	-19.471767	-16.01789
Ttll7	-10.768095	-7.314217
Zfp114	-15.065049	-11.611171
Zfp7	-14.886801	-11.432922
Impa1	-11.36044	-7.9065623
Zfp740	-12.583196	-9.129317
Tpbg	-15.029117	-11.575238
Rrp8	-12.179431	-8.725553
Trappc5	-11.951533	-8.497655
Rtel1	-14.295618	-10.84174
Plin2	-12.299343	-8.845465
Smagp	-17.525858	-14.0719795
Tfdp1	-12.818905	-9.365026
Rdh5	-12.932182	-9.478304
Nacad	-12.581159	-9.12728
Procr	-17.525858	-14.0719795
Zfyve21	-11.51424	-8.060362
Krt79	-16.252892	-12.799014
Irx3os	-18.373156	-14.919278
Gm48242	-18.373156	-14.919278
Mrps14	-10.642981	-7.1891026
Mrps6	-11.388439	-7.9345613
Gm20463	-19.471767	-16.01789
Shkbp1	-13.571871	-10.117992
Mapk12	-14.251412	-10.797534
Calhm4	-17.392326	-13.938448
Ppp4r4	-15.945408	-12.491529
Hivep2	-11.693557	-8.239678
2410022M11Rik	-13.703447	-10.249569
Usp43	-19.471767	-16.01789
Sorbs1	-11.334957	-7.881079
Lrrc7	-17.274544	-13.820665
3110006O06Rik	-18.77862	-15.324742
C9orf72	-13.235398	-9.78152
Mast2	-12.303188	-8.84931
Hist1h4c	-14.659584	-11.205706
Vps35	-10.967863	-7.513985
