gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Xkr4	0.38	0.19	0.19	0.73	0.8099999999999999	-15.761789	-15.965445	-15.067209	-16.175686	1.0	0.17975299	-14.480469135964107	1.8100394948950793	0.005050505050505051	2
Gm19938	0.29	0.1999999999999999	0.1999999999999999	0.61	1.0	-13.573898	-12.903955	-13.313385	-13.249652	0.0	-0.14081842	-14.801026714472686	5.322956957868604	0.005050505050505051	2
Mrpl15	0.1899999999999999	0.26	0.1899999999999999	0.65	1.0	-438.92413	-435.70987	-434.9235	-439.78656	0.0	0.37454718	-9.85303839661378	5.287938427514447	0.47474747474747475	188
Lypla1	0.48	0.38	0.38	0.46	1.0	-354.07007	-347.35733	-352.63385	-348.7724	0.0	-2.300748	-10.259256793746768	0.6550869054425279	0.35353535353535354	140
Tcea1	0.3	0.3299999999999999	0.3	0.63	1.0	-665.732	-644.1455	-663.8241	-646.556	0.0	-8.328015	-8.910037512853538	3.9328043247922078	0.7727272727272727	306
Atp6v1h	0.37	0.47	0.37	0.58	1.0	-400.341	-395.60464	-396.67194	-399.33954	0.0	-0.43493065	-10.081308148951756	3.585677940112297	0.39141414141414144	155
Rb1cc1	0.31	0.47	0.31	0.59	1.0	-637.2948	-618.0535	-631.09174	-625.3159	0.0	-5.202362	-9.074254139146177	3.7593429876445006	0.6893939393939394	273
4732440D04Rik	0.36	0.33	0.33	0.55	1.0	-127.39626	-122.98961	-126.062256	-124.06294	0.0	-1.4476427	-12.035077155646961	0.8752545205661173	0.08080808080808081	32
Pcmtd1	0.35	0.46	0.35	0.6	1.0	-642.6742	-616.53577	-630.1432	-627.3137	0.0	-6.670969	-8.963006801580125	3.124813357555249	0.7424242424242424	294
Rrs1	0.49	0.36	0.36	0.52	1.0	-241.44356	-230.48518	-239.78018	-234.19974	0.0	-3.145951	-11.0086126242592	4.90926368769329	0.20707070707070707	82
Adhfe1	0.15	0.3	0.15	0.68	0.9599999999999996	-101.609764	-96.59892	-100.35594	-97.48519	0.0	-1.7912792	-12.450175144116411	0.4817939695130935	0.05808080808080808	23
Mybl1	0.36	0.2099999999999999	0.2099999999999999	0.58	1.0	-94.90543	-94.10161	-94.41614	-95.07082	0.0	0.07182797	-12.390406699881833	5.169416499361565	0.05303030303030303	21
Vcpip1	0.3299999999999999	0.42	0.3299999999999999	0.57	1.0	-329.51572	-324.1708	-328.6141	-324.50812	0.0	-2.1747725	-10.435433388749797	0.11196319478411265	0.3207070707070707	127
1700034P13Rik	0.27	0.4	0.27	0.61	1.0	-6.1777754	-6.052793	-6.322343	-5.934851	0.0	-0.105500646	-15.527989694853623	3.290473295826235	0.0025252525252525255	1
Sgk3	0.37	0.18	0.18	0.53	1.0	-225.83163	-218.33167	-224.16403	-219.85583	0.0	-2.5952568	-11.133797188911645	4.527754712071663	0.15656565656565657	62
Snhg6	0.43	0.3	0.3	0.59	1.0	-425.61578	-401.39093	-422.36826	-405.8461	0.0	-8.585864	-9.999376753064858	1.9556652670797101	0.45454545454545453	180
Tcf24	0.42	0.47	0.42	0.5	1.0	-19.17613	-18.401169	-19.018244	-18.592655	0.0	-0.25340003	-14.560369304596477	5.983092547468892	0.007575757575757576	3
Ppp1r42	0.34	0.43	0.34	0.57	1.0	-8.06151	-7.713965	-8.0298815	-7.8186827	0.0	-0.1054586	-15.498880353433751	3.2221027878576702	0.0025252525252525255	1
Cops5	0.4599999999999999	0.27	0.27	0.64	1.0	-418.71045	-412.336	-416.17783	-414.01913	0.0	-2.0374122	-10.009978886690538	1.8120575969315986	0.44696969696969696	177
Cspp1	0.27	0.44	0.27	0.45	1.0	-377.3978	-371.9161	-377.11664	-372.7967	0.0	-1.9982344	-10.252343282223642	2.6753777868930144	0.351010101010101	139
Arfgef1	0.18	0.48	0.18	0.68	0.9599999999999996	-430.84454	-416.12973	-424.4752	-420.64395	0.0	-4.430061	-9.996130653916577	2.7923845889476206	0.45202020202020204	179
Cpa6	0.39	0.49	0.39	0.59	1.0	-6.935669	-6.737088	-6.7276444	-6.901464	0.0	-0.014855025	-15.539695465134354	3.2497746278332267	0.0025252525252525255	1
Prex2	0.14	0.06	0.06	0.81	0.5699999999999998	-569.84515	-583.2238	-570.14777	-582.3843	0.977381	5.445672	-9.584689062121738	4.1668026866633365	0.43434343434343436	172
A830018L16Rik	0.32	0.43	0.32	0.6	1.0	-5.826586	-6.5906982	-5.9786158	-6.3857536	0.80103713	0.24284351	-15.472705936861917	3.2221244204100903	0.0025252525252525255	1
Sulf1	0.4599999999999999	0.1899999999999999	0.1899999999999999	0.64	1.0	-729.13904	-717.1969	-726.6139	-720.6617	0.0	-3.6816688	-8.737789878423115	4.8875184660770685	0.7828282828282829	310
Slco5a1	0.41	0.5	0.41	0.52	1.0	-13.483587	-13.651825	-13.911319	-13.197052	0.0	-0.124440685	-14.899399769174142	5.7382858784339765	0.005050505050505051	2
Ncoa2	0.4399999999999999	0.29	0.29	0.62	1.0	-299.25528	-290.71475	-293.26477	-296.85236	0.0	-1.0435765	-10.606821382828716	4.7713405362403645	0.2727272727272727	108
Tram1	0.26	0.45	0.26	0.61	1.0	-500.10678	-487.2606	-498.06543	-488.98917	0.0	-4.8283186	-9.59276532703179	2.936548271732164	0.5328282828282829	211
Lactb2	0.48	0.16	0.16	0.58	1.0	-273.48248	-258.52087	-273.58112	-262.57516	0.0	-4.736988	-10.860987626807912	1.559607941746453	0.23232323232323232	92
Eya1	0.19	0.3	0.19	0.61	1.0	-26.081472	-26.357224	-26.251184	-26.226368	0.38454622	0.062927336	-13.97774223070069	3.8284564573754785	0.012626262626262626	5
