gene,male_wt_bf,female_wt_bf,male_ko_bf,female_ko_bf,male_wt_frac_detected,female_wt_frac_detected,male_ko_frac_detected,female_ko_frac_detected
Bicra,-7.0954556,-10.709876,-5.557612,-5.193403,0.05703933747412,0.0481366459627329,0.0573498964803312,0.0487577639751552
Bicral,-16.11067,-9.198857,-11.391323,-12.224074,0.2006211180124223,0.1848861283643892,0.1976190476190476,0.1916149068322981
Bid,-1.5272142,0.7972182,-1.6724472,-2.8450477,0.0083850931677018,0.0053830227743271,0.0072463768115942,0.0073498964803312
Bik,-11.264937,91.910965,-41.045918,-68.08032,0.2428571428571428,0.258695652173913,0.3609730848861283,0.4182194616977225
Bin1,-23.015486,-16.74324,-16.881926,-46.53864,0.2437888198757763,0.2275362318840579,0.2405797101449275,0.2390269151138716
Bin3,-5.8816366,-3.6235385,-7.2770834,-11.30385,0.0572463768115942,0.0508281573498964,0.058695652173913,0.0615942028985507
Birc2,-30.093977,-44.823093,-72.0017,-25.715406,0.2227743271221532,0.2184265010351966,0.2839544513457557,0.2894409937888199
Birc3,-2.2416635,-4.182947,-9.198115,-10.643607,0.0376811594202898,0.0369565217391304,0.0521739130434782,0.0452380952380952
Birc5,0.3740568,2.1925986,0.10718862,1.8149236,0.0011387163561076,0.0019668737060041,0.0022774327122153,0.0024844720496894
Birc6,-23.668201,-43.42563,-50.07152,-16.918823,0.5148033126293996,0.4777432712215321,0.45703933747412,0.4493788819875776
Bivm,-5.524319,-4.222814,-8.25626,-4.210939,0.0393374741200828,0.0403726708074534,0.0471014492753623,0.048343685300207
Blcap,-7.3993344,-9.29492,-15.509063,-3.5721145,0.0903726708074534,0.0887163561076604,0.1031055900621118,0.1064182194616977
Blm,0.66731954,-2.2866728,-2.4972198,-4.3772984,0.0115942028985507,0.0080745341614906,0.0114906832298136,0.0139751552795031
Blmh,-26.930075,-4.0443673,-45.874474,-68.262695,0.3865424430641822,0.4321946169772256,0.432712215320911,0.4994824016563147
Bloc1s1,-22.722424,21.380945,-6.777793,-10.521038,0.4432712215320911,0.4466873706004141,0.3134575569358178,0.2864389233954451
Bloc1s2,-9.289724,-7.3300977,-9.1543255,-5.9986925,0.077639751552795,0.0738095238095238,0.0846790890269151,0.0850931677018633
Bloc1s3,-6.8894415,-6.7352753,-4.8418107,-4.043201,0.0335403726708074,0.0369565217391304,0.0388198757763975,0.0402691511387163
Bloc1s4,-13.764039,-7.8756166,-3.3753247,-16.936424,0.1803312629399586,0.1830227743271221,0.193167701863354,0.2192546583850931
Bloc1s5,-30.580227,-1.2068212,-12.048703,-4.483539,0.1010351966873706,0.1003105590062111,0.10175983436853,0.1095238095238095
Bloc1s6,-15.081342,-12.648827,-16.208218,-17.997562,0.1355072463768116,0.1274327122153209,0.1256728778467909,0.1359213250517598
Bloc1s6os,0.098136395,-1.3118429,-1.9321518,0.24606663,0.0020703933747412,0.001863354037267,0.0028985507246376,0.0026915113871635
Blvra,-12.0985365,-0.83529586,-16.685135,-13.831898,0.1990683229813664,0.2080745341614907,0.1974120082815735,0.2462732919254658
Blvrb,-33.80075,-25.320555,-58.063984,-45.838425,0.4249482401656315,0.4429606625258799,0.4496894409937888,0.4751552795031056
Blzf1,-3.9835067,-11.633706,-7.3889437,-20.294573,0.1533126293995859,0.1419254658385093,0.1430641821946169,0.155175983436853
Bmf,-3.8814008,1.6571261,-15.395294,-3.0306249,0.0367494824016563,0.0318840579710144,0.060455486542443,0.0674948240165631
Bmi1,-1.6228787,-4.9905696,-17.511526,-13.214172,0.1596273291925465,0.148343685300207,0.1650103519668737,0.1770186335403726
Bmp1,-28.787277,-21.454529,-10.43049,-6.239378,0.2301242236024844,0.2039337474120083,0.2049689440993788,0.1883022774327122
Bmp2,-12.644373,-11.011528,-20.18706,-10.613496,0.1217391304347826,0.1214285714285714,0.1214285714285714,0.1227743271221532
Bmp2k,-6.634442,-7.7577124,-9.770353,-8.692887,0.1077639751552795,0.1055900621118012,0.0870600414078675,0.0939958592132505
Bmp3,149.67595,86.9592,-4.489901,-2.9342444,0.2046583850931677,0.1611801242236024,0.0566252587991718,0.0546583850931677
Bmp4,-5.519972,-1.8151091,-3.1592379,14.382294,0.0300207039337474,0.025879917184265,0.0299171842650103,0.0268115942028985
Bmp6,-5.183701,1.1168822,-5.3884163,0.89208764,0.0053830227743271,0.0034161490683229,0.0055900621118012,0.0023809523809523
Bmper,8.002295,2.4775515,-0.32826555,-1.0803883,0.0040372670807453,0.0040372670807453,0.0028985507246376,0.0016563146997929
Bmpr1a,-79.39276,-64.086426,-61.40771,-24.734428,0.7438923395445135,0.7019668737060042,0.7349896480331263,0.7368530020703934
Bmpr1b,-30.067047,-24.377535,-16.446571,-26.36091,0.1749482401656314,0.167287784679089,0.1542443064182194,0.1298136645962733
Bmpr2,-109.40107,-22.2894,-64.696304,-63.376457,0.5798136645962733,0.5242236024844721,0.5460662525879917,0.5319875776397516
Bms1,-16.341177,-17.269567,-10.902106,-10.498348,0.2215320910973084,0.1925465838509316,0.1732919254658385,0.1884057971014492
Bmt2,-7.437081,-25.446941,-32.98984,-19.324408,0.2256728778467908,0.2025879917184265,0.2184265010351966,0.2148033126293995
Bmx,-1.0559685,2.7335846,10.380417,3.132068,0.0019668737060041,0.0013457556935817,0.001863354037267,0.0013457556935817
Bmyc,-15.71688,-2.833093,-30.635574,-38.183136,0.4538302277432712,0.4626293995859213,0.6249482401656314,0.6435817805383023
Bnc2,-0.85291654,0.99816954,-0.22918153,-1.933782,0.0016563146997929,0.0023809523809523,0.0025879917184265,0.0027950310559006
Bnip1,-11.0626335,-11.759244,-7.376008,-11.452184,0.0836438923395445,0.0848861283643892,0.0898550724637681,0.0842650103519668
Bnip2,-108.14187,-115.13638,-135.49478,-37.421425,0.8964803312629399,0.8946169772256729,0.8729813664596273,0.8730848861283644
Bnip3,-3.9527583,-10.024399,-31.278957,2.3250022,0.2553830227743271,0.2452380952380952,0.2461697722567287,0.2847826086956522
Bnip3l,-32.949123,-53.0433,-61.91453,-60.39577,0.556935817805383,0.5684265010351967,0.5869565217391305,0.6196687370600414
Bnipl,0.7083428,1.3093247,0.44563958,2.6478934,0.0006211180124223,0.0009316770186335,0.0022774327122153,0.001863354037267
Boc,-22.997887,-7.723783,-19.68936,-8.947781,0.151863354037267,0.1283643892339544,0.1423395445134575,0.1370600414078674
Bod1,-39.330795,-71.512695,-51.287888,-17.429035,0.4805383022774327,0.4611801242236025,0.4370600414078675,0.4646997929606625
Bod1l,-5.6432834,-72.479675,-45.9453,-21.996336,0.6018633540372671,0.5753623188405798,0.5371635610766046,0.546583850931677
Bok,-4.304827,-4.7927723,-0.36532265,-3.7094219,0.0236024844720496,0.0215320910973084,0.0227743271221532,0.0237060041407867
Bola1,-21.978949,-26.345644,-21.291033,-28.820358,0.3020703933747412,0.3102484472049689,0.344824016563147,0.381055900621118
Bola2,-43.413754,-44.236965,-67.732124,-33.51447,0.5436853002070393,0.5459627329192547,0.4984472049689441,0.5186335403726708
Bola3,-48.60875,-18.968151,-34.881397,-64.712,0.5208074534161491,0.5042443064182195,0.5530020703933748,0.5756728778467909
Bop1,-4.328949,-12.435072,-6.04895,-11.843643,0.15175983436853,0.1425465838509317,0.1575569358178054,0.1729813664596273
Bora,-3.2360559,-1.8081113,-9.036792,-6.356646,0.0226708074534161,0.0254658385093167,0.0267080745341614,0.0253623188405797
Borcs5,-7.6556063,-8.191052,-6.7663417,-11.001244,0.0734989648033126,0.0711180124223602,0.077639751552795,0.0840579710144927
Borcs6,-12.6615505,1.7221218,-18.251394,-15.833936,0.1391304347826087,0.1487577639751552,0.1627329192546583,0.1785714285714285
Borcs7,-14.847866,-10.44088,-51.3286,-16.406916,0.2728778467908903,0.2726708074534161,0.2704968944099379,0.3033126293995859
Borcs8,-21.01451,-11.708986,-40.86906,-18.784933,0.2726708074534161,0.2725672877846791,0.2767080745341614,0.2959627329192547
Bpgm,-9.061232,-17.245605,-1.6928579,-15.917911,0.0945134575569358,0.0929606625258799,0.1041407867494824,0.1083850931677018
Bphl,-46.16457,-6.582912,-41.071365,-8.598098,0.1839544513457557,0.1733954451345755,0.1961697722567287,0.2074534161490683
Bpnt1,-14.814786,-13.220747,-15.406639,-7.126204,0.1513457556935817,0.1429606625258799,0.1546583850931677,0.1658385093167702
Bptf,-71.84265,-32.998745,-33.515743,-37.482075,0.6072463768115942,0.5565217391304348,0.5101449275362319,0.5162525879917185
Braf,-22.366165,-13.998363,-62.107925,-12.373152,0.3361283643892339,0.2976190476190476,0.3098343685300207,0.3173913043478261
Brap,-12.706082,-5.560369,-11.939493,-9.39798,0.1400621118012422,0.1320910973084886,0.1398550724637681,0.1436853002070393
Brat1,-1.9635496,-4.665909,-4.0796747,-1.385639,0.0371635610766045,0.0314699792960662,0.0366459627329192,0.0305383022774327
Brca1,1.9198095,0.12645274,-1.2617443,-0.56070745,0.0012422360248447,0.0022774327122153,0.0013457556935817,0.0013457556935817
Brca2,-3.2506347,-3.526628,-5.006527,-6.258039,0.0231884057971014,0.0267080745341614,0.0288819875776397,0.0228778467908902
Brcc3,-22.35832,-32.50762,-21.886915,-10.166054,0.198343685300207,0.2105590062111801,0.2125258799171842,0.2390269151138716
Brd1,-16.895073,19.740042,-17.803953,-10.802227,0.263768115942029,0.2686335403726708,0.2009316770186335,0.2056935817805383
Brd2,-40.807564,-77.87189,-69.36921,-11.349336,0.6377846790890269,0.6195652173913043,0.6454451345755694,0.6390269151138717
Brd3,-28.81951,-22.93533,-24.573689,-16.915007,0.3444099378881987,0.3134575569358178,0.2883022774327122,0.3041407867494824
Brd3os,-7.3835893,-3.2279446,-2.7832594,-6.6579804,0.0334368530020703,0.0371635610766045,0.034575569358178,0.0369565217391304
Brd4,-17.413767,-23.811552,-58.043625,-20.009779,0.4232919254658385,0.3869565217391304,0.3669772256728778,0.3717391304347826
Brd7,-12.418108,-3.1253085,-23.080376,-16.767838,0.5224637681159421,0.4803312629399586,0.3929606625258799,0.4092132505175983
Brd8,-18.187778,-19.650553,-18.0932,-6.94235,0.3219461697722567,0.3048654244306418,0.2913043478260869,0.3079710144927536
Brd9,-51.273045,-22.911154,-35.554466,-27.250706,0.4697722567287785,0.4357142857142857,0.3628364389233954,0.3962732919254658
Brdt,-9.117427,-6.642235,-9.177015,-4.2992606,0.0315734989648033,0.0269151138716356,0.0313664596273291,0.0367494824016563
Brf1,-10.424976,-6.255707,-2.3180044,-3.2234914,0.1087991718426501,0.0976190476190476,0.0969979296066252,0.0993788819875776
Brf2,-6.481972,-4.5178924,-7.3555446,-10.965617,0.0634575569358178,0.0677018633540372,0.070703933747412,0.0842650103519668
Bri3,-125.198105,-88.06763,-147.34798,-83.40235,0.9473084886128365,0.95,0.948447204968944,0.9620082815734988
Bri3bp,-1.7673961,-6.573369,-10.165524,-5.8408155,0.0677018633540372,0.0613871635610766,0.0644927536231884,0.0591097308488612
Brip1,-18.989357,-11.196443,-16.093283,-16.84439,0.1090062111801242,0.1078674948240165,0.1372670807453416,0.1354037267080745
Brip1os,-6.785851,-20.49221,-10.8575735,-25.061846,0.1666666666666666,0.1504140786749482,0.1694616977225672,0.1682194616977225
Brix1,-11.285295,-25.044456,-10.986717,-20.808813,0.2334368530020704,0.229399585921325,0.2420289855072463,0.2811594202898551
Brk1,-60.394924,-16.972261,-34.462795,-29.868773,0.670600414078675,0.6848861283643892,0.6996894409937888,0.7220496894409938
Brms1,-9.592118,-11.717257,-12.210291,-10.886096,0.0796066252587991,0.0775362318840579,0.0825051759834368,0.0953416149068323
Brms1l,-11.438613,-15.341749,-6.278185,-11.438613,0.1206004140786749,0.1111801242236024,0.1169772256728778,0.1160455486542443
Brox,-12.005867,-19.81002,-17.529762,-12.668548,0.1513457556935817,0.1445134575569358,0.1484472049689441,0.1498964803312629
Brpf1,-5.814414,-4.838524,-9.191436,-4.2214355,0.1152173913043478,0.0954451345755693,0.1023809523809523,0.1062111801242236
Brpf3,-1.7469325,-6.3385153,-3.7440934,-12.700569,0.0525879917184265,0.0511387163561076,0.0511387163561076,0.0549689440993788
Brsk1,-3.035078,-11.384962,-4.8688483,-9.44951,0.0609730848861283,0.0492753623188405,0.0544513457556935,0.0516563146997929
Brwd1,-12.502083,-32.93089,-21.52981,-41.448402,0.2890269151138716,0.265424430641822,0.2668737060041408,0.2555900621118012
Brwd3,-5.0482492,-19.909899,-4.096534,-9.925792,0.0892339544513457,0.081055900621118,0.0766045548654244,0.0728778467908902
Bscl2,-22.813608,-10.341213,-31.348087,-5.10296,0.2455486542443064,0.2367494824016563,0.2375776397515528,0.2459627329192546
Bsdc1,-7.6417165,-5.402598,-4.3516393,-26.873878,0.143167701863354,0.1424430641821946,0.1629399585921325,0.1763975155279503
Bsg,-39.88299,-37.211063,-120.72793,-93.827965,0.8987577639751553,0.9075569358178054,0.9232919254658384,0.943064182194617
Bsn,-0.17816173,-0.4372368,1.5522734,3.7660546,0.000103519668737,0.0005175983436853,0.0007246376811594,0.0028985507246376
Bst1,-0.22104628,0.8989845,3.2622516,5.483352,0.0002070393374741,0.0004140786749482,0.0014492753623188,0.0010351966873706
Bst2,-20.605661,45.573776,-28.303785,7.7587724,0.2580745341614907,0.3186335403726708,0.3817805383022774,0.4869565217391304
Btaf1,-25.240822,-10.262752,-20.872643,-18.050577,0.1697722567287784,0.1533126293995859,0.1773291925465838,0.1898550724637681
Btbd1,-9.829306,-17.981445,-11.332372,-14.713422,0.1800207039337474,0.160455486542443,0.1934782608695652,0.193167701863354
Btbd10,-8.236327,1.183919,-18.585386,-6.7394104,0.1996894409937888,0.1894409937888198,0.1756728778467909,0.1829192546583851
Btbd11,-4.75492,-1.2175566,-4.5017233,-1.2147999,0.0186335403726708,0.0116977225672877,0.013871635610766,0.0130434782608695
Btbd19,-0.0150826145,-2.597788,-0.65449005,-3.764557,0.0099378881987577,0.010351966873706,0.0116977225672877,0.0113871635610766
Btbd2,-22.795795,-28.078156,-17.740335,-15.910488,0.1815734989648033,0.1877846790890269,0.2027950310559006,0.213871635610766
Btbd3,-12.753371,-20.406326,-29.066345,-7.523176,0.0993788819875776,0.0978260869565217,0.0854037267080745,0.0969979296066252
Btbd6,-11.550791,-8.426967,-16.996225,-9.137149,0.1195652173913043,0.1315734989648033,0.1248447204968944,0.1318840579710145
Btbd7,-7.7358704,-56.43962,-77.7544,-72.63618,0.6133540372670807,0.6032091097308488,0.5714285714285714,0.5815734989648033
Btbd8,-2.4801226,-1.9908521,0.8471181,-9.237505,0.0272256728778467,0.0237060041407867,0.0260869565217391,0.0269151138716356
Btbd9,-16.64124,-7.7471094,-15.983012,-8.767108,0.1359213250517598,0.1262939958592132,0.1203933747412008,0.1186335403726708
Btc,-21.982765,25.487658,-11.750974,-4.0782967,0.2285714285714285,0.1832298136645962,0.189648033126294,0.1522774327122153
Btd,-17.17605,-10.036274,-26.205896,-23.215033,0.1727743271221532,0.1721532091097308,0.1840579710144927,0.1874741200828157
Btf3,-55.055305,-85.06149,-174.08337,-155.09402,0.9269151138716356,0.94648033126294,0.9465838509316772,0.9631469979296068
Btf3l4,-7.5344152,-13.522505,-18.074327,-15.988102,0.1273291925465838,0.1306418219461697,0.1358178053830227,0.1404761904761904
Btg1,117.45375,137.51782,-98.64337,-56.74074,0.8181159420289855,0.7542443064182195,0.7747412008281573,0.7737060041407867
Btg2,-21.516237,37.861656,-207.56392,-71.34983,0.8217391304347826,0.8305383022774327,0.8385093167701864,0.8297101449275363
Btg3,-5.5563397,-24.223368,-39.945335,-64.41936,0.45351966873706,0.429296066252588,0.3880952380952381,0.4253623188405797
Btla,-0.679102,-0.14435838,0.16789018,-0.96155643,0.0016563146997929,0.0015527950310559,0.0016563146997929,0.0007246376811594
Btrc,-8.241204,-7.638536,-6.925597,-7.188973,0.1031055900621118,0.1007246376811594,0.1078674948240165,0.1039337474120082
Bub1b,-1.9362605,-1.0468236,-1.9409125,-1.4146379,0.0045548654244306,0.0060041407867494,0.0062111801242236,0.0076604554865424
Bub3,-44.36759,-15.850052,-13.236651,-46.384262,0.4033126293995859,0.3997929606625259,0.4143892339544513,0.4519668737060041
Bud13,-0.47978088,-5.9505553,-18.527283,-6.861662,0.0542443064182194,0.0522774327122153,0.0489648033126294,0.0584886128364389
Bud23,-21.802303,-10.877083,-33.060665,-7.4025154,0.2034161490683229,0.2142857142857142,0.2217391304347826,0.2555900621118012
Bud31,-25.822285,-17.19874,-15.586676,-43.442596,0.30175983436853,0.2893374741200828,0.3015527950310559,0.3402691511387163
Bves,-17.981234,-2.7251554,-13.738804,-14.747139,0.1233954451345755,0.1079710144927536,0.10527950310559,0.1131469979296066
Bvht,-0.95879304,2.6643214,-2.7024121,1.7066681,0.0091097308488612,0.0094202898550724,0.0129399585921325,0.0136645962732919
Bysl,-12.0202875,-6.566583,-11.201531,-10.276323,0.1068322981366459,0.093167701863354,0.0892339544513457,0.0919254658385093
Bzw1,-34.184998,-9.700375,-25.631432,-103.164024,0.5398550724637681,0.5296066252587992,0.5057971014492754,0.5506211180124223
Bzw2,-14.167797,-11.558849,-13.8299885,-12.486603,0.167287784679089,0.160455486542443,0.1447204968944099,0.1734989648033126
C030004G16Rik,-10.730233,-9.01002,-4.5148177,3.5719025,0.0539337474120082,0.0545548654244306,0.0360248447204968,0.036231884057971
C030005K06Rik,-1.2546402,-2.9412026,0.08818956,0.71717966,0.0027950310559006,0.0041407867494824,0.0053830227743271,0.0033126293995859
C030006K11Rik,-5.6466765,-7.8296,-6.741107,-6.0610375,0.1212215320910973,0.1149068322981366,0.1269151138716356,0.1313664596273291
C030010L15Rik,0.3690138,-0.62026924,-0.9971755,1.2257077,0.0015527950310559,0.0013457556935817,0.0011387163561076,0.0024844720496894
C030013C21Rik,-2.786281,2.763856,-1.59441,-0.8329632,0.0303312629399585,0.0231884057971014,0.0221532091097308,0.0197722567287784
C030014I23Rik,-2.0009778,-5.4163814,3.1971962,-11.006015,0.0437888198757763,0.051863354037267,0.0490683229813664,0.0538302277432712
C030017B01Rik,-8.32995,-4.08381,-10.756846,-9.39342,0.0481366459627329,0.0384057971014492,0.0701863354037267,0.0595238095238095
C030032O16Rik,0.29543966,0.5425898,0.011610167,-0.17469591,0.0006211180124223,0.0013457556935817,0.0013457556935817,0.0019668737060041
C030034I22Rik,-1.2629105,-7.803941,-3.4864695,-5.5853386,0.0118012422360248,0.0140786749482401,0.0124223602484472,0.0151138716356107
C030034L19Rik,-0.79762244,-0.17574294,2.0711029,1.3145598,0.0023809523809523,0.0016563146997929,0.0028985507246376,0.0042443064182194
C030037D09Rik,-1.4043928,-0.67999,-3.755783,-1.2143757,0.0055900621118012,0.0075569358178053,0.0091097308488612,0.0075569358178053
