bf_threshold,Aligned,Misaligned,Unique aligned,Unique misaligned,Shared
0.5,581,410,425,254,156
0.5095095095095095,579,408,423,252,156
0.519019019019019,574,404,419,249,155
0.5285285285285285,570,402,416,248,154
0.5380380380380381,567,400,413,246,154
0.5475475475475475,564,396,410,242,154
0.5570570570570571,563,395,409,241,154
0.5665665665665666,559,392,407,240,152
0.5760760760760761,557,388,406,237,151
0.5855855855855856,553,386,402,235,151
0.5950950950950951,549,385,398,234,151
0.6046046046046046,548,384,397,233,151
0.6141141141141141,547,383,397,233,150
0.6236236236236237,544,379,395,230,149
0.6331331331331331,541,378,392,229,149
0.6426426426426426,538,375,391,228,147
0.6521521521521522,537,374,390,227,147
0.6616616616616617,532,370,386,224,146
0.6711711711711712,531,368,385,222,146
0.6806806806806807,529,365,383,219,146
0.6901901901901902,527,364,382,219,145
0.6996996996996997,522,363,377,218,145
0.7092092092092093,514,361,371,218,143
0.7187187187187187,513,357,371,215,142
0.7282282282282282,513,351,373,211,140
0.7377377377377378,510,351,370,211,140
0.7472472472472473,508,350,368,210,140
0.7567567567567568,502,346,363,207,139
0.7662662662662663,502,345,363,206,139
0.7757757757757757,499,342,361,204,138
0.7852852852852853,498,342,360,204,138
0.7947947947947949,497,341,360,204,137
0.8043043043043043,496,339,359,202,137
0.8138138138138138,494,339,357,202,137
0.8233233233233234,493,338,357,202,136
0.8328328328328329,491,336,356,201,135
0.8423423423423424,490,334,355,199,135
0.8518518518518519,488,331,354,197,134
0.8613613613613613,487,328,353,194,134
0.8708708708708709,482,326,348,192,134
0.8803803803803805,480,325,346,191,134
0.8898898898898899,476,325,343,192,133
0.8993993993993994,475,322,342,189,133
0.908908908908909,473,320,340,187,133
0.9184184184184184,471,317,340,186,131
0.927927927927928,470,316,339,185,131
0.9374374374374375,467,316,336,185,131
0.9469469469469469,465,316,334,185,131
0.9564564564564565,464,316,334,186,130
0.9659659659659661,462,315,333,186,129
0.9754754754754755,458,313,331,186,127
0.984984984984985,456,311,329,184,127
0.9944944944944946,453,311,326,184,127
1.004004004004004,452,311,325,184,127
1.0135135135135136,451,309,325,183,126
1.023023023023023,448,308,322,182,126
1.0325325325325325,448,304,323,179,125
1.0420420420420422,448,303,323,178,125
1.0515515515515514,445,303,320,178,125
1.0610610610610611,443,303,318,178,125
1.0705705705705706,442,303,317,178,125
1.08008008008008,442,301,317,176,125
1.0895895895895897,440,301,315,176,125
1.0990990990990992,439,300,314,175,125
1.1086086086086087,435,299,310,174,125
1.1181181181181181,433,299,308,174,125
1.1276276276276276,432,295,307,170,125
1.1371371371371373,432,294,307,169,125
1.1466466466466467,429,293,305,169,124
1.1561561561561562,429,292,306,169,123
1.1656656656656659,429,290,306,167,123
1.1751751751751751,429,290,306,167,123
1.1846846846846848,429,288,307,166,122
1.1941941941941943,428,287,306,165,122
1.2037037037037037,428,287,306,165,122
1.2132132132132134,427,286,305,164,122
1.2227227227227226,424,282,302,160,122
1.2322322322322323,422,281,300,159,122
1.2417417417417418,422,281,300,159,122
1.2512512512512513,418,281,296,159,122
1.260760760760761,417,278,296,157,121
1.2702702702702702,413,277,292,156,121
1.2797797797797799,409,276,288,155,121
1.2892892892892893,408,274,287,153,121
1.2987987987987988,407,272,286,151,121
1.3083083083083085,404,268,284,148,120
1.317817817817818,404,268,284,148,120
1.3273273273273274,403,267,284,148,119
1.3368368368368369,402,266,284,148,118
1.3463463463463463,402,266,284,148,118
1.355855855855856,399,266,282,149,117
1.3653653653653655,395,263,278,146,117
1.374874874874875,395,263,278,146,117
1.3843843843843846,395,259,278,142,117
1.3938938938938938,395,258,278,141,117
1.4034034034034035,394,258,277,141,117
1.412912912912913,393,257,276,140,117
1.4224224224224224,392,254,275,137,117
1.4319319319319321,392,254,275,137,117
1.4414414414414414,391,253,276,138,115
1.450950950950951,389,252,274,137,115
1.4604604604604605,388,250,273,135,115
1.46996996996997,386,249,271,134,115
1.4794794794794797,385,249,270,134,115
1.4889889889889891,384,248,269,133,115
1.4984984984984986,381,246,267,132,114
1.508008008008008,380,243,267,130,113
1.5175175175175175,378,241,265,128,113
1.5270270270270272,376,241,263,128,113
1.5365365365365367,374,240,261,127,113
1.5460460460460461,374,239,261,126,113
1.5555555555555556,373,239,260,126,113
1.565065065065065,371,238,258,125,113
1.5745745745745747,371,238,258,125,113
1.5840840840840842,368,238,255,125,113
1.5935935935935936,366,237,254,125,112
1.603103103103103,365,237,253,125,112
1.6126126126126128,364,236,252,124,112
1.6221221221221223,364,233,254,123,110
1.6316316316316317,362,232,253,123,109
1.6411411411411412,362,232,253,123,109
1.6506506506506506,360,231,251,122,109
