gene	log_min	log_max
Xkr4	-17.243872	-13.789994
Gm19938	-15.857578	-12.4037
Gm37323	-17.243872	-13.789994
Mrpl15	-11.488131	-8.034252
Lypla1	-12.012764	-8.558886
Tcea1	-10.634523	-7.1806455
Atp6v1h	-11.710484	-8.256605
Rb1cc1	-10.645364	-7.191486
4732440D04Rik	-13.948036	-10.494158
Pcmtd1	-10.674392	-7.220514
Rrs1	-12.571044	-9.117166
Adhfe1	-13.842675	-10.388797
Mybl1	-13.809886	-10.356008
Vcpip1	-11.863976	-8.410097
1700034P13Rik	-17.243872	-13.789994
Sgk3	-12.755237	-9.301358
Mcmdc2	-15.452113	-11.998235
Snhg6	-11.775813	-8.321935
Tcf24	-16.550726	-13.096848
Cops5	-11.702609	-8.248731
Cspp1	-11.970874	-8.516995
Arfgef1	-11.609083	-8.155205
Prex2	-10.785535	-7.331657
Sulf1	-10.30753	-6.8536525
Slco5a1	-15.634435	-12.180556
Ncoa2	-12.260266	-8.806388
Tram1	-11.322294	-7.8684163
Lactb2	-12.361071	-8.907192
Eya1	-15.634435	-12.180556
Terf1	-12.561742	-9.107863
Sbspon	-13.911669	-10.45779
Rpl7	-8.502256	-5.048379
Rdh10	-14.19935	-10.745472
Stau2	-13.069486	-9.615607
Ube2w	-11.780041	-8.326162
Eloc	-10.733615	-7.279737
D030040B21Rik	-17.243872	-13.789994
Tmem70	-12.084818	-8.6309395
Ly96	-13.985776	-10.531898
Jph1	-12.967207	-9.513329
Gdap1	-17.243872	-13.789994
Pi15	-10.033793	-6.5799155
Gm28154	-14.941288	-11.48741
Gm16070	-14.535823	-11.081944
Crispld1	-10.896483	-7.4426055
Tfap2b	-11.242458	-7.7885804
Mcm3	-13.218521	-9.764643
6720483E21Rik	-15.857578	-12.4037
Paqr8	-13.948036	-10.494158
Efhc1	-15.857578	-12.4037
Tram2	-12.045376	-8.591497
Tmem14a	-12.700578	-9.246699
Gsta3	-16.14526	-12.691382
Gm28836	-17.243872	-13.789994
Khdc1b	-17.243872	-13.789994
Kcnq5	-14.299434	-10.845555
Rims1	-15.297963	-11.844085
Gm29107	-15.857578	-12.4037
Ogfrl1	-11.660377	-8.206498
B3gat2	-16.550726	-13.096848
Smap1	-10.450407	-6.996529
Sdhaf4	-11.850245	-8.396367
Fam135a	-11.9606695	-8.506791
Col9a1	-14.6048155	-11.150937
Col19a1	-14.15283	-10.698952
Lmbrd1	-11.244936	-7.791058
Adgrb3	-16.550726	-13.096848
Phf3	-10.884299	-7.4304214
Ptp4a1	-15.046648	-11.59277
Ptp4a1-1	-15.857578	-12.4037
Khdrbs2	-17.243872	-13.789994
Prim2	-13.580311	-10.126432
Rab23	-12.062089	-8.608211
Bag2	-11.759076	-8.305198
Zfp451	-11.8014555	-8.347577
Bend6	-14.6048155	-11.150937
Dst	-8.765004	-5.3111267
Gm26788	-16.550726	-13.096848
Gm37233	-14.678924	-11.225045
Ccdc115	-12.24666	-8.792782
Imp4	-12.5525255	-9.098647
Ptpn18	-15.857578	-12.4037
Arhgef4	-15.297963	-11.844085
Fam168b	-11.475552	-8.021673
Plekhb2	-13.132999	-9.679121
1110002O04Rik	-17.243872	-13.789994
Hs6st1	-13.18343	-9.729551
Uggt1	-11.5073	-8.053422
Neurl3	-17.243872	-13.789994
Arid5a	-11.112646	-7.658768
4930403P22Rik	-15.046648	-11.59277
Kansl3	-12.181278	-8.7274
Lman2l	-12.448082	-8.994204
Cnnm4	-13.218521	-9.764643
Cnnm3	-12.658905	-9.205027
Ankrd23	-14.353501	-10.899623
Ankrd39	-12.507674	-9.053796
Sema4c	-13.1495285	-9.69565
D430040D24Rik	-14.941288	-11.48741
Fam178b	-14.6048155	-11.150937
Cox5b	-9.887593	-6.4337153
Actr1b	-11.409062	-7.9551845
4933424G06Rik	-16.550726	-13.096848
Tmem131	-11.797135	-8.343257
Gm38115	-14.758966	-11.305088
Vwa3b	-15.452113	-11.998235
Inpp4a	-11.746705	-8.292827
Coa5	-12.580434	-9.126555
Unc50	-11.23752	-7.7836423
Mgat4a	-11.322294	-7.8684163
2010300C02Rik	-13.948036	-10.494158
Tsga10	-12.525374	-9.071496
Lipt1	-14.471284	-11.0174055
Mitd1	-12.456381	-9.002502
Mrpl30	-11.086894	-7.633016
Txndc9	-11.481822	-8.027944
Eif5b	-9.906285	-6.4524074
Rev1	-12.200448	-8.74657
Aff3	-11.920863	-8.466985
Gm16152	-15.297963	-11.844085
Lonrf2	-14.299434	-10.845555
Chst10	-14.678924	-11.225045
Pdcl3	-10.402257	-6.948379
Npas2	-13.218521	-9.764643
Rpl31	-9.325244	-5.8713665
Tbc1d8	-14.024997	-10.571118
Cnot11	-12.481699	-9.027821
Gm15832	-16.550726	-13.096848
Rnf149	-13.415232	-9.961353
Creg2	-15.857578	-12.4037
Rfx8	-17.243872	-13.789994
Map4k4	-10.990044	-7.5361657
Gm16894	-17.243872	-13.789994
Il1r1	-11.976015	-8.522137
Slc9a4	-17.243872	-13.789994
Slc9a2	-15.634435	-12.180556
Mrps9	-12.137927	-8.684049
Gpr45	-12.490283	-9.036405
Tgfbrap1	-12.722084	-9.268206
8430432A02Rik	-17.243872	-13.789994
AI597479	-12.589912	-9.136034
Fhl2	-13.166335	-9.712457
Nck2	-13.660354	-10.206475
Ecrg4	-11.698695	-8.244817
Gm29155	-17.243872	-13.789994
Uxs1	-12.900067	-9.446189
Tpp2	-11.797135	-8.343257
Mettl21c	-17.243872	-13.789994
Gm8251	-15.452113	-11.998235
Tex30	-13.459683	-10.005805
Poglut2	-12.481699	-9.027821
Bivm	-13.554994	-10.101115
Ercc5	-12.181278	-8.7274
Gulp1	-11.630745	-8.176867
Col3a1	-8.582926	-5.129048
Col5a2	-10.265659	-6.8117814
Wdr75	-12.384061	-8.930182
Dnah7b	-15.452113	-11.998235
Slc39a10	-12.561742	-9.107863
Gm28151	-16.550726	-13.096848
4933411E06Rik	-16.550726	-13.096848
Tmeff2	-16.550726	-13.096848
9330175M20Rik	-17.243872	-13.789994
Cavin2	-10.914152	-7.460274
Nabp1	-13.292629	-9.838751
Myo1b	-16.550726	-13.096848
Stat1	-12.953413	-9.499535
Gls	-10.738089	-7.2842107
