gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.48	0.2099999999999999	0.2099999999999999	0.51	1.0	-10.818057	-11.246504	-10.876028	-11.180165	0.86469495	0.15726161	-18.977866381626132	4.763241804990015	8.997660608241857e-05	1
Hdlbp	0.48	0.4	0.4	0.54	1.0	-20825.855	-20289.824	-20490.344	-20592.568	0.0	-101.3153	-8.719841794107081	5.107813628914425	0.8259852438366024	9180
Cox20	0.49	0.23	0.23	0.48	1.0	-16688.098	-16521.23	-16613.318	-16604.473	0.0	-36.317875	-9.273206547448718	1.7807985997047338	0.7100953752024474	7892
Tmem205	0.41	0.43	0.41	0.57	1.0	-13447.336	-13373.364	-13448.981	-13384.783	0.0	-27.166307	-9.777791287998774	2.21388464927662	0.5484973906784236	6096
Ift122	0.41	0.44	0.41	0.52	1.0	-3519.1875	-3500.689	-3512.5605	-3506.7378	0.0	-5.406839	-11.9804794940033	1.407702305863963	0.08826705056685262	981
Fam13c	0.42	0.35	0.35	0.43	1.0	-18143.488	-18095.66	-18152.74	-18081.791	0.0	-26.79478	-9.11228469234264	2.367725173285796	0.7339391758142882	8157
Eid1	0.44	0.5	0.44	0.53	1.0	-22652.633	-22418.037	-22626.74	-22456.072	0.0	-85.36516	-8.414173792406315	1.687582469626947	0.8954471837322296	9952
Malt1	0.29	0.27	0.27	0.58	1.0	-5970.8135	-5896.443	-5929.54	-5936.802	0.0	-14.771102	-11.281464677718017	3.9771524516670764	0.1593485693719633	1771
Iqgap1	0.3399999999999999	0.36	0.3399999999999999	0.6	1.0	-22266.887	-21888.797	-22210.662	-21942.725	0.0	-140.78181	-8.547629106734794	0.9265853146418186	0.8461400035990643	9404
Gm44946	0.39	0.37	0.37	0.59	1.0	-190.18666	-187.56944	-189.72513	-188.5805	0.0	-0.6975444	-15.748757822253907	2.160405584332424	0.0024293683642253013	27
Pard6b	0.43	0.26	0.26	0.61	1.0	-57.305054	-56.676098	-57.13629	-56.850853	0.0	-0.19725688	-17.160137470682127	1.4713044216653977	0.00062983624257693	7
Gm46633	0.16	0.37	0.16	0.56	1.0	-26.426517	-27.112934	-26.13593	-27.451727	1.0	0.4452428	-17.956974020793147	0.5991283467679347	0.00026992981824725573	3
Hnrnpll	0.4599999999999999	0.4599999999999999	0.4599999999999999	0.63	1.0	-8177.5703	-8137.707	-8165.3857	-8150.428	0.0	-11.78766	-10.702548441546224	5.1577571715075035	0.28243656649271187	3139
Hk3	0.47	0.24	0.24	0.59	1.0	-73.50236	-72.27937	-73.1713	-72.85387	0.0	-0.28163603	-16.920966855174168	1.560885378551709	0.0008097894547417671	9
Helb	0.4599999999999999	0.33	0.33	0.52	1.0	-3467.0945	-3443.5735	-3449.6414	-3459.836	0.0	-3.152346	-12.000686600517414	0.7324210808139151	0.08205866474716574	912
Napsa	0.24	0.29	0.24	0.7	0.9	-28.209915	-28.4628	-28.2508	-28.501501	0.8383289	0.12663415	-17.989916303888744	0.5560406299268337	0.00017995321216483713	2
Ccdc152	0.49	0.41	0.41	0.52	1.0	-3362.929	-3327.9458	-3353.1245	-3340.3325	0.0	-9.813507	-12.08817302773048	3.6695011926908943	0.07692999820046788	855
Got1	0.42	0.34	0.34	0.54	1.0	-3517.935	-3494.341	-3508.8374	-3502.838	0.0	-6.556617	-12.018580072984488	2.2632607440867503	0.08646751844520424	961
Vmn1r90	0.2199999999999999	0.3	0.2199999999999999	0.58	1.0	-64.87898	-64.957115	-64.16886	-65.54637	1.0	0.28984332	-17.092394527576097	5.696815789670589	0.0007198128486593485	8
Phkg1	0.5	0.19	0.19	0.58	1.0	-10262.002	-10136.803	-10246.663	-10147.298	0.0	-49.815357	-10.3711567909292	1.5972191580769088	0.3550476876012237	3946
Ankrd10	0.47	0.31	0.31	0.55	1.0	-12702.786	-12557.931	-12681.833	-12578.086	0.0	-54.156605	-9.895503299154678	4.952783069528603	0.5016195789094835	5575
Mcmdc2	0.31	0.42	0.31	0.57	1.0	-469.2675	-462.41406	-465.9335	-466.2483	0.0	-1.3112199	-14.691403337896942	0.054972104223754314	0.00692819866834623	77
Serpinb6b	0.43	0.12	0.12	0.57	1.0	-11841.713	-11748.877	-11844.019	-11751.641	0.0	-39.117886	-10.095214435990577	4.4309671596939015	0.37340291524203706	4150
Msmp	0.24	0.34	0.24	0.65	1.0	-150.21652	-149.61938	-150.0179	-150.15256	0.0	-0.02777958	-16.052631704593235	2.6271790285590573	0.00188950872773079	21
Rmrp	0.5	0.12	0.12	0.31	1.0	-4380.22	-4381.9033	-4395.278	-4369.9873	0.0	-4.4440966	-11.713519029694176	1.812733247975494	0.10347309699478136	1150
Xlr4a	0.3199999999999999	0.47	0.3199999999999999	0.33	1.0	-239.09164	-240.50395	-243.5057	-236.14835	0.0	-1.2782582	-15.439787367528734	5.967924320630896	0.00251934497030772	28
