ZT,sample,log10_prop
12,274,-4.734402904538973
12,275,-4.865537949807514
12,276,-4.999964423508749
12,277,-4.915387435401253
12,278,-4.807740496927768
12,279,-4.990358448547128
12,280,-4.875932539005312
12,281,-5.061784296261014
12,282,-4.909472091022377
12,283,-4.739906529791089
12,284,-4.811186062987941
12,285,-4.719390579115663
12,286,-4.7784074984513145
12,287,-4.9386030744354406
12,288,-4.823345590605243
12,289,-4.6897825647795095
12,290,-4.794347331848786
12,291,-4.933842331751023
12,292,-4.951618137410824
12,293,-4.879390130303823
12,294,-4.843111953189733
12,295,-4.7994367345788
12,296,-4.880115891435523
12,297,-4.935883180099991
12,298,-4.829698805651504
12,299,-4.768335087293317
18,0,-5.028902243149095
18,1,-4.8900804777798665
18,2,-4.749314736520703
18,3,-4.905094144307824
18,4,-4.878217826028017
18,5,-4.899164047777827
18,6,-4.904388186821418
18,7,-4.909922121038566
18,8,-4.864226572979771
18,9,-4.588765734758492
18,10,-5.060200094044496
18,11,-4.876157755179103
18,12,-4.704404360529489
18,13,-4.838781883911093
18,14,-5.0690689084849145
18,15,-4.681095335908353
18,16,-4.7918782687858945
18,17,-4.849586538206586
18,18,-5.056734322007635
18,19,-4.792788431806616
18,20,-4.765526903568579
18,21,-4.764060897374987
18,22,-4.773540719092774
18,23,-4.896183934437288
18,24,-4.729836264400528
18,25,-4.91502144794297
18,26,-4.678089383951607
18,27,-4.849834776676825
18,28,-4.763199550563432
18,29,-5.016475075747655
18,30,-4.824040461626563
18,31,-4.83631568187145
18,32,-4.85492592284288
18,33,-4.938702360882838
18,34,-4.910583151519283
18,35,-4.808268802751879
18,36,-4.722148873747517
18,37,-4.984407296674165
18,38,-4.8617483904052765
18,39,-4.824477840555578
18,40,-4.90396314605516
18,41,-5.187370386940357
18,42,-4.765969468102231
18,43,-4.954617383844332
18,44,-4.977387150286738
18,45,-4.865833663382272
18,46,-4.794015989593895
18,47,-4.786114737453108
18,48,-4.919397383000551
18,49,-4.879521200931364
18,50,-4.771122260378579
18,51,-4.899593737706863
18,52,-5.075133294293607
18,53,-4.638883709502647
18,54,-5.037166845242359
18,55,-4.753657680403958
18,56,-4.9232962424315545
18,57,-4.792244747982548
18,58,-5.032295640238482
18,59,-4.9507891559247605
18,60,-4.736642906928084
18,61,-4.763106477900902
18,62,-4.9583718957117835
18,63,-4.887817810722215
18,64,-4.735888401453441
18,65,-5.015596696907077
18,66,-4.941993923425997
18,67,-4.84934817920725
18,68,-4.896564852860647
18,69,-4.824032862033561
18,70,-5.072043344482445
18,71,-4.823848862475934
18,72,-4.870435082834574
18,73,-4.8093399877372685
18,74,-4.683739815459128
18,75,-4.9429844186151
18,76,-4.9114202243367195
18,77,-4.859764091968942
18,78,-4.767471862935256
18,79,-4.858056865752766
18,80,-4.905957413369374
18,81,-4.86729899902354
18,82,-4.903966945851661
18,83,-4.98226841357547
18,84,-4.960934791396507
18,85,-4.918343140637208
18,86,-4.960220697875241
18,87,-4.751144450294678
18,88,-4.769227190104786
18,89,-4.904321757437883
18,90,-4.964220095451313
18,91,-4.699283933578632
18,92,-4.845182752875826
18,93,-5.030083666936503
18,94,-4.910038752439403
18,95,-4.910102097282251
18,96,-4.8011469112252
18,97,-4.7708331182165935
18,98,-4.7160368340203505
18,99,-4.819142658047179
18,100,-4.704860693737521
18,101,-4.953614237568057
18,102,-4.75408593982137
18,103,-5.105149093849556
18,104,-4.8739489558247895
18,105,-4.879859248709494
18,106,-4.905367103807064
18,107,-4.680788312351068
18,108,-4.991645998415635
18,109,-4.732724288555276
18,110,-4.867127918774017
18,111,-5.129012039393568
18,112,-4.955189990825296
18,113,-4.901211601650032
18,114,-4.821523297610318
18,115,-4.912353409653888
18,116,-4.6700685052762685
18,117,-5.037212532207348
18,118,-4.8504859723901275
18,119,-4.9705267741663075
18,120,-4.848057053059683
18,121,-4.893016289963551
18,122,-4.7395386200828105
18,123,-4.86265694410042
18,124,-5.09244503304191
18,125,-5.040393006582212
18,126,-4.678343746799736
18,127,-4.907108438784773
18,128,-5.028081889436263
18,129,-4.67880589146124
18,130,-4.812634903042046
18,131,-4.826639343619326
18,132,-4.883405799949617
18,133,-4.759892475909851
18,134,-4.975426991734057
18,135,-4.7684211862116825
18,136,-5.003246732429841
18,137,-4.781615063140056
18,138,-4.861259468354312
18,139,-4.742260973110113
18,140,-4.81614189169507
18,141,-4.745800595309559
18,142,-4.656979413324347
18,143,-4.646592826050946
18,144,-5.030579607435121
18,145,-4.670577052158573
18,146,-4.657347054811695
18,147,-4.820870090240042
18,148,-4.8714099318027895
18,149,-4.729109475088598
18,150,-5.0567251130890565
18,151,-4.856136716822067
18,152,-5.012571790671315
18,153,-4.734026769388858
18,154,-5.14600392468346
18,155,-4.750713687481924
18,156,-4.965853650318856
18,157,-4.856724970023917
18,158,-4.729070940681728
18,159,-4.922416701300283
