ZT,sample,log10_prop
18,160,-5.000940971209518
18,161,-4.719191469779008
18,162,-4.989204964439875
18,163,-4.824419100172021
18,164,-4.998856045221139
18,165,-4.805517660678145
18,166,-4.806690054360927
18,167,-5.103778261382443
18,168,-4.859386392196737
18,169,-4.818649846792737
18,170,-4.806471186082466
18,171,-4.999305270574538
18,172,-5.0188530778049865
18,173,-4.888374994999732
18,174,-4.773095740570757
18,175,-5.080634371446894
18,176,-4.959814119649629
18,177,-4.7855139225710595
18,178,-4.83315729101978
18,179,-4.845773241252089
18,180,-4.852854720825392
18,181,-4.901852739078479
18,182,-4.644210398348278
18,183,-4.677139345419369
18,184,-4.758752000517678
18,185,-4.885240744031717
18,186,-4.903576013846936
18,187,-4.714823223721405
18,188,-4.831709032111021
18,189,-4.7770395717109375
18,190,-4.715444423394094
18,191,-4.892362546151419
18,192,-4.91051792912993
18,193,-4.697985386652015
18,194,-4.797899202804012
18,195,-4.733280936390935
18,196,-4.9692791892162935
18,197,-4.988124078797536
18,198,-4.858034111677248
18,199,-4.801952557490399
18,200,-4.8903515597326
18,201,-4.684224222457779
18,202,-4.916294826805703
18,203,-4.746021788169409
18,204,-4.787936941041056
18,205,-4.688756977352133
18,206,-4.803945528403453
18,207,-4.829955448377532
18,208,-4.805083142772379
18,209,-4.9540399935901265
18,210,-4.954555156588692
18,211,-4.839707335524794
18,212,-4.914882375391032
18,213,-4.829383780169823
18,214,-5.0137584447668475
18,215,-4.955532777173179
18,216,-4.7060423857458575
18,217,-4.780627473677691
18,218,-4.607444014439036
18,219,-4.688065593202896
18,220,-5.008149721613862
18,221,-4.728401371834756
18,222,-4.870223635335163
18,223,-4.92514021661828
18,224,-4.888458590522755
18,225,-4.995404935928423
18,226,-4.858371757123981
18,227,-5.052077649043859
18,228,-4.864982643076503
18,229,-4.875561276535416
18,230,-4.818764734757534
18,231,-4.872093805766002
18,232,-4.793176547491582
18,233,-4.758395356088439
18,234,-4.746630739086317
18,235,-4.81779466906256
18,236,-5.142580531553458
18,237,-4.7450186418931315
18,238,-4.78403817101703
18,239,-4.940597878191513
18,240,-4.884531165562762
18,241,-5.093990879665513
18,242,-5.031153913148638
18,243,-4.849159709300798
18,244,-4.9860839010008915
18,245,-4.847166514870302
18,246,-4.77962852952931
18,247,-4.889554407130168
18,248,-5.012908899676191
18,249,-4.927912548145443
18,250,-4.705518460863596
18,251,-4.801295147992229
18,252,-4.849454662916256
18,253,-4.908484501560011
18,254,-4.6215451933648835
18,255,-4.820674825403377
18,256,-4.858817540308787
18,257,-4.96317269272167
18,258,-4.811756032463098
18,259,-4.732760051345874
18,260,-4.809907632631036
18,261,-4.816180247287987
18,262,-4.88228329535972
18,263,-4.868189894840826
18,264,-4.813302951970418
18,265,-4.9072707571506005
18,266,-4.913283018691997
18,267,-4.941710100979114
18,268,-4.980245536028778
18,269,-4.804436819739294
18,270,-5.031298394822655
18,271,-4.813042867075794
18,272,-4.995120934667586
18,273,-4.910371704019871
18,274,-4.991989678833283
18,275,-4.745272647113355
18,276,-4.812405127112453
18,277,-4.693168406979383
18,278,-5.016069793923202
18,279,-4.866000407393436
18,280,-4.982773205364762
18,281,-4.967229668390606
18,282,-4.858428575257545
18,283,-4.893920283902895
18,284,-5.098168599456204
18,285,-4.703065491056472
18,286,-4.930827573207093
18,287,-4.8630487254714225
18,288,-4.858753480210129
18,289,-4.725719788388735
18,290,-4.911908609945825
18,291,-4.912456764118717
18,292,-4.747082244317618
18,293,-4.8340060314476485
18,294,-4.850256196460535
18,295,-4.972626944044181
18,296,-4.883303786589436
18,297,-4.884723256451762
18,298,-4.892785575260706
18,299,-4.743508468653151
