gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.29	0.44	0.29	0.61	1.0	-9.903341	-9.697984	-10.157225	-9.510303	0.0	-0.17069456	-18.751067487406075	3.0671443616291296	0.00011494252873563218	1
Hdlbp	0.4599999999999999	0.4499999999999999	0.4499999999999999	0.58	1.0	-18436.193	-18307.137	-18434.162	-18324.43	0.0	-48.538345	-8.355074582445782	5.491181479712651	0.9072413793103449	7893
Cox20	0.46	0.31	0.31	0.56	1.0	-12813.85	-12687.0205	-12786.5205	-12719.253	0.0	-41.082817	-9.371023868261998	2.259585329316627	0.6914942528735633	6016
Tmem205	0.25	0.3199999999999999	0.25	0.67	0.9899999999999998	-9709.885	-9625.556	-9704.966	-9638.536	0.0	-30.986317	-9.964027069839911	5.845269501119604	0.49839080459770113	4336
Ift122	0.27	0.49	0.27	0.55	1.0	-3243.1218	-3223.2515	-3240.2676	-3225.67	0.0	-7.5792656	-11.826983830801396	6.120423891227692	0.10689655172413794	930
Fam13c	0.25	0.2099999999999999	0.2099999999999999	0.42	1.0	-15946.627	-15911.928	-15894.536	-15868.7	0.0	-33.84316	-8.882985672250207	5.581212414651049	0.8059770114942528	7012
Eid1	0.41	0.24	0.24	0.58	1.0	-17460.018	-17359.22	-17425.158	-17380.682	0.0	-34.45516	-8.533457152678102	1.8120259159385288	0.8952873563218391	7789
Malt1	0.31	0.1899999999999999	0.1899999999999999	0.64	1.0	-7120.3643	-7063.8022	-7085.328	-7090.2085	0.0	-13.09648	-10.644215666719203	5.14749702258248	0.2635632183908046	2293
Iqgap1	0.31	0.46	0.31	0.57	1.0	-19593.906	-19408.312	-19498.818	-19502.55	0.0	-39.675175	-8.234941471859239	2.981306503043279	0.9204597701149425	8008
Gm44946	0.37	0.23	0.23	0.61	1.0	-113.5989	-109.059105	-111.21161	-110.947365	0.0	-1.1515471	-16.12771239059856	1.066249346317381	0.0017241379310344827	15
