gene	log_min	log_max
Gap43	-20.44995	-16.996073
Hdlbp	-10.070197	-6.616319
Cox20	-11.078767	-7.624889
Tmem205	-11.6865225	-8.232644
Ift122	-13.511665	-10.057787
Fam13c	-10.582868	-7.1289897
Eid1	-10.256783	-6.8029046
Malt1	-12.315189	-8.861311
Iqgap1	-9.938601	-6.4847226
Gm44946	-17.7419	-14.288022
Pard6b	-18.252724	-14.798846
Hnrnpll	-12.406929	-8.953051
Hk3	-19.756802	-16.302925
Helb	-13.439638	-9.98576
Ccdc152	-15.161683	-11.707805
Got1	-13.655364	-10.201486
Vmn1r90	-18.840511	-15.386634
Phkg1	-12.165698	-8.71182
Ankrd10	-11.706578	-8.2527
Mcmdc2	-16.621307	-13.16743
Serpinb6b	-11.571732	-8.117853
E330020D12Rik	-20.44995	-16.996073
Msmp	-18.052053	-14.598176
Rmrp	-15.166746	-11.712868
Xlr4a	-17.454218	-14.0003395
Wdr13	-12.469242	-9.015364
Sord	-12.235214	-8.781336
Gm42699	-16.55813	-13.104252
Pawr	-10.514286	-7.060408
Fgf2os	-15.65416	-12.200281
Dmd	-9.232886	-5.779009
Tsga10	-12.74875	-9.294871
Rerg	-20.44995	-16.996073
Nthl1	-12.881571	-9.427692
Rarres1	-13.523373	-10.069494
Rbm44	-15.285164	-11.831285
Pcnx3	-12.931886	-9.478007
Trappc4	-11.665329	-8.211451
Gm34829	-16.894602	-13.440723
Olfr172	-18.252724	-14.798846
Mtcp1	-14.338483	-10.884604
Rrp9	-12.913587	-9.459708
Tert	-17.231073	-13.777196
Kat14	-13.398094	-9.944216
Col6a2	-10.130981	-6.6771035
4930483P17Rik	-19.063654	-15.6097765
Sars	-11.403306	-7.949428
Tsc22d3	-12.816581	-9.362702
Chd8	-11.587183	-8.133305
Gm17399	-19.063654	-15.6097765
Map3k19	-16.355604	-12.901727
Cep104	-12.69119	-9.237311
Dbt	-12.091753	-8.637875
Chchd5	-12.963898	-9.510019
4930581F22Rik	-13.828545	-10.374666
Sox5it	-19.756802	-16.302925
Ric8b	-12.998128	-9.54425
Orc2	-12.56124	-9.107362
Zfp385b	-13.473602	-10.019724
Hist1h2bh	-16.106144	-12.6522665
Gm42868	-19.756802	-16.302925
Ppp4r1	-12.95719	-9.503311
Dazap1	-11.91217	-8.458292
Gm47767	-14.046376	-10.592498
C1galt1	-11.545456	-8.091578
Gm11808	-12.563117	-9.109239
Racgap1	-15.387355	-11.933476
Ska1	-17.191853	-13.737975
Aktip	-11.577323	-8.123445
Dact1	-13.528292	-10.074413
Gm50336	-17.885	-14.431123
Pik3r1	-11.191391	-7.737513
CT868723.1	-18.50404	-15.050162
Abhd6	-13.201446	-9.747567
Zfp993	-15.308287	-11.854408
Tnpo1	-11.710254	-8.256375
Pigo	-14.797461	-11.343582
Csrnp2	-14.855239	-11.4013605
Marc2	-10.973637	-7.5197587
Nedd9	-11.284817	-7.830939
Dhrs9	-15.885602	-12.431724
Art3	-11.274097	-7.8202195
Rab5b	-11.534652	-8.080773
S1pr5	-19.756802	-16.302925
Klhl15	-13.657606	-10.203728
Pros1	-11.908064	-8.4541855
Nat2	-14.478688	-11.02481
3010003L21Rik	-15.235014	-11.781136
Gm29237	-17.559578	-14.1057
