gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Xkr4	0.42	0.23	0.23	0.65	1.0	-24.427456	-24.144382	-24.183912	-24.547688	0.0	0.052215934	-14.414687542194216	1.239977684953904	0.0068143100511073255	4
Mrpl15	0.5	0.41	0.41	0.51	1.0	-585.83185	-572.6931	-580.96686	-577.5177	0.0	-3.6107886	-9.875118118062435	1.1614167108287567	0.4020442930153322	236
Lypla1	0.38	0.49	0.38	0.63	1.0	-420.67807	-410.25156	-418.5878	-412.87628	0.0	-3.3882735	-10.374245633715711	1.347986438342005	0.262350936967632	154
Tcea1	0.48	0.5	0.48	0.55	1.0	-890.1245	-856.8109	-875.9256	-870.86584	0.0	-8.363933	-8.970256277821248	2.426058405784442	0.6592844974446337	387
Gm16041	0.5	0.28	0.28	0.58	1.0	-7.7262053	-7.469435	-7.599099	-7.60589	0.0	-0.05225238	-15.722468932463437	1.5450314454274938	0.0017035775127768314	1
Atp6v1h	0.44	0.32	0.32	0.53	1.0	-530.9533	-514.07135	-527.00055	-517.3351	0.0	-5.91432	-10.009165814733189	2.2796060780993432	0.36115843270868825	212
Rb1cc1	0.45	0.34	0.34	0.42	1.0	-736.193	-726.8014	-738.6649	-725.48236	0.0	-4.6515684	-9.289125262272789	2.0408782419922042	0.524701873935264	308
4732440D04Rik	0.5	0.16	0.16	0.63	1.0	-137.04984	-130.93619	-134.62155	-132.8881	0.0	-1.8074155	-12.187479931625642	1.2921646825713715	0.049403747870528106	29
Pcmtd1	0.48	0.48	0.48	0.59	1.0	-874.0615	-848.8631	-864.36914	-860.0799	0.0	-6.072144	-8.930708089676376	5.243044739250061	0.6473594548551959	380
Rrs1	0.45	0.39	0.39	0.54	1.0	-295.43237	-287.59503	-291.88535	-290.8439	0.0	-1.9927474	-11.063112204971095	1.9341380167969788	0.16183986371379896	95
