gene	log_min	log_max
Xkr4	-15.977119	-12.523241
Mrpl15	-11.552273	-8.098394
Lypla1	-12.08021	-8.626331
Tcea1	-10.656551	-7.2026734
Gm16041	-17.363413	-13.909535
Atp6v1h	-11.714439	-8.260561
Rb1cc1	-10.97822	-7.524342
4732440D04Rik	-13.808065	-10.354187
Pcmtd1	-10.628822	-7.1749444
Rrs1	-12.709454	-9.255575
Adhfe1	-13.779895	-10.326016
2610203C22Rik	-16.670267	-13.216389
Mybl1	-14.318892	-10.865013
Vcpip1	-12.251426	-8.797547
Sgk3	-12.758244	-9.304365
Mcmdc2	-15.753976	-12.300097
Snhg6	-11.721507	-8.267629
Tcf24	-17.363413	-13.909535
Cops5	-11.525683	-8.071805
Cspp1	-12.060109	-8.606231
Arfgef1	-11.798894	-8.345016
Cpa6	-17.363413	-13.909535
Prex2	-11.060795	-7.606917
A830018L16Rik	-17.363413	-13.909535
Sulf1	-10.456659	-7.0027814
Slco5a1	-15.417503	-11.963625
Ncoa2	-12.275818	-8.821939
Tram1	-11.342391	-7.888513
Lactb2	-12.23945	-8.785572
Eya1	-16.264801	-12.810924
Kcnb2	-17.363413	-13.909535
Terf1	-12.636026	-9.182148
Sbspon	-14.272371	-10.818493
Rpl7	-8.447578	-4.993701
Rdh10	-13.962216	-10.508338
Stau2	-13.158721	-9.704843
Ube2w	-11.845962	-8.392083
Eloc	-10.722232	-7.268354
D030040B21Rik	-17.363413	-13.909535
Tmem70	-12.132305	-8.678427
Ly96	-13.579225	-10.125346
Jph1	-12.909067	-9.455189
Gdap1	-17.363413	-13.909535
Pi15	-10.11491	-6.661032
Gm28154	-14.878508	-11.424629
Gm16070	-14.878508	-11.424629
Crispld1	-11.140838	-7.6869597
Tfap2b	-11.452618	-7.9987397
Mcm3	-13.579225	-10.125346
6720483E21Rik	-16.264801	-12.810924
Paqr8	-14.105317	-10.651439
Efhc1	-14.878508	-11.424629
Tram2	-12.055146	-8.601268
Tmem14a	-12.503601	-9.049723
Gsta3	-15.977119	-12.523241
Gm28836	-15.977119	-12.523241
Kcnq5	-14.878508	-11.424629
Rims1	-15.283973	-11.830094
Gm27028	-16.264801	-12.810924
Gm29107	-14.878508	-11.424629
Ogfrl1	-11.849985	-8.396107
B3gat2	-14.798465	-11.344586
Smap1	-10.472805	-7.018927
Sdhaf4	-11.79507	-8.341191
Fam135a	-12.035538	-8.581659
Col9a1	-15.417503	-11.963625
Col19a1	-14.724357	-11.270478
Lmbrd1	-11.311325	-7.857447
Adgrb3	-17.363413	-13.909535
Phf3	-11.026588	-7.5727105
Ptp4a1	-15.417503	-11.963625
Ptp4a1-1	-14.4730425	-11.019164
Gm37724	-17.363413	-13.909535
Prim2	-13.37443	-9.920551
Rab23	-12.176028	-8.72215
Bag2	-11.947313	-8.493435
Zfp451	-11.9974375	-8.543559
Bend6	-13.996119	-10.54224
Dst	-8.993793	-5.539915
Gm37233	-15.166189	-11.712311
Ccdc115	-12.366201	-8.912323
Imp4	-12.519227	-9.065349
Ptpn18	-15.753976	-12.300097
Arhgef4	-15.166189	-11.712311
Fam168b	-11.714439	-8.260561
Plekhb2	-13.045926	-9.592048
1110002O04Rik	-16.670267	-13.216389
Hs6st1	-13.173759	-9.719881
Uggt1	-11.601362	-8.147484
Neurl3	-17.363413	-13.909535
Arid5a	-11.458052	-8.004173
4930403P22Rik	-14.4730425	-11.019164
Kansl3	-12.22175	-8.767872
Lman2l	-12.59273	-9.138851
Cnnm4	-13.072954	-9.619076
Cnnm3	-12.653884	-9.200006
Gm38033	-16.264801	-12.810924
Ankrd23	-14.318892	-10.865013
Ankrd39	-12.60124	-9.147362
Sema4c	-13.37443	-9.920551
D430040D24Rik	-15.417503	-11.963625
Fam178b	-15.571654	-12.117776
Cox5b	-9.798139	-6.3442607
Actr1b	-11.537414	-8.083535
4933424G06Rik	-16.264801	-12.810924
Tmem131	-11.920997	-8.467118
Gm38115	-14.655364	-11.201486
Vwa3b	-15.166189	-11.712311
Inpp4a	-11.882775	-8.428897
Coa5	-12.59273	-9.138851
Unc50	-11.075556	-7.621678
Mgat4a	-11.458052	-8.004173
2010300C02Rik	-13.962216	-10.508338
Tsga10	-12.636026	-9.182148
Lipt1	-13.779895	-10.326016
Mitd1	-12.326461	-8.872582
Mrpl30	-10.984988	-7.5311103
Txndc9	-11.407577	-7.9536986
Eif5b	-9.91508	-6.461202
Rev1	-12.251426	-8.797547
Aff3	-12.414654	-8.960775
Gm16152	-16.264801	-12.810924
Lonrf2	-13.837053	-10.383175
Chst10	-14.590825	-11.136947
Pdcl3	-10.345908	-6.8920302
Npas2	-13.579225	-10.125346
Rpl31	-9.251486	-5.797608
Tbc1d8	-14.418975	-10.965096
