gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
CREB1 (human),42,Mrvi1;Dusp1;Fos;Nrg1;Cd248;Gprin3;Gnb5;Cnn1;Tef;Nr1d2;Coq10a;Smoc2;Angptl4;Gsn;Pi15;Edn1;Zcchc24;Rbm3;Ttyh1;Fabp4;Spsb1;Ramp3;Sfrp1;Tspan4;Klk10;Penk;Ramp2;Pepd;Plce1;Junb;Clec3b;Igfbp6;Fam107a;Fn3k;Inmt;Glul;Tsc22d3;Stc1;Spns2;Tnxb;Nr4a2;Dock5,0.449399,-0.305026,-0.446561,-0.15136,0.079673,-0.067451,0.194816,0.080981,-0.04282,0.232227,0.144373,0.021325,0.272288
ETV4 (mouse),33,Slmap;Smpd3;Itga8;Phkg2;Tcap;Zfp946;Rarres2;Iigp1;Tef;Plac8;Bcl6;P2ry1;Hdac9;Hmcn1;Lmo2;Sele;Hlf;Grpel2;Cp;Ctla2a;Ptprr;Cd36;Mmrn1;Pthlh;Dkk2;Plce1;Sox18;Gcnt2;Tsc22d3;Npy1r;Tmem138;Ncam1;Tbcel,0.448717,-0.275516,-0.412741,-0.062541,0.081066,-0.068088,0.239927,0.173201,0.019663,0.329375,0.021249,-0.109699,0.16236
JUND (mouse),29,Wnt9b;Fos;Lars2;Slco3a1;Bok;Cnn1;Nsg1;Heg1;Duox2;Selp;Aldh1a1;Rbp7;Ttyh1;C3;Grpel2;F3;Lrg1;Dpt;Enah;Ptprr;Penk;Cd74;Ccdc152;Inhba;Vcan;Antxr2;Abcg2;Tbcel;Col8a1,0.444695,-0.251759,-0.404976,-0.056572,0.192935,0.040873,0.372518,-0.067654,-0.225478,0.093403,0.126477,-0.033912,0.264293
SREBF1 (human),49,Slco3a1;Frzb;Osgin1;Crispld2;Egr3;Tcap;Gprin3;Cnn1;Tpbg;Tef;Nr1d1;Nr1d2;Coq10a;Cmklr1;Gsn;Slco2a1;Fkbp5;Arrdc3;F2rl1;Cst6;Col1a1;Fam135a;Rnaseh2b;Bean1;Ramp3;Slc12a8;Tspan4;Ncoa3;Per3;Ramp2;Pepd;Scara5;Slc6a6;Sox18;Junb;Laptm5;Tmem140;Sema4d;Clec3b;Fn3k;Serinc3;Uba52;Gpm6a;Nqo1;Spns2;Tgfbi;Tnxb;Myh11;Dtx1,0.440292,-0.26354,-0.385628,-0.141349,0.081028,-0.052462,0.230462,0.176753,0.065327,0.283082,0.005759,-0.125711,0.144873
EGR1 (human),12,Gpr161;Nr1d2;Sox18;Dusp1;Wnt9b;Gas1;F3;Flnc;Pard6g;Ptgfrn;Macf1;Thra,0.43099,-0.226546,-0.508316,-0.013738,0.039284,-0.241462,0.339503,0.204444,-0.020846,0.470129,-0.017183,-0.268602,0.27011
FOS (mouse),32,Slmap;Vcam1;Cyp26b1;Coq10a;Nsg1;Slco2b1;Pi15;Gdpd3;Lmo2;Selp;Col6a1;Thbs1;C3;Fabp4;Spsb1;Rnaseh2b;Flnc;Klk10;Ptprr;Mt2;Pdlim7;Gpr161;Plce1;Guca1b;Sema6b;Fam107a;Sema3a;Acsl3;Npy1r;Spns2;Tgfbi;Nts,0.429124,-0.291563,-0.452881,-0.093579,0.137561,-0.00261,0.289514,0.110516,-0.017418,0.260267,0.043486,-0.103037,0.193343
CEBPB (human),27,Flnc;Pfkfb3;Lrrk2;Ncoa3;Ptprr;Cd36;Scara5;Ccdc152;Pcdh11x;Atp2b2;Gpr161;Junb;Gabra3;Abhd2;Ahsg;G0s2;Mrc1;Slco2b1;Pls3;Inmt;Nlgn2;Acsl3;Nceh1;Glul;Cst6;Slx1b;Col6a1,0.424054,-0.234349,-0.416669,-0.0328,-0.11929,-0.27576,0.072537,0.163933,0.008283,0.325258,0.189705,0.017239,0.366539
NFKB1 (human),68,Cacna2d3;Mrvi1;Txnip;Ccnb1ip1;Cytl1;Tef;Cfb;Ahsg;Adamtsl5;Fkbp5;Tpt1;Cebpb;Hdac9;Aqp1;Col6a2;Thra;Rbm3;Gbp4;Lrg1;Pfkfb3;Glipr2;Aph1b;Penk;Per3;Pepd;Atp2b2;Dkk2;Junb;Fam107a;Spns2;Tmem101;Dtx1;Smpd3;Frzb;Lcn2;Osgin1;Nrg1;Ntrk3;Phkg2;Egr3;Gnb5;Pcdh11x;Acta2;Gnao1;Mknk2;Smoc2;Gsn;Slco2b1;P2ry1;Cst6;Xpnpep3;Lefty1;Spsb1;Slc12a8;Tspan4;Cd36;Ramp2;Errfi1;Vcan;Pdlim7;Pthlh;Sox18;Fn3k;Inmt;Tnxb;Myh11;Nr4a2;Tbcel,0.421063,-0.24251,-0.350682,-0.126862,-0.081873,-0.194494,0.020631,0.14583,0.01894,0.273218,0.178553,0.080512,0.294987
FOS (human),31,Vwa3a;F3;Slmap;Flnc;Osgin1;Bok;Mgp;Ncoa3;Ptprr;Cd36;Vcam1;Ccdc152;Gnb5;Cnn1;Acta2;Nr1d1;Cmklr1;Ahsg;G0s2;Mrc1;Slco2b1;Inmt;Uba52;Cyp27a1;Nceh1;Slx1b;Tnxb;Fbln1;Col6a1;Col8a1;Rbm3,0.420082,-0.290633,-0.451043,-0.090771,0.087947,-0.037117,0.262536,0.129449,0.001896,0.29043,0.073237,-0.097008,0.239302
SAMD9L (human),29,Ttyh1;Grpel2;Frzb;Cd248;Tspan12;Sfrp2;Ptprr;Nubp1;Mt3;Acta2;Pthlh;Junb;Ahsg;Fmo1;Slco2a1;Clec3b;Fam107a;Inmt;Lbh;Pi15;Arntl;Macf1;Spns2;Tgfbi;Selp;Cplx2;Cxcl2;Thra;Thbs1,0.412001,0.250275,0.086383,0.428781,-0.161726,-0.297252,-0.022065,-0.088623,-0.249251,0.043615,7.4e-05,-0.122154,0.136876
TEAD2 (mouse),48,Cacna2d3;Nr2f2;Npas2;Ntrk3;Zfp423;Phkg2;Egr3;Tcap;Gnb5;Tpbg;Nr1d2;Cmklr1;G0s2;Cdkn1a;Tpm2;Adamts1;Hmcn1;Zcchc24;Prox1;Lrrn4cl;Lmo2;Atp1a2;Scube3;Col6a2;Dbp;Ddit4;Nrcam;Rbp4;Fam135a;Zbtb16;Ucp2;Glipr2;Lrrk2;Flt4;Ramp3;Pard6g;Pepd;Tac2;Atp2b2;Pthlh;Slc6a6;Sema4d;Sema6b;Nlgn2;Arhgap28;Tnxb;Myh11;Col8a1,0.410812,-0.214529,-0.34273,-0.091305,0.123113,-0.00458,0.271204,0.196283,0.08954,0.341579,-0.104867,-0.214436,0.028813
KLF4 (human),37,Col1a1;Fam135a;Islr;Zbtb16;Cd248;Ntrk3;Igf2bp2;Itih5;Ramp3;Slc12a8;Egr3;Tspan4;Klk11;Tcap;Pdlim7;Atp2b2;Nr1d1;Nr1d2;Cmklr1;Adamtsl5;Sema4d;Slco2a1;Slc39a4;Igfbp6;Fam107a;Nlgn2;Cebpb;Duox2;Gdpd3;Spns2;Tgfbi;Tnxb;Nr4a2;Dtx1;Dbp;Thra;Ehmt1,0.408817,-0.23769,-0.398655,-0.080469,0.171127,0.029266,0.311317,0.082552,-0.04915,0.229635,-0.015989,-0.170125,0.125859
LTF (human),22,Rbp4;Lrg1;Fabp4;Smpd3;Mgp;Nrp2;Gnb5;Cnn1;Cytl1;Nr1d2;Slc6a6;Gabra3;Cdkn1a;Itpripl2;Sema6b;Slco2b1;Vipr1;Antxr2;Vgll3;Prox1;Tgfbi;Hlf,0.407936,-0.237908,-0.386495,-0.095763,-0.059198,-0.218408,0.085754,0.170028,0.007294,0.358409,0.127078,-0.064119,0.315308
E2F6 (human),27,Samd5;Nr2f2;Fos;Pfkfb3;Aph1b;Egr3;Tspan4;Per3;Pcdh11x;Gnao1;Pdlim7;Tpbg;Atp2b2;Plce1;Nr1d2;Cfb;Junb;Eln;Smoc2;Tpm2;Slc39a4;Cebpb;Adamts1;Cdh11;Col6a2;Dtx1;Ddit4,0.407546,-0.277005,-0.437607,-0.102675,0.122703,-0.031914,0.289452,0.130541,-0.023503,0.322161,0.023761,-0.139083,0.171077
CBEPB (human),42,Uaca;Ogn;Tspan12;Vcam1;Gprin3;Ccnb1ip1;Pcdh11x;Acta2;Tpbg;Plac8;Cmklr1;G0s2;Slco2a1;Glt8d2;Bcl6;P2ry1;Prkg1;Hdac9;Heg1;Sele;Aldh1a1;Rbp4;Gbp4;C7;Grpel2;F3;Dpt;Cd36;Ccdc152;Scn7a;Pthlh;Fmo1;Laptm5;Tmem140;Mrc1;Rcan2;Antxr2;Gpm6a;Npy1r;Arhgap28;Ncam1;Cxcl2,0.404024,-0.028767,-0.220062,0.167478,-0.15829,-0.297133,-0.016516,-0.058676,-0.211126,0.066402,0.245734,0.100329,0.394344
MYOD1 (mouse),24,Uaca;Npas2;Ptgfrn;Gnb5;Tef;Adarb1;Gas1;Zfp367;Adamtsl5;Slco2a1;P2ry1;Aqp1;Gdpd3;Lmo2;C3;Rnaseh2b;Pfkfb3;Mt3;Eln;Hinfp;Sost;Stc1;Cobll1;Tbcel,0.403599,-0.289341,-0.440264,-0.091158,0.1104,-0.038931,0.270105,0.114258,-0.042103,0.283502,0.064684,-0.099258,0.236814
KLF11 (human),36,Col1a1;Islr;Zbtb16;Cd248;Ntrk3;Igf2bp2;Itih5;Ramp3;Slc12a8;Egr3;Tspan4;Klk11;Tcap;Pdlim7;Atp2b2;Nr1d1;Nr1d2;Cmklr1;Adamtsl5;Sema4d;Slco2a1;Slc39a4;Igfbp6;Fam107a;Nlgn2;Cebpb;Duox2;Gdpd3;Spns2;Tgfbi;Tnxb;Nr4a2;Dtx1;Dbp;Thra;Ehmt1,0.402989,-0.228089,-0.384846,-0.069523,0.1749,0.031781,0.314575,0.072095,-0.061717,0.225541,-0.018905,-0.178115,0.128091
JUN (human),52,Mrvi1;Adam33;Slmap;Nrg1;Bok;Ptgfrn;Rab27b;Ccnb1ip1;Pcdh11x;Cnn1;Cytl1;Rnd3;Tef;Cmklr1;Gabra3;Pls3;Pi15;Cebpb;Aqp1;Heg1;Lmo2;Sele;Col6a1;Cdh11;F3;Lrg1;Fabp4;Flnc;Pfkfb3;Mgp;Sfrp1;Ncoa3;Klk11;Ptprr;Cd36;Errfi1;Scara5;Ern1;Ccdc152;Atp2b2;Plce1;Abhd2;Inmt;Uba52;Acsl3;Nceh1;Glul;Arhgap28;Tgfbi;Slx1b;Tnxb;Col8a1,0.400036,-0.22888,-0.329145,-0.121222,0.039842,-0.080552,0.164015,0.017881,-0.108128,0.143439,0.171156,0.064447,0.286056
STAT5B (mouse),20,Islr;Fos;Slco3a1;Bok;Igf2bp2;Nrp2;Gnb5;Rnd3;Cfb;Bcl6;Aqp1;Rbm3;Lrrk2;Itih5;Rpa3;Ramp2;Gcnt2;Fam107a;Slx1b;Dock5,0.396431,-0.273394,-0.462702,-0.069756,0.035753,-0.158715,0.199502,0.114605,-0.083737,0.312976,0.123036,-0.081105,0.310331
FOXA1 (human),21,Rbp7;Gbp4;Grpel2;Fos;Fabp4;Lars2;Ucp2;Kdr;Enah;Rpa3;Nubp1;Scn7a;Gnb5;Coq10a;Plac8;Fmo1;Slco2b1;Smpdl3b;Gpm6a;Tnxb;Col8a1,0.396209,-0.1644,-0.38376,0.043766,0.048371,-0.120813,0.222647,0.231809,0.043669,0.397411,-0.115781,-0.24638,0.053249
NFYA (human),45,Uaca;Nr2f2;Wnt9b;Slco3a1;Nrg1;Bok;Vcam1;Ccnb1ip1;Pcdh11x;Gnao1;Rnd3;Tef;Plac8;Gas1;Fkbp5;Tpt1;Hmcn1;Ifit1;F2rl1;Lmo2;Postn;Dbp;Rbm3;Col1a1;Rbp4;Ttyh1;Lefty1;Lrg1;Fabp4;Me3;Mgp;Itih5;Klk11;Nubp1;Vcan;Atp2b2;Pthlh;Tmem140;Sema4d;Acsl3;Arntl;Tsc22d3;Nqo1;Cplx2;Tbcel,0.395057,-0.247521,-0.396549,-0.098051,0.013688,-0.118319,0.161158,0.086296,-0.024747,0.221253,0.147537,0.042405,0.267493
MIR138 (human),21,Ttyh1;C3;Ucp2;Pfkfb3;Itih5;Egr3;Rab27b;Tspan4;Eln;Fmo1;Clec3b;Bcl6;Nlgn2;Hdac9;Aqp1;Glul;Lmo2;Spns2;Col6a1;Dock5;Fam189b,0.390152,-0.237135,-0.453187,-0.004738,0.153017,-0.005179,0.322897,0.149895,-0.043878,0.355311,-0.065776,-0.26479,0.138327
STAT5B (human),21,Samd5;C3;Grpel2;Nrg1;Cd36;Vcan;Plac8;Abhd2;Ahsg;Cdkn1a;Mrc1;Serinc3;Tpt1;Hdac9;Cdo1;Arrdc3;Macf1;Npy1r;Postn;Selp;Hapln1,0.387439,0.224695,0.011316,0.450224,-0.160038,-0.369928,0.067119,-0.162744,-0.335443,0.03737,0.098087,-0.095439,0.291747
ETV4 (human),26,Col1a1;Nr2f2;Mrvi1;Maf;Pfkfb3;Osgin1;Nrg1;Lrrk2;Tspan4;Ramp2;Cytl1;Atp2b2;Tmem140;Gsn;Tpm2;Fkbp5;Glt8d2;Nlgn2;Aqp1;Gpm6a;Lrrn4cl;Tnxb;Scube3;Myh11;Cdh11;Cplx2,0.385781,-0.142828,-0.314936,0.02208,0.018956,-0.164108,0.187647,0.242953,0.07689,0.45666,-0.119081,-0.256261,0.036867
NFKB1 (mouse),60,Cacna2d3;Bok;Zfp423;Crispld2;Apoe;Tpbg;Cfb;Adamtsl5;Pls3;Aqp1;Ifit1;Dbp;Thra;C3;Lrg1;Rnaseh2b;Glipr2;Mgp;Ncoa3;Klk10;Enah;Per3;Mt1;Mt3;Plce1;Junb;Eln;Laptm5;Fam107a;Nceh1;Cplx2;Samd5;Itga8;Hand2;Ptgfrn;Egr3;Lpar1;Rnd3;Gsn;Slc39a4;Nsg1;Slco2b1;Lmo2;Tmem81;Ttyh1;Flt4;Itih5;Cd38;Cd74;Vcan;Pthlh;Sox18;Fmo2;Sema6b;Igfbp6;Igfbp5;Myom1;Sema3a;Npy1r;Nr4a2,0.383371,-0.181341,-0.271154,-0.07544,0.066396,-0.034824,0.179041,0.202029,0.10367,0.324553,-0.087085,-0.199376,0.001839
RUNX2 (human),23,Mrvi1;Fabp4;Lars2;Dpt;Nrg1;Flt4;Ptprr;Scara5;Mknk2;Plce1;Fmo1;Angptl4;Bcl6;Cd300lg;Uba52;Sost;Mthfd1l;Gpm6a;Glul;Tsc22d3;Lmo2;Col6a2;Dbp,0.381458,-0.211054,-0.387065,-0.037273,0.074942,-0.062311,0.290045,0.170405,-0.025685,0.368767,-0.034293,-0.168652,0.153561
PITX2 (human),47,Adam33;Crispld2;Plac8;Cdkn1a;Fkbp5;Bcl6;Aqp1;Arrdc3;Sele;Rbm3;Rbp7;C7;Pfkfb3;Me3;Ncoa3;Klk10;Klk11;Dkk2;Abhd2;Gcnt2;Guca1b;Fam107a;Uba52;Smpdl3b;Nqo1;Nts;Col8a1;Islr;Wnt9b;Tspan12;Phkg2;Nrp2;Nr1d1;Coq10a;Cspg4;Slco2b1;Cst6;Itih5;Cd36;Vcan;Itpripl2;Sema6b;Rcan2;Serinc3;Abcg2;Myh11;Ncam1,0.381454,-0.248658,-0.383106,-0.110729,0.020822,-0.092001,0.138312,0.09504,-0.037047,0.209328,0.132796,0.008753,0.274717
Myb (mouse),33,Adam33;Slco3a1;Nrg1;Hand2;Vcam1;Gnb5;Cyp26b1;Tef;Nr1d2;Cmklr1;Lbh;Tpt1;Aqp1;Lmo2;Selp;Cdh11;Tmem81;Rbp7;Xpnpep3;Bean1;Cd36;Ern1;Pamr1;Pthlh;Gcnt2;Fam102b;Igfbp6;Nlgn2;Smpdl3b;Cdo1;Nr4a2;Cplx2;Cxcl2,0.380884,-0.013967,-0.19153,0.13568,0.185911,0.028746,0.302324,0.023029,-0.139146,0.205059,-0.194973,-0.331202,-0.081726
SP1 (mouse),40,Cacna2d3;Nr2f2;Dusp1;Npas2;Ntrk3;Zfp423;Igf2bp2;Ptgfrn;Egr3;Tbx20;Gnao1;Tef;Nr1d2;Zfp367;G0s2;Tpm2;Bcl6;Cd300lg;Cebpb;Heg1;Zcchc24;Ddit4;Hlf;Thra;Enah;Pepd;Slc6a6;Junb;Sema6b;Igfbp5;Nlgn2;Sost;Vipr1;Tppp3;Spns2;Abcg2;Nr4a2;Cobll1;Dtx1;Ehmt1,0.375716,-0.1717,-0.302081,-0.026923,0.102374,-0.010581,0.255528,0.204016,0.048495,0.332342,-0.13469,-0.251371,-0.038003
LEF1 (human),75,Efemp1;Txnip;Crispld2;Cytl1;Tpbg;Plac8;G0s2;Cdkn1a;Glt8d2;Bcl6;Prkg1;Hdac9;Aqp1;Hmcn1;Arrdc3;Zcchc24;Lrrn4cl;F2rl1;Postn;Cdh11;Aldh1a1;Vwa3a;Ucp2;Me3;Klk10;Klk11;Gpr161;Plce1;Abhd2;Eln;Guca1b;Uba52;Vipr1;Cyp27a1;Nceh1;Glul;Tmem138;Nts;Tmem101;Cxcl2;Nr2f2;Nrg1;Ogn;Tspan12;Tagln;Rab27b;Nrp2;Rarres2;Acta2;Coq10a;Timp4;Smoc2;Ptn;Lmo2;Nrcam;Tmem81;Flt4;Itih5;Slc12a8;Cd74;Rgs5;Vcan;Pthlh;Stmn2;Fmo1;Fmo2;Hinfp;Rcan2;Sema3a;Antxr2;Tsc22d3;Slx1b;Abcg2;Ncam1;Ehmt1,0.374977,-0.188288,-0.314012,-0.08256,-0.038737,-0.119314,0.068339,0.186689,0.099921,0.292509,0.040336,-0.05418,0.142369
MIB2 (human),21,Rbp4;Ttyh1;Adam33;Fos;Smpd3;Flt4;Tspan12;Tspan4;Pamr1;Cnn1;Adarb1;Sox18;Junb;Eln;Sema4d;Clec3b;Lrrn4cl;Spns2;Tbcel;Dtx1;Rbm3,0.374546,-0.17712,-0.361243,-0.028,-0.052127,-0.216228,0.128221,0.197426,0.046004,0.372407,0.031821,-0.141755,0.198179
ARNT (human),25,Nr2f2;Islr;Fos;Zbtb16;Ucp2;Cd248;Ntrk3;Ramp3;Tspan4;Nrp2;Gnb5;Gnao1;Mknk2;Pthlh;Slc6a6;Eln;Smoc2;Tsc22d3;Lmo2;Scube3;Myh11;Nr4a2;Cdh11;Tmem101;Cxcl2,0.373191,-0.178753,-0.391131,0.053535,-0.140698,-0.327473,0.05918,0.125013,-0.067097,0.372512,0.194438,0.036846,0.391271
En1 (mouse),19,Flt4;Igf2bp2;Itih5;Pard6g;Per3;Ccnb1ip1;Cytl1;Atp2b2;Adarb1;Junb;Adamtsl5;Clec3b;Itpripl2;Nlgn2;Sema3g;Gdf6;Nqo1;Ncam1;Thbs1,0.372985,-0.066556,-0.234877,0.098684,0.018535,-0.128459,0.193698,0.210503,0.034432,0.391733,-0.162482,-0.331185,0.007417
RUNX1 (human),69,Uaca;Mrvi1;Kcnh1;Bok;Cytl1;Tef;Plac8;Cdkn1a;Fkbp5;Glt8d2;Pls3;Bcl6;Tpt1;Hdac9;Arrdc3;Macf1;Ifit1;Lrrn4cl;Selp;Dbp;Ddit4;Thra;Col1a1;Rbp4;Vwa3a;Bean1;Dpt;Aph1b;Klk11;Pepd;Eln;Tmem140;Arntl;Spns2;Islr;Wnt9b;Lcn2;Osgin1;Nrg1;Cd248;Ntrk3;Tcap;Vcam1;Pcdh11x;Acta2;Mknk2;Rnd3;Coq10a;Cmklr1;Gsn;Slc39a4;Slco2b1;Cst6;Lmo2;Nrcam;Ttyh1;Fabp4;Ramp3;Slc12a8;Cd36;Errfi1;Cd74;Inhba;Pthlh;Sox18;Sema4d;Clec3b;Inmt;Tbcel,0.371618,-0.212138,-0.302514,-0.089864,-0.017302,-0.119147,0.094235,0.06996,-0.03053,0.168886,0.15948,0.057813,0.266966
GATA3 (human),42,Nr2f2;Mrvi1;Ccdc3;Kcnh1;Efemp1;Bok;Phkg2;Crispld2;Kdr;Pcdh11x;Cnn1;Cytl1;Gnao1;Rnd3;Tef;Plac8;Cmklr1;Lbh;Pi15;Cebpb;Mthfd1l;F2rl1;Sele;Xpnpep3;Gbp4;Flnc;Sfrp2;Cd38;Cd36;Col5a2;Rgs5;Gpr161;Stmn2;Gcnt2;Guca1b;Serinc3;Antxr2;Nqo1;Arhgap28;Tmem138;Tnxb;Cplx2,0.361834,-0.209458,-0.3589,-0.079553,-0.012799,-0.134472,0.101343,0.152376,0.019938,0.285706,0.069881,-0.059496,0.215705
ESR1 (human),33,C3;Dusp1;Adam33;Fabp4;Rnaseh2b;Flnc;Lcn2;Phkg2;Slc12a8;Apoe;Tspan4;Ncoa3;Cd36;Ern1;Ccnb1ip1;Mt3;Nr1d2;Timp4;Guca1b;Slco2a1;Fkbp5;Slc39a4;Igfbp6;Slco2b1;Cd300lg;Uba52;Hdac9;Tmem138;Tnxb;Fbln1;Sele;Fam189b;Ddit4,0.358621,-0.193769,-0.358473,-0.034609,0.036226,-0.134725,0.223462,0.164852,0.018164,0.33465,-0.007309,-0.128022,0.142283
SMAD4 (human),34,Islr;Efemp1;Bok;Egr3;Cap1;Timp4;Cdkn1a;Slco2b1;Pi15;Ifit1;F2rl1;Lmo2;Col6a1;Col6a2;Hapln1;Nrcam;Rbp7;Sparcl1;Gbp4;C3;Vwa3a;Flnc;Klk11;Ptprr;Rgs5;Atp2b2;Abhd2;Gcnt2;Nlgn2;Nceh1;Gpm6a;Slx1b;Dtx1;Ehmt1,0.353081,-0.158556,-0.309038,0.018627,0.037356,-0.073108,0.154835,-0.073324,-0.217658,0.043833,0.194524,0.078273,0.320239
HINFP (human),68,Cacna2d3;Nr2f2;Mrvi1;Islr;Frzb;Efemp1;Ntrk3;Phkg2;Ptgfrn;Rab27b;Cap1;Tcap;Gnao1;Mknk2;Tef;Adarb1;Nr1d2;Plac8;Timp4;G0s2;Gsn;Tpm2;Pls3;Bcl6;Lbh;Prkg1;Tpt1;Cebpb;Hdac9;Aqp1;Mthfd1l;Macf1;Zcchc24;Ptn;Lmo2;Col6a2;Thra;Nrcam;Sparcl1;Gbp4;Spsb1;Zbtb16;Pfkfb3;Lrrk2;Aph1b;Me3;Itih5;Sfrp1;Pard6g;Tspan4;Enah;Penk;Cd36;Rpa3;Per3;Pdlim7;Junb;Eln;Laptm5;Gcnt2;Tmem140;Igfbp5;Arntl;Tsc22d3;Tppp3;Stc1;Tnxb;Cobll1,0.352403,-0.174394,-0.279109,-0.0549,-0.02327,-0.102991,0.07735,0.178009,0.053349,0.266915,0.019655,-0.079033,0.104399
UBTF (human),27,Rbp4;Mrvi1;Ttyh1;Ccdc3;Fos;Zbtb16;Ucp2;Osgin1;Tspan4;Enah;Penk;Cd36;Pcdh11x;Pdlim7;Eln;Sema4d;Slco2a1;Igfbp6;Slco2b1;Pls3;Glul;Prox1;Gdpd3;Col6a2;Cplx2;Cxcl2;Col8a1,0.350151,-0.242734,-0.379282,-0.070848,0.029287,-0.117842,0.210785,0.106031,-0.048168,0.261875,0.107417,-0.058556,0.235125
TFAP2A (mouse),47,Samd5;Mrvi1;Smpd3;Npas2;Lcn2;Osgin1;Ntrk3;Crispld2;Rarres2;Tbx20;Cnn1;Cytl1;Gnao1;Cyp26b1;Mknk2;Cfb;Serpina1b;Serpina1d;Tpm2;Slco2a1;Cspg4;Nsg1;Slco2b1;Vgll3;Lrrn4cl;Atp1a2;Scube3;Thra;Col1a1;Ttyh1;Lrg1;Pfkfb3;Slc12a8;Klk11;Pepd;Atp2b2;Gpr161;Junb;Gcnt2;Sema6b;Inmt;Nlgn2;Gdf6;Abcg2;Myh11;Fam189b;Cxcl2,0.349491,-0.042948,-0.182012,0.12166,-0.175734,-0.307578,-0.012266,0.044926,-0.113326,0.2027,0.173757,0.049928,0.294833
SNAI2 (human),25,Tmem81;Spsb1;Osgin1;Slc12a8;Tcap;Scn7a;Pamr1;Mt3;Tef;Nr1d1;Slc6a6;Cfb;Plac8;Cdkn1a;Gcnt2;Slco2b1;Uba52;Smpdl3b;Sost;Nceh1;Tsc22d3;Tgfbi;Tnxb;Col6a2;Dbp,0.347381,-0.204246,-0.359295,-0.029098,0.01628,-0.134793,0.17809,0.044832,-0.115168,0.219264,0.143134,0.00691,0.321297
SNAI1 (human),25,Tmem81;Spsb1;Osgin1;Slc12a8;Tcap;Scn7a;Pamr1;Mt3;Tef;Nr1d1;Slc6a6;Cfb;Plac8;Cdkn1a;Gcnt2;Slco2b1;Uba52;Smpdl3b;Sost;Nceh1;Tsc22d3;Tgfbi;Tnxb;Col6a2;Dbp,0.347381,-0.204246,-0.359295,-0.029098,0.01628,-0.134793,0.17809,0.044832,-0.115168,0.219264,0.143134,0.00691,0.321297
TCF3 (human),25,Tmem81;Spsb1;Osgin1;Slc12a8;Tcap;Scn7a;Pamr1;Mt3;Tef;Nr1d1;Slc6a6;Cfb;Plac8;Cdkn1a;Gcnt2;Slco2b1;Uba52;Smpdl3b;Sost;Nceh1;Tsc22d3;Tgfbi;Tnxb;Col6a2;Dbp,0.347381,-0.204246,-0.359295,-0.029098,0.01628,-0.134793,0.17809,0.044832,-0.115168,0.219264,0.143134,0.00691,0.321297
USF2 (human),67,Mrvi1;Crispld2;Apoe;Tef;Cfb;G0s2;Cdkn1a;Fkbp5;Bcl6;Prkg1;Tpt1;Mthfd1l;Arrdc3;Ifit1;Col6a2;Dbp;Thra;Cp;Ucp2;Me3;Per3;Nubp1;Pepd;Pamr1;Plce1;Slc6a6;Guca1b;Uba52;Smpdl3b;Sost;Arntl;Cyp27a1;Nceh1;Tmem138;Tgfbi;Cxcl2;Nr2f2;Osgin1;Ogn;Phkg2;Tcap;Vcam1;Gnb5;Pcdh11x;Acta2;Nr1d1;Nr1d2;Slco2b1;Tmem81;Grpel2;Fabp4;Spsb1;Slc12a8;Cd36;Ern1;Scn7a;Sox18;Sema4d;Hinfp;Sema6b;Igfbp6;Rcan2;Fn3k;Serinc3;Tsc22d3;Tnxb;Tbcel,0.347129,-0.203906,-0.327744,-0.098907,0.007277,-0.09669,0.111267,0.143224,0.057325,0.25807,0.053405,-0.061181,0.151086
CBEPB (mouse),54,Uaca;Mrvi1;Txnip;Akr1c14;Ccnb1ip1;Zfp367;Tpm2;Pls3;Cd300lg;Prkg1;Arrdc3;F2rl1;Selp;Col1a1;Gbp4;Ucp2;Gkn3;Sfrp2;Ncoa3;Mt2;Mmrn1;Atp2b2;Plce1;Gcnt2;Abca8a;Gpm6a;Nts;Osgin1;Phkg2;Rab27b;Lpar1;Zfp946;Rnd3;Adarb1;Coq10a;P2ry1;Pi15;Prox1;Lmo2;Hlf;Fabp4;Ctla2a;Pard6g;Cd36;Scn7a;Stmn2;Fmo2;Igfbp5;Inmt;Antxr2;Zfp617;Tsc22d3;Tnxb;Tbcel,0.346762,-0.22081,-0.313693,-0.096429,0.043866,-0.081631,0.159131,0.125951,0.032077,0.245788,0.050993,-0.040073,0.145058
NR3C1 (human),23,Uaca;Mrvi1;Fos;Apoe;Ccnb1ip1;Cytl1;Mknk2;Cdkn1a;Fkbp5;Slco2b1;Pls3;Tpt1;Zcchc24;Cst6;Bean1;Klk11;Cd38;Ramp2;Plce1;Gcnt2;Clec3b;Serinc3;Sost,0.333255,-0.163754,-0.309189,0.002237,-0.044262,-0.203832,0.13417,0.038516,-0.119959,0.193935,0.1695,0.006206,0.320955
ELK4 (human),19,Islr;Sfrp2;Itih5;Enah;Cap1;Gnb5;Pthlh;Gpr161;Nr1d1;Sema4d;Cspg4;Myom1;Uba52;Edn1;Ptn;Tnxb;Col6a1;Tmem101;Ncam1,0.331192,-0.141729,-0.375922,0.107106,-0.13947,-0.345255,0.083425,0.189463,0.010874,0.38512,0.091736,-0.044234,0.264391
