gene	frac_real_circadian_samples_crossing_zero	frac_imag_circadian_samples_crossing_zero	frac_circadian_samples_crossing_zero	frac_circadian_samples_largest_component	frac_circadian_samples_largest_component_p_val	waveform_log_evidence	flat_waveform_log_evidence	non_circadian_component_subtracted_waveform_log_evidence	circadian_component_subtracted_waveform_log_evidence	circ_bf_frac	waveform_over_circadian_component_subtracted_log10_bf	expected_mesor	expected_acrophase	frac_cell_detected	num_cell_detected
Gap43	0.36	0.44	0.36	0.6	1.0	-17.557278	-17.161455	-17.446817	-17.330173	0.0	-0.09863009	-17.1546934536394	2.552749074217574	0.0005104645227156713	2
Hdlbp	0.35	0.1899999999999999	0.1899999999999999	0.53	1.0	-7124.218	-6984.175	-7056.8804	-7049.139	0.0	-32.606228	-8.674441765035953	4.427597421722167	0.7907095456865748	3098
Cox20	0.33	0.2	0.2	0.72	0.84	-5615.2593	-5589.079	-5606.892	-5599.7324	0.0	-6.7432275	-9.228135432966365	2.210257039504488	0.6628381827462991	2597
Tmem205	0.29	0.26	0.26	0.59	1.0	-4326.1533	-4288.11	-4320.1665	-4291.2065	0.0	-15.177193	-9.854664618221024	3.8882826935140367	0.48009188361408883	1881
Ift122	0.47	0.39	0.39	0.62	1.0	-1223.0986	-1209.6788	-1216.2207	-1218.7805	0.0	-1.8753335	-11.870920707611154	5.499753009995553	0.08371618172537008	328
Fam13c	0.0999999999999999	0.25	0.0999999999999999	0.76	0.72	-5948.909	-5872.4517	-5903.4834	-5918.626	0.0	-13.151828	-9.13777695566202	5.6800862120419	0.6615620214395099	2592
Eid1	0.0899999999999999	0.14	0.0899999999999999	0.68	0.9599999999999996	-7209.715	-7184.6123	-7168.831	-7223.207	0.0	5.8595824	-8.620128280670153	0.7188697832549122	0.8287391526288923	3247
Malt1	0.47	0.38	0.38	0.64	1.0	-1338.8071	-1329.0249	-1337.6069	-1329.6775	0.0	-3.9649518	-11.759334544910931	4.5434550653780885	0.08550280755487494	335
Iqgap1	0.32	0.39	0.32	0.43	1.0	-7837.422	-7729.471	-7844.5625	-7728.8525	0.0	-47.151062	-8.404668669199953	3.7840911778784356	0.8506891271056661	3333
Gm44946	0.4399999999999999	0.49	0.4399999999999999	0.52	1.0	-101.100624	-99.4091	-100.74802	-99.87857	0.0	-0.5307311	-15.19134588579226	5.298485208263001	0.0038284839203675345	15
