gene	log_min	log_max
Gap43	-19.445314	-15.991437
Hdlbp	-10.200863	-6.746985
Cox20	-11.043397	-7.589519
Tmem205	-11.646463	-8.192585
Ift122	-13.479681	-10.025803
Serpina3g	-21.05475	-17.600874
Fam13c	-10.696343	-7.2424655
Eid1	-10.295808	-6.84193
Malt1	-12.279511	-8.825633
Iqgap1	-10.076382	-6.6225038
Gm44946	-18.221539	-14.767661
Pard6b	-18.97531	-15.521432
Gm46633	-20.361605	-16.907728
Hnrnpll	-12.395885	-8.942007
Hk3	-19.668457	-16.21458
Helb	-13.583389	-10.129511
Napsa	-21.05475	-17.600874
Ccdc152	-14.454882	-11.001003
Got1	-13.598876	-10.144998
Vmn1r90	-18.110312	-14.656434
Phkg1	-12.241463	-8.787584
Ankrd10	-11.73153	-8.277652
Mcmdc2	-16.710947	-13.257069
Serpinb6b	-11.542753	-8.088875
Msmp	-17.796656	-14.342778
Rmrp	-14.590164	-11.136286
Xlr4a	-16.20272	-12.748843
Wdr13	-12.460783	-9.006905
Sord	-12.207824	-8.753945
Gm42699	-16.469784	-13.015906
Pawr	-10.796181	-7.342303
Fgf2os	-15.5293	-12.075421
Dmd	-9.337638	-5.88376
Tsga10	-12.75696	-9.3030815
Rerg	-19.10884	-15.6549635
Nthl1	-12.844628	-9.39075
Rarres1	-13.437977	-9.984098
Rbm44	-15.101509	-11.647631
Pcnx3	-12.894806	-9.4409275
Trappc4	-11.600603	-8.146725
Gm34829	-16.994308	-13.540431
Olfr172	-17.722548	-14.268669
Mtcp1	-14.513722	-11.059844
Rrp9	-12.844356	-9.390477
Tert	-16.911617	-13.457739
Kat14	-13.262816	-9.808938
Col6a2	-10.004672	-6.550794
4930483P17Rik	-18.3467	-14.892823
Sars	-11.214524	-7.7606463
Tsc22d3	-12.705741	-9.251863
Chd8	-11.604215	-8.150336
Gm17399	-18.97531	-15.521432
Map3k19	-16.600405	-13.146526
Cep104	-12.721242	-9.267364
Dbt	-12.060704	-8.606826
Chchd5	-12.988231	-9.534352
4930581F22Rik	-13.820575	-10.366696
Sox5it	-19.26299	-15.8091135
Ric8b	-13.044724	-9.590846
Orc2	-12.67315	-9.219272
Zfp385b	-13.371348	-9.91747
Hist1h2bh	-15.973348	-12.519469
Gm42868	-19.956139	-16.502262
Ppp4r1	-12.90515	-9.451272
Dazap1	-11.853453	-8.399574
Gm47767	-14.184699	-10.730821
C1galt1	-11.761451	-8.307572
Gm11808	-12.331033	-8.877154
Racgap1	-15.872969	-12.41909
Ska1	-18.221539	-14.767661
Aktip	-11.474919	-8.021041
