gene	log_min	log_max
Gap43	-18.067293	-14.613416
Hdlbp	-10.401658	-6.94778
Cox20	-10.954355	-7.5004773
Tmem205	-11.417015	-7.963137
Ift122	-13.645446	-10.191567
Fam13c	-10.980347	-7.5264688
Eid1	-10.04727	-6.593392
Malt1	-13.213312	-9.759434
Iqgap1	-10.204604	-6.750726
Gm44946	-18.76044	-15.306563
Pard6b	-19.453587	-15.999709
Gm46633	-18.76044	-15.306563
Hnrnpll	-12.39569	-8.941812
Hk3	-18.76044	-15.306563
Helb	-13.691537	-10.2376585
Napsa	-19.453587	-15.999709
Ccdc152	-13.870092	-10.416214
Got1	-13.688397	-10.234519
Phkg1	-12.192363	-8.738484
Ankrd10	-11.633551	-8.179672
Mcmdc2	-16.0196	-12.565722
Serpinb6b	-11.069926	-7.6160483
Msmp	-17.256363	-13.802485
Rmrp	-13.396804	-9.942925
Xlr4a	-17.507677	-14.0538
Wdr13	-12.567057	-9.113178
Sord	-12.116652	-8.662773
Gm42699	-16.409065	-12.955188
Pawr	-10.825748	-7.3718705
Fgf2os	-15.428237	-11.974359
Dmd	-9.619557	-6.16568
Tsga10	-12.833515	-9.379637
Rerg	-17.844149	-14.390271
Nthl1	-12.716621	-9.262743
Rarres1	-13.726741	-10.272862
Rbm44	-14.306094	-10.852216
Pcnx3	-13.011048	-9.55717
Trappc4	-11.493613	-8.039735
Gm34829	-16.409065	-12.955188
Olfr172	-17.151003	-13.6971245
Mtcp1	-14.323689	-10.869811
Rrp9	-12.8982315	-9.444353
Tert	-16.968681	-13.514803
Kat14	-13.371369	-9.917491
Col6a2	-10.347831	-6.893953
4930483P17Rik	-18.354975	-14.901097
Sars	-11.393048	-7.9391704
Tsc22d3	-12.915448	-9.46157
Chd8	-11.792061	-8.338182
Gm17399	-19.453587	-15.999709
Map3k19	-16.409065	-12.955188
Cep104	-12.88551	-9.431632
Dbt	-12.477241	-9.023362
Chchd5	-12.804604	-9.350725
4930581F22Rik	-13.86634	-10.412461
Sox5it	-18.76044	-15.306563
Ric8b	-13.169454	-9.715575
Orc2	-12.693173	-9.239295
Zfp385b	-13.892906	-10.439028
Hist1h2bh	-15.219481	-11.765603
Gm42868	-18.76044	-15.306563
Ppp4r1	-13.063348	-9.609469
Dazap1	-11.892987	-8.439109
Gm47767	-14.255092	-10.801213
C1galt1	-11.591091	-8.137213
Gm11808	-11.671198	-8.2173195
Racgap1	-16.968681	-13.514803
Aktip	-11.594562	-8.140683
Dact1	-13.25511	-9.801231
Gm50336	-17.374146	-13.920268
Pik3r1	-11.591091	-8.137213
CT868723.1	-18.76044	-15.306563
Abhd6	-13.373655	-9.919777
Zfp993	-15.60344	-12.149562
Tnpo1	-11.811543	-8.357665
Pigo	-14.799628	-11.34575
Csrnp2	-14.753108	-11.29923
Marc2	-10.887986	-7.4341083
Nedd9	-11.403842	-7.949964
Dhrs9	-15.059139	-11.605261
Art3	-12.3107605	-8.856882
Rab5b	-11.432989	-7.979111
S1pr5	-19.453587	-15.999709
Klhl15	-13.550955	-10.097076
Pros1	-11.964735	-8.510857
Nat2	-14.463156	-11.009277
3010003L21Rik	-15.084141	-11.630262
Gm29237	-18.354975	-14.901097
Gm17191	-19.453587	-15.999709
Mrpl53	-11.095391	-7.6415133
Wdr59	-14.384684	-10.930805
Gm19792	-19.453587	-15.999709
Gm21269	-17.374146	-13.920268
0610025J13Rik	-17.507677	-14.0538
Cldn19	-19.453587	-15.999709
F2rl1	-16.157751	-12.703873
Cdo1	-10.757078	-7.3032002
Fam25c	-14.708656	-11.254778
Gm20743	-17.661829	-14.207951
Mamstr	-14.4166355	-10.962757
Exph5	-19.453587	-15.999709
Lrrn2	-17.374146	-13.920268
Slc38a10	-12.114051	-8.660172
Ankk1	-17.844149	-14.390271
Gm37637	-16.968681	-13.514803
Gm33195	-19.453587	-15.999709
Gm33280	-17.374146	-13.920268
Skil	-11.007247	-7.553369
Ttc25	-17.256363	-13.802485
Fnbp1l	-13.111466	-9.657588
Cntd1	-16.968681	-13.514803
Zdhhc20	-11.757376	-8.303497
Gm15706	-15.582387	-12.128509
Sdf2l1	-13.302985	-9.849107
Gm49970	-15.646926	-12.193048
Yif1b	-11.382682	-7.928804
Ecsit	-12.653419	-9.19954
Gm11008	-18.76044	-15.306563
Taf6l	-14.150284	-10.696405
Slc35f6	-13.259183	-9.805305
Rp9	-11.004888	-7.5510097
Znhit1	-11.46335	-8.009472
Smo	-12.070842	-8.616963
Haus4	-14.1354685	-10.68159
Tyw1	-13.176945	-9.723066
Ogg1	-13.645446	-10.191567
Cep97	-13.573055	-10.119177
Ccnd3	-11.182296	-7.728418
Ddx21	-12.038413	-8.584535
Gm44190	-16.814531	-13.360653
Usp45	-12.593973	-9.140095
Kif19a	-18.76044	-15.306563
Bcl7b	-11.412175	-7.9582973
Dtl	-15.84267	-12.388792
Scn7a	-16.620375	-13.166496
Polr3b	-14.238652	-10.784774
Rnf187	-10.459912	-7.0060344
Gfra1	-16.888638	-13.43476
Gm5084	-19.453587	-15.999709
Ttll7	-11.000401	-7.5465226
Zfp114	-15.521763	-12.067884
Zfp7	-15.071562	-11.617683
Impa1	-11.274949	-7.821071
Zfp740	-12.558918	-9.10504
Tpbg	-15.60344	-12.149562
Rrp8	-12.58146	-9.127582
Trappc5	-11.888831	-8.434953
Rtel1	-14.490744	-11.036865
Plin2	-12.307604	-8.853725
Smagp	-17.055693	-13.601814
Tfdp1	-12.928558	-9.47468
Rdh5	-13.197838	-9.743959
Nacad	-12.813712	-9.359834
Procr	-17.374146	-13.920268
Zfyve21	-11.473223	-8.019344
Krt79	-15.109783	-11.655905
Irx3os	-16.362545	-12.908668
Gm48242	-18.067293	-14.613416
Mrps14	-10.472158	-7.0182805
Mrps6	-11.557035	-8.103157
Gm20463	-17.374146	-13.920268
Nrxn3	-18.76044	-15.306563
Shkbp1	-13.801099	-10.34722
Mapk12	-14.4166355	-10.962757
Calhm4	-18.76044	-15.306563
Ppp4r4	-15.816002	-12.3621235
4930479D17Rik	-18.76044	-15.306563
Hivep2	-12.110809	-8.656931
2410022M11Rik	-13.679037	-10.225159
Usp43	-19.453587	-15.999709
Sorbs1	-11.637574	-8.183696
Lrrc7	-17.661829	-14.207951
3110006O06Rik	-17.507677	-14.0538
C9orf72	-13.427722	-9.973844
Mast2	-12.458738	-9.00486
Hist1h4c	-14.196093	-10.742214
Vps35	-11.058788	-7.6049104
Prdx1	-9.290008	-5.83613
Wasf1	-15.582387	-12.128509
Trmt44	-13.780265	-10.326386
Gm26682	-16.50915	-13.055271
Adap2	-18.76044	-15.306563
Paqr6	-12.07458	-8.620702
Plec	-11.2760725	-7.8221946
Chtop	-11.551471	-8.097592
Hcar1	-17.256363	-13.802485
Lrrc61	-14.4166355	-10.962757
Btbd3	-13.236982	-9.783104
Tyms	-13.290274	-9.836395
Rbpms2	-10.822709	-7.368831
Hoxc10	-16.888638	-13.43476
Cyp1b1	-13.346565	-9.892687
Pcgf5	-11.290787	-7.836909
Gm10432	-15.1361	-11.682221
A630072M18Rik	-13.7564945	-10.302616
Gm31462	-18.76044	-15.306563
Trim32	-13.033593	-9.579715
Zfp607a	-14.504828	-11.05095
Sla2	-18.354975	-14.901097
Insyn2a	-18.76044	-15.306563
Atg4b	-12.52996	-9.076081
Gm49886	-17.507677	-14.0538
Mkrn2os	-18.354975	-14.901097
Polr3h	-13.13823	-9.684352
Psmc3	-10.345281	-6.8914027
Zfp873	-14.6333065	-11.179428
Alas2	-18.76044	-15.306563
Irf2bp1	-12.497995	-9.044117
Rhbdd1	-13.13462	-9.680741
Ibtk	-12.645654	-9.191775
Clca3a1	-17.507677	-14.0538
5330438D12Rik	-14.682903	-11.229025
Camta1	-11.01414	-7.560262
Tmem259	-11.736237	-8.282358
Ddx51	-13.928135	-10.4742565
Entr1	-12.749174	-9.295296
Gm35065	-17.374146	-13.920268
Adgrb1	-16.814531	-13.360653
Gm43387	-15.816002	-12.3621235
Ackr2	-19.453587	-15.999709
Ankrd13a	-12.678223	-9.224344
Ppp2r5a	-11.093516	-7.6396384
Plcxd3	-19.453587	-15.999709
Lix1	-14.609401	-11.155522
Zfp280c	-13.801099	-10.34722
1190005I06Rik	-10.256739	-6.8028607
Pdcd7	-12.226652	-8.772774
1700088E04Rik	-15.096879	-11.643001
Tceal9	-9.982423	-6.528545
Atg4a	-13.156479	-9.7026005
Skint8	-18.354975	-14.901097
Fam78b	-13.787162	-10.333283
Klrg2	-15.279201	-11.825322
Cyb5d1	-14.6333065	-11.179428
Tecpr1	-12.752857	-9.298979
Usp13	-12.914002	-9.460124
Hist1h3a	-16.409065	-12.955188
Gm26739	-18.354975	-14.901097
Edaradd	-19.453587	-15.999709
Gm42504	-18.76044	-15.306563
Ivd	-12.210791	-8.756912
Dhx57	-13.184492	-9.730614
Atp1b1	-11.794417	-8.340539
Gm6787	-17.507677	-14.0538
Edem1	-12.170827	-8.7169485
Zdbf2	-14.288802	-10.834924
Fhl4	-16.620375	-13.166496
Pex11a	-14.255092	-10.801213
Snhg5	-13.116762	-9.662884
Swap70	-12.515304	-9.061425
Med31	-11.570896	-8.117018
Hvcn1	-18.067293	-14.613416
Mtss2	-12.544833	-9.090955
Bfar	-11.813946	-8.360067
Loxl3	-12.52996	-9.076081
Gm31812	-16.563215	-13.109338
Hist1h1a	-15.927228	-12.47335
Gm30556	-15.022772	-11.568893
Scfd2	-14.130578	-10.6767
Gemin6	-13.373655	-9.919777
Rnf220	-12.197291	-8.743413
Yme1l1	-11.299376	-7.8454976
Cog4	-12.745504	-9.291626
Zfp551	-15.010937	-11.557058
Tsn	-10.550317	-7.096439
Mto1	-13.472174	-10.018295
Parn	-12.636852	-9.182974
Ccser1	-18.067293	-14.613416
Pla1a	-19.453587	-15.999709
Ski	-10.922689	-7.4688115
Itgbl1	-10.372332	-6.9184537
Gm42903	-18.76044	-15.306563
Slc33a1	-12.583535	-9.129657
Gnl2	-12.402598	-8.94872
March8	-12.42983	-8.975951
Akna	-14.7262	-11.272322
Stx5a	-11.898207	-8.444328
Ttc39c	-14.211842	-10.757963
Dnph1	-17.151003	-13.6971245
Myoz2	-11.987933	-8.534055
Topors	-11.770645	-8.316767
Creb3	-11.525903	-8.072024
Cebpa	-15.927228	-12.47335
Irgm1	-13.427722	-9.973844
Dock5	-13.636477	-10.182599
Gm42743	-16.318094	-12.864216
Pla2g4a	-11.725613	-8.271734
Wapl	-11.215316	-7.761438
Gm4221	-15.326454	-11.872576
Gm42681	-18.067293	-14.613416
Npy	-18.354975	-14.901097
Aarsd1	-11.116479	-7.662601
Ippk	-13.669763	-10.215884
Btg2	-9.054368	-5.6004906
Ammecr1l	-12.728555	-9.274676
Gm37885	-16.968681	-13.514803
Slc2a12	-14.555749	-11.101871
Plpp2	-13.223106	-9.769228
