gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
Nkx3-2 (mouse),39,Ngef;Pkig;Gata3;Hsph1;Kcna2;Slc16a9;Kcnd3;Fbxo30;Tnfrsf21;Ip6k2;Ereg;Ntn4;Aimp2;Net1;Hhip;Ptprd;Csrnp1;Socs2;Dync1i2;Cacybp;Scara5;Bmp3;Ttc22;Tigd4;Gnl1;Fmod;Sema4a;Abhd11;Adra1a;Col27a1;Abra;Tnnt2;Maged2;Sgk1;Zdhhc23;Usp42;Col6a6;Pde4b;Mlph,0.186328,-0.057114,-0.178617,0.070105,-0.108165,-0.214964,0.000706,-0.171091,-0.268446,-0.054032,0.015237,-0.114085,0.13506
NFIA (human),68,Haghl;Ngef;Cryab;Pkig;Pdgfb;Hsph1;Sult1a1;F3;Pgm2l1;Fabp3;Slc25a34;Hr;Pipox;Pcyt2;Gstt1;Osgin1;Upp2;Ppp1r3b;Tmem86a;Ppp1r1b;Ifi30;Il16;Socs3;Ano1;Herpud1;Atoh8;Pak6;Chchd10;Rgs2;Cytl1;Prodh;Ttc22;Prelid2;Tef;Gng2;Fbxl22;Sv2a;Ndfip1;Cyb561;Gprasp1;Gramd4;Brd7;Fkbp5;Dgkd;Csf1;Papss2;Rcan1;Ndp;Lancl3;Phactr3;Asph;Lsp1;Ifrd2;Eif5a2;Glrx;Arrdc2;Vasn;Tnnt2;Maged2;Arl6ip5;Banp;Mlf1;Aldoa;Sgk1;Acvrl1;Rab6b;Espn;Hist1h1e,0.182182,0.075935,-0.020273,0.167322,-0.106247,-0.193003,-0.021337,-0.051266,-0.136876,0.027378,-0.089999,-0.185723,0.011954
MZF1 1-4 (human),114,Pdgfb;Sphk1;Dusp8;Bhlhe40;Hoxc10;Mecom;Cdc25b;Kcnd3;Htr1b;Unc5b;Rin3;Actr3b;Il16;Nrn1;Sdc3;Tcap;Nanp;Ypel2;Asb10;Ccnb1ip1;Higd1a;Myocd;Cyp26b1;Rrm2;Cd9;Adcy7;Plk3;Smc2;Gja4;Gnl1;Gramd1c;G0s2;Tmem229b;Tle1;Fkbp5;Fam47e;Tnc;Tnr;Ldlr;Mamstr;Ccdc42;Col14a1;Dnajb2;P2rx5;Mthfd1l;Arrdc2;Cbfa2t3;Vasn;Slc22a4;Cited2;Sh3pxd2a;Lox;Fgfr2;Ubc;Clock;Hlf;Stard3;Lum;Micall2;Klf11;Klf12;Zbtb8a;Lrrc39;Vwa3a;Vwa3b;Fabp3;Tmem51;Mapkapk3;Foxo3;Fam13a;Bdnf;Synpo2l;Hsp90ab1;Ppm1n;Rsad1;Mapk12;Mia;Ank3;Ctps;Rcor2;Ifi30;Rassf4;Tspan9;Arsg;Plvap;Nxph3;Capn3;Arhgef26;Irf7;Nxnl2;Tnnc1;Fibp;Gprasp1;Gpr146;Hbegf;Gramd4;Igfbp6;Fam107a;Txnrd3;Inmt;Mri1;Limch1;Lsp1;Tnni3;Lman2l;Gng10;Dpf1;Nmb;Tsc22d3;Krt18;Rpusd4;Serp2;Smad7;Palld,0.18118,0.049519,-0.022996,0.117675,-0.131662,-0.213948,-0.059481,-0.047185,-0.119368,0.016148,-0.055866,-0.12597,0.017865
RELA (mouse),94,Scx;Ism1;Sphk1;Dusp8;Cdkl5;Pgm2l1;Npas4;Pcyt2;Bmf;Marcksl1;Cdc40;Rin3;Egr2;Hhip;Actr3b;Nrn1;Ypel2;Asb10;Gem;Pkdcc;Ets1;Plb1;Mknk2;Cd9;Adcy7;Plk2;Gnl1;Pqlc3;Rara;Tmem229b;Nampt;Adamtsl5;Csf1;Rab20;Col14a1;Dnajb4;Phactr3;Adamts8;Sik1;Mthfd1l;Klhdc8b;Hist3h2a;Zdhhc23;Cdk2ap1;Nol3;Rasd1;Rbm3;Chsy1;Stard3;Tmc7;Lrrc32;Tmem26;F3;Hr;Mmab;Hsp90ab1;Ide;Ccdc107;Pcsk4;Zfr;Rftn1;Per3;Per1;Pak3;Pak6;Rbm24;Lnx1;Parl;Tmem200b;Ier3;Tesc;Rel;Tm9sf1;Sema4a;Clec3b;Cys1;Cacnb2;Rcan1;Abhd11;Dhcr24;Slc24a4;Pfn1;Gpm6b;Banp;Tsc22d3;Rpusd4;Aldoa;Adrb1;Tgfb2;Rgs17;Smad6;Nr4a2;Nfkbia;Ncald,0.177212,0.053391,-0.013087,0.139654,-0.094994,-0.169112,-0.017576,-0.123821,-0.186281,-0.050849,-0.001738,-0.072502,0.067514
STAT5B (mouse),89,Abcb1b;Cdca8;Oplah;Sphk1;Bhlhe41;Fos;Rasl10b;Cdc25b;Rasl11a;Fbxo30;Bmf;Ahsa1;Unc5d;Lrrc14b;Cyp39a1;Egr2;Sphkap;Aimp2;Hsd17b7;Higd1a;Atf7ip;Rrm2;Grem2;Rnd3;Homer2;Plk3;Slc8a3;Snrpn;Yipf4;Tnc;Rab20;C1qtnf7;Hmgcs2;Pir;Phactr3;Selenbp1;Ifrd2;Hsbp1l1;Vasn;Mlf1;Cited4;Vwc2;Gsta4;Ubc;Tiparp;Axin2;Wee1;Rbm3;Pcdhga10;Pdxk;Gbp5;Hsph1;Fabp3;Scn2b;Ifi30;Art3;Arsg;Socs3;Socs2;Zbp1;Ndrg1;Ddx17;Creb3l1;Myc;Cyp1b1;Fibp;Ier3;Lpcat2;Zfp146;Sema4a;Phlda1;Dgkh;Fam107a;Abhd11;Dusp14;Asph;Tnni3;Tnnt2;Pde1c;Hist1h3e;Rhoc;Scd2;Tgfb3;Scg5;Arid5a;Dock5;Tshr;Cldn7;Palld,0.176045,0.102737,0.015073,0.185403,-0.054548,-0.130002,0.046564,-0.073307,-0.15301,0.005635,-0.065266,-0.141333,0.009625
IKZF1 (human),56,Tmem82;Baz1a;Nanos1;Vwa3a;Srsf5;Hr;Fbxo31;Tspan15;Fhl3;Rsad1;Crispld2;Ctps;Grap;Scn2b;Actr3b;Ube2g1;Pnpla2;Proca1;Capn3;Gpcpd1;Rbm14;Trib3;Samhd1;Spata24;Wsb1;Serpinf1;Slc6a6;Bloc1s1;Tesc;Pqlc3;Gramd1c;Smoc1;Sbsn;Mamstr;Cacnb2;Frmd4a;Fam107a;Rhobtb1;Klf2;Apobr;Smpdl3b;Ifrd2;Arc;Ifit3;Dpf1;Krt18;Aldoa;Cilp2;Gdf15;Nol3;Hist1h2ae;Pdzd2;Hspb1;Lonrf3;Cldn7;Pik3ip1,0.172743,0.061141,-0.03736,0.15204,-0.077627,-0.191024,0.031462,-0.111602,-0.203376,-0.011727,-0.079596,-0.174887,0.014962
RXRA (human),61,Tmem82;Upb1;Sult1a1;Cgnl1;Cdkl5;Lrg1;Rnaseh2b;Synpo2l;Adamts12;Aph1a;Fhl2;Mfsd10;C4b;Actr3b;Cd14;Tfap4;Id1;Ide;Sec14l1;Socs2;Spc24;Per1;Lax1;Nexn;Fdps;Rbm38;Fam98b;Trib3;Hnrnpm;Hspa1b;Serpine1;Nr1d1;Nr1d2;Ier3;Tet1;Gnl1;Rnf145;Gramd1c;G0s2;Fmod;Lyst;Fkbp5;Usp2;Rcan1;Pir;Xirp1;Uba52;Smpdl3b;Por;Lman2l;Ifit3;Banp;Krt18;Aldoa;Fibin;Mpp2;Gdf15;Rasd2;Usp42;Idi1;Hspd1,0.17052,0.009451,-0.092356,0.111352,-0.158341,-0.252438,-0.044635,-0.115247,-0.21168,-0.026282,0.012179,-0.066446,0.089642
CEBPD (human),54,Dpysl2;Baz1a;Pkig;C3;Tmc7;Ptgs2;Srsf5;Rasl11a;Npas4;Leo1;Xbp1;Cnksr3;Net1;Scn2b;Tspan4;Anln;Sec14l1;Pnpla2;Hsd17b7;Ndufv3;Chchd10;Narf;Nav2;Trib3;Wsb1;Sv2a;Gnl1;Trim2;Cdkn1a;Lpcat2;Snrpn;Dgkh;Ldlr;Ppef1;Cacnb2;Fam107a;Rhobtb1;Angpt2;Serpini1;Dusp18;Drd1;Arrdc4;Banp;Hist3h2a;Tppp3;Slc35f5;Stip1;Cdk2ap1;Manba;Caprin2;Usp42;Plaur;Tshr;Chsy1,0.167612,0.015063,-0.095761,0.117198,-0.152549,-0.232473,-0.046256,-0.001736,-0.108944,0.089198,-0.044609,-0.143594,0.031848
FOXA2 (mouse),62,Tmem82;Mettl7a1;Klf12;Abtb2;Sult1a1;Nanos1;Mbd2;Vwa3a;Prrx2;Zbtb16;Sap30;Srsf5;Il4ra;Lingo1;Ip6k2;Prc1;Crispld2;Herc3;Tmem86a;Net1;Nfil3;Spc24;Ypel2;Plvap;Ndufv3;Myocd;Vcan;Spata24;Wsb1;Cck;Hspa4l;Agtr1a;Trim2;Lpcat2;Ankrd23;Olfr1034;Papss2;Usp2;Ldlr;Frmd4a;S100a7a;Bag3;Angpt2;Dhcr24;Pecam1;Klf9;Dnaja4;Akap5;Antxr1;Nceh1;Tnnt2;Gpm6a;Maged2;Mlf1;Rhoc;P4ha1;Tgfb2;Wnt5a;Wnt16;Idi1;Hba-a2;Hist1h1e,0.162306,-0.031063,-0.138624,0.082319,-0.056185,-0.152451,0.042631,0.053158,-0.045611,0.16115,-0.109148,-0.227625,-0.022582
BCL6 (human),60,Lum;Zbtb8a;Tmem26;Cdkl5;Mbd2;Cenpa;Gk;Slc16a9;Fam13a;Cdc20;Ntn4;Chordc1;Egr2;Rgl1;Arsg;Zbed5;Klhl3;Ptprd;Socs3;Socs2;Dync1i2;Nanp;Filip1l;Msx2;Narf;Htra4;Nav2;Atf7ip;Ddx17;Lnx1;Fam98b;Sytl5;Fbxl22;St3gal5;Cdkn2b;Nmnat2;Snrpn;Hipk2;Dgkh;Ablim1;Usp2;Ldlr;Rcan1;S100a7a;C1qtnf7;Dhcr24;Dusp14;Clec2d;Cebpd;Arntl;Arrdc3;P4ha1;Fibin;Sgk1;Igsf8;Gsta4;Elmo1;Fbln7;Slc4a8;Hlf,0.157734,-0.005181,-0.151151,0.10747,0.047814,-0.051724,0.132245,-0.021996,-0.115094,0.086197,-0.109919,-0.20399,-0.033818
CACYBP (human),77,Haghl;Ngef;Klf12;Cryab;Jun;Lrrc32;Cdkl5;Fabp3;Lag3;Cdc25b;Ly6e;Slc25a34;Rasl11a;Kcnd3;Bdnf;Adamts10;Marcksl1;Ntrk3;Fhl3;Mfsd10;Mapk12;Mia;Ppp1r1b;Rcor2;Ifi30;Tspan4;Csrnp1;Rrad;Sec14l1;Fhod3;Nxph3;Pak6;Chchd10;Prodh;Irf7;Mknk2;Trib1;Prr7;Asb2;Flrt1;Cyp1b1;Nr1d1;Gja4;Rara;Rnf152;Timp1;Gpr146;Adamtsl5;Tle1;Sema4c;Fkbp5;Sbsn;Hmgn2;Mamstr;Abhd11;Ccdc42;Col14a1;Adra1a;Phactr3;Irx3;Apobr;Cebpb;Lsp1;Hsbp1l1;Arrdc2;Cbfa2t3;Banp;Faim2;Cilp2;Nol3;Ephx1;Nr4a2;Espn;Nr4a1;Hspb7;Cldn7;Thra,0.154538,0.014393,-0.073129,0.132214,-0.140145,-0.200316,-0.071395,-0.036888,-0.11987,0.046715,-0.129721,-0.210168,-0.033963
MAPK14 (human),60,Cdca8;Rapgef5;Lrg1;Tmem51;Hat1;Hsp90b1;Frzb;Pim3;Hsp90aa1;Osgin1;Synpo2l;Mmab;Mboat1;Ephb6;Mgp;Tmem86a;Aimp2;Ppp1r1b;Hhip;Sec14l1;Phgdh;Per2;Nanp;Thsd7a;Dpep1;Asap2;Ccnb1ip1;Higd1a;Eef2k;Grem2;Gfod1;Lnx1;Sytl5;Enpep;Ndfip1;Mthfr;Hspa4l;Cyb561;Timp1;Gprasp1;Cdkn2b;G0s2;Lpcat2;Tmem38b;Sema4a;Tceal6;C1qtnf7;Dnajb1;Drd1;Limch1;Slc46a3;Antxr1;Banp;Npy1r;Ephx1;Col6a6;Tiparp;Hspb7;Camk2b;Rbm3,0.152835,0.025442,-0.069533,0.130538,-0.127393,-0.231488,-0.034509,-0.03579,-0.122714,0.053813,-0.053581,-0.155581,0.04465
TCFAP2A (human),98,Haghl;Ngef;Slc5a3;Hes1;Hes6;Klf11;Klf12;Fermt2;Pdgfb;Ism1;Sphk1;Dusp8;Bhlhe40;Bhlhe41;Cgnl1;Fos;Spsb1;Kcna2;Foxo3;Has3;Kcnd3;Pfkfb3;Hsp90aa1;Lingo1;Mfsd10;Mapk12;Cpne5;Foxf1;Ppp1r1b;Rcor2;Tspan4;Mrps6;Tfap4;Kcns3;Nrn1;Sdc3;Pcsk4;Nfil3;Per3;Per2;Dpy19l3;Mnt;Inhbb;Mxd4;Pkdcc;Cacna1d;Galnt6;Cav1;Rbm24;Grk5;Wnt4;Rrm2;Prr7;Cygb;Nxnl2;Nr1d2;Xkr4;Rnf145;Prdm16;Rnf152;Plcb1;Tle1;Hipk2;Dgkd;Rcan1;Spire1;Irs2;Ankrd12;Dusp10;Irx3;Klf4;Dnaja4;Sik1;Pfn1;Cbfa2t3;Slc22a4;Pde1c;Twist2;Patz1;Sgk1;Zdhhc23;Atp1b1;Pde7a;Zfp36l2;Rasd1;Rasd2;Smad7;Smad6;Caprin2;Usp42;Fgfr2;Dock5;Espn;Nr4a1;Wee1;Spry1;Camk2b;Chsy1,0.151709,-0.090707,-0.164497,0.000521,-0.152042,-0.228867,-0.073787,-0.067463,-0.138679,0.014791,-0.000333,-0.088202,0.083823
SNAI2 (human),72,Haghl;Tmem82;Ier5l;Lxn;Tmc7;Nanos1;Spsb1;Kcna2;Prrx2;Ly6e;Slc25a34;Hsp90b1;Has3;Pcyt2;Pim3;Osgin1;Myo10;Epb41;Scn2b;Rassf2;Tspan9;Il16;Sec14l1;Tcap;Pnpla2;Lax1;Plvap;Atoh8;Pak6;Eef2k;Ttc22;Lnx1;Tef;Creb3l1;Serpinf1;Nr1d1;Slc6a6;Tesc;Nmnat2;Cdkn1a;Ankrd23;Dgkd;Hmgn2;Igfbp2;Ppef1;Mamstr;Cacnb2;Ankrd12;S100a7a;Abhd11;Txnrd3;Phactr3;Apobr;Uba52;Smpdl3b;Lsp1;Prr5l;Tub;Ifrd2;Nceh1;Dpf1;Tsc22d3;Tlr2;Tgfbi;Nol3;Hfe;Rasd2;Ncald;Dbp;Lonrf1;Pik3ip1;Camk2b,0.150153,0.017713,-0.056233,0.116206,-0.13244,-0.225849,-0.040516,-0.002178,-0.09867,0.090284,-0.132368,-0.233207,-0.019584
SNAI1 (human),72,Haghl;Tmem82;Ier5l;Lxn;Tmc7;Nanos1;Spsb1;Kcna2;Prrx2;Ly6e;Slc25a34;Hsp90b1;Has3;Pcyt2;Pim3;Osgin1;Myo10;Epb41;Scn2b;Rassf2;Tspan9;Il16;Sec14l1;Tcap;Pnpla2;Lax1;Plvap;Atoh8;Pak6;Eef2k;Ttc22;Lnx1;Tef;Creb3l1;Serpinf1;Nr1d1;Slc6a6;Tesc;Nmnat2;Cdkn1a;Ankrd23;Dgkd;Hmgn2;Igfbp2;Ppef1;Mamstr;Cacnb2;Ankrd12;S100a7a;Abhd11;Txnrd3;Phactr3;Apobr;Uba52;Smpdl3b;Lsp1;Prr5l;Tub;Ifrd2;Nceh1;Dpf1;Tsc22d3;Tlr2;Tgfbi;Nol3;Hfe;Rasd2;Ncald;Dbp;Lonrf1;Pik3ip1;Camk2b,0.150153,0.017713,-0.056233,0.116206,-0.13244,-0.225849,-0.040516,-0.002178,-0.09867,0.090284,-0.132368,-0.233207,-0.019584
TCF3 (human),72,Haghl;Tmem82;Ier5l;Lxn;Tmc7;Nanos1;Spsb1;Kcna2;Prrx2;Ly6e;Slc25a34;Hsp90b1;Has3;Pcyt2;Pim3;Osgin1;Myo10;Epb41;Scn2b;Rassf2;Tspan9;Il16;Sec14l1;Tcap;Pnpla2;Lax1;Plvap;Atoh8;Pak6;Eef2k;Ttc22;Lnx1;Tef;Creb3l1;Serpinf1;Nr1d1;Slc6a6;Tesc;Nmnat2;Cdkn1a;Ankrd23;Dgkd;Hmgn2;Igfbp2;Ppef1;Mamstr;Cacnb2;Ankrd12;S100a7a;Abhd11;Txnrd3;Phactr3;Apobr;Uba52;Smpdl3b;Lsp1;Prr5l;Tub;Ifrd2;Nceh1;Dpf1;Tsc22d3;Tlr2;Tgfbi;Nol3;Hfe;Rasd2;Ncald;Dbp;Lonrf1;Pik3ip1;Camk2b,0.150153,0.017713,-0.056233,0.116206,-0.13244,-0.225849,-0.040516,-0.002178,-0.09867,0.090284,-0.132368,-0.233207,-0.019584
ZNF148 (human),93,Cryab;Pdgfb;Dusp8;Bhlhe40;Kcnc4;Cdc25b;Ly6e;Kcnd3;Marcksl1;Ntrk3;Cirbp;Mfsd10;Rrad;Tcap;Asb10;Cacna1d;Mknk2;Cck;Flrt1;Nr1d1;Nr1d2;Xkr4;Gja4;Prdm16;Timp1;Dhrs3;Cdkn1a;Adamtsl5;Mamstr;Ccdc42;Phactr3;Cebpb;Haus8;Hsbp1l1;Cbfa2t3;Vasn;Faim2;Nol3;Efna1;Cdh16;Haghl;Ngef;Pdxk;Hes1;Klf12;Tmem51;Prrx2;Zbtb16;Slc25a34;Hr;Has3;Bdnf;Lingo1;Mboat1;Fhl3;Mapk12;Ppp1r1b;Wnk4;Rcor2;Ifi30;Tspan4;Proca1;Rbm24;Prr7;Hspa1a;Asb2;Serpine1;Mthfr;Pax1;Cyb561;Rnf152;Gpr146;Sbsn;Igfbp6;Abhd11;Cdk6;Dusp16;Lsp1;Tnni3;Pfn1;Eif5a2;Acvrl1;Adrb1;Mapre2;Tgfbi;Ephx1;Pdia6;Nr4a2;Espn;Nr4a1;Hspb7;Cldn7;Camk2b,0.148436,-0.024807,-0.103133,0.040148,-0.173243,-0.235534,-0.108504,-0.043852,-0.127697,0.034666,-0.092199,-0.188345,0.012259
JUN (mouse),74,Cryab;Cdca8;Sult1a1;Jun;Dusp1;Dusp8;Hoxc10;Mecom;Srsf5;Dlx6;Ccdc85b;Hhip;Actr3b;Nexn;Rem1;Gem;Cytl1;Trib1;Gng2;Nr1d1;Gja4;Phf19;Cdkn2b;Sncaip;Nampt;Hipk2;Pf4;Ablim1;Frmd4a;Dnajb4;Phactr3;Adamts1;Mthfd1l;Mlf1;Vwc2;Trp53bp1;Idi1;Dbp;Wee1;Hlf;Rbm3;Stard4;Tmc7;Hat1;Mmab;Hsp90ab1;Ppp1r3a;Rassf4;Tnfrsf12a;Tg;Csdc2;Lmcd1;Per1;Errfi1;Dpep1;Ndufv3;Pak3;Pak6;Galnt6;Gpcpd1;Wsb1;Hspa1a;Tigd4;Rel;Cys1;Efhc2;Gpm6b;Pde1c;Banp;Aldoa;Adrb1;Cilp2;Espn;Ncald,0.147747,0.024699,-0.063783,0.116203,-0.123048,-0.225344,-0.047771,-0.047304,-0.126969,0.03576,-0.033694,-0.134446,0.048923
TBP (human),116,Vps13a;Pdgfb;Nkx3-1;Egln3;Cenpa;Ndst3;Gmnn;Itga4;Ahsa1;Cyp39a1;Net1;Il16;Klhl3;Phgdh;Cacybp;Tcap;Pclo;Thsd7a;Filip1l;Tfap2b;Nexn;Msx2;Narf;Htra4;Myocd;Nav2;Etv5;Trib3;Fam120c;Smc2;Gramd1c;Btg1;Cdkn2c;Cdkn1a;Slc8a1;Slc8a3;Hipk2;Rab36;Fkbp5;Tnc;Ablim1;Usp2;Srgap3;Pir;Cpt1a;Ccdc60;Ifrd2;Pdk4;Mlf1;Zdhhc23;Lmo4;Bambi;Ubc;Dcn;Mlph;Hlf;Hsph1;Lrrc32;Peli1;Sap30;Foxo3;Fam13c;Fam13a;Bdnf;Synpo2l;Me3;Mylk4;Upp2;Kif20b;Ppp1r3a;Chordc1;Capsl;Rassf2;Id1;Uspl1;Socs2;Rftn1;Creg2;Scara5;Ndrg1;Pak3;Pak6;Arhgef26;Mmp3;Mast4;Daam1;Lama2;Hmgcr;Samhd1;Asb5;Slc16a10;Tet1;Gipc2;Tmem140;Cacnb2;Efhd2;Cdk6;Klf9;Asph;Clec2d;Cdo1;Slc46a3;Abra;Gpm6a;Fibin;Sgk1;Npy1r;Pde7a;Rgs17;Manba;Ncald;Hist1h1e;Pde4b;Pik3ip1;Spry1;Hspd1,0.147679,0.072136,-0.011049,0.150659,-0.061021,-0.126268,-0.002421,-0.015189,-0.086035,0.050041,-0.075542,-0.139411,-0.0163
MYC (mouse),98,Abcb1b;Atf4;Bhlhe40;Bhlhe41;Srsf5;Ccdc85b;Myo10;Actn2;Crispld2;Fam78b;Cnksr3;Net1;Neu2;Mxd4;Cacna1d;Plb1;Myocd;Atf7ip;Gfod1;Homer2;Tef;Fbxl22;Bloc1s1;Trp53inp1;Gnl1;Snrpn;Fkbp5;Tceal6;Usp2;C1qtnf7;Apobr;Ifrd2;Arrdc4;Zdhhc23;Hist1h2ae;Cdh16;Fgfr2;Wee1;Defb25;Chsy1;Ngef;Pdxk;Hes1;Klf11;Klf15;Lxn;Lefty1;Hat1;Mapkapk3;Foxo3;Pipox;Pfkfb3;Bdnf;Ky;Mboat1;Rsad1;Ppp1r3b;Commd8;Ppp1r1b;Rassf3;Socs2;Per1;Mnt;Atoh8;Capn3;Pak6;Irf7;Lnx1;Wsb1;Mthfr;Ier3;Agtr1a;Gipc2;Cyb561;Rnf145;Zfp146;Dgkg;Olfr1034;Igfbp2;Cyp4f14;Ankrd12;Inmt;Klf4;Klf9;Rhebl1;Pfn1;Eif5a2;Chac1;Manf;Nceh1;Patz1;Rpusd4;Elmo1;Tmem108;Ect2l;Hspa8;Cmtm6;Hspd1,0.146629,0.032398,-0.04583,0.104636,-0.114231,-0.196307,-0.036769,-0.021027,-0.100532,0.035772,-0.053238,-0.127225,0.016379
CREB1 (human),111,Atf3;Ism1;Dusp1;Dusp8;Hoxc10;Dgat2;Fos;Ndst3;Cdc25b;Fbxo31;Ahsa2;Trim58;Kcnk3;Unc5b;Epb41;Aimp2;Hhip;Sec14l1;Phgdh;Thsd7a;Htra4;Nav2;Tef;St3gal5;Nr1d2;Rara;Gramd1c;Cdkn2c;Angptl4;Lyst;Ablim1;Usp2;Mamstr;Angpt4;Dnajc1;Selenbp1;Dnaja4;Wdr6;Ifrd2;Sik1;Arrdc2;Cbfa2t3;Rab6b;Zcchc24;Gsta4;Hist1h2ae;Caprin2;Tiparp;Lrrtm3;Lonrf1;Rbm3;Fabp3;Spsb1;Ptgs2;Gk;Mapkapk3;Foxo3;Fam13a;Hsp90ab1;Ank3;Scn2b;Art3;Tspan4;Id1;Penk;Sertad3;Dpep1;Klhl31;Capn3;Pak3;Gpcpd1;Asb2;Serpinf1;Ier3;Rel;Rnf152;Fmo4;Fmod;Sema4a;Sema4c;Dgkd;Clec3b;Acss1;Nkx6-1;Igfbp6;Cacnb2;Rcan1;Spire1;Fam107a;Txnrd3;Inmt;Dusp16;Dusp10;Klf4;Lsp1;Arc;Tnnt2;Dpf1;Glul;Tsc22d3;Aldoa;Cilp2;Elmo1;Pde7a;Stil;Nr4a2;Dock5;Espn;Nr4a1;Spry1;Camk2b,0.146496,0.008204,-0.07033,0.100125,-0.07196,-0.143199,-0.006199,-0.131159,-0.190292,-0.068737,0.015337,-0.046734,0.089485
MAX (human),110,Atf3;Dpysl2;Pdgfb;Bhlhe40;Bhlhe41;Cdkl5;Dgat2;Bik;Hsp90b1;Kcnd3;Unc5d;Hnrnpa1;Actn2;Crispld2;Epb41;Il16;Nrn1;Sec14l1;Nfil3;Herpud1;Narf;Cacna1d;Ttc22;Grk5;Rrm2;Trib1;Cck;Tef;Fam120c;Nr1d2;Gnl1;G0s2;Angptl4;Tmem229b;Angptl2;Slc8a3;Tmem38b;Snrpn;Fkbp5;Insig1;Cpt1a;Selenbp1;Dnaja1;Arrdc4;Slc22a4;Maged2;Sipa1l3;Rasd2;Efna1;Cdh16;Tiparp;Axin2;Idi1;Wee1;Clock;Haghl;Upb1;Ngef;Slc5a3;Hes1;Klf11;Klf15;Hsph1;Fabp3;Tmem51;Foxo3;Has3;Lingo1;Me3;Fhl2;Upp2;Ppp1r3b;Commd8;Ppp1r1b;Tspan9;Ccdc107;Per3;Per1;Fhod3;Rgs2;Rbm38;Eepd1;Prr7;Asb2;Serpine1;Mthfr;Slc6a6;Cyb561;Rnf145;Gpr146;Ankrd23;Enkur;Dgkg;Sbsn;Ankrd12;Dusp10;Asph;Slc24a4;Pfn1;Eif5a2;Tnnt2;Patz1;Tppp3;Rpusd4;Aldoa;Mapre2;Rgs17;Smad6;Palld;Hspd1,0.138803,0.03489,-0.033882,0.119264,-0.103913,-0.16401,-0.037094,-0.040933,-0.100332,0.01304,-0.020445,-0.083781,0.054453
TFAP2C (human),76,Ngef;Pdxk;Micall2;Hes1;Hes6;Klf11;Pdgfb;Kcnc4;Fabp3;Cdc25b;Kank4;Pipox;Osgin1;Acp6;Ephb6;Actn2;C4b;Herc3;Sphkap;Wnk4;Hivep3;Tspan4;Il16;Ube2g1;Anln;Tfap4;Csrnp1;Per2;Tcap;Slc1a4;Gem;Narf;Slc41a1;Ets1;Eef2k;Myocd;Bmp2;Irf7;Ttc22;Wnt4;Prr7;Wsb1;Homer2;Ahnak;Adcy7;Myc;Ier3;Pqlc3;Cyb561;Gpr146;Slc8a3;Ckb;Dgkh;Ablim1;Cacnb2;Insig1;Serpini1;Mri1;Cpt1a;Cebpb;Eif4a1;Prr5l;Cbfa2t3;Vasn;Arc;Pde1c;Patz1;Acvrl1;Mpzl1;Rasd1;Caprin2;Cdh16;Espn;Nfkbia;Lonrf3;Hspd1,0.137705,0.011443,-0.088022,0.098114,-0.126262,-0.206911,-0.050757,-0.080851,-0.154698,-0.002169,-0.040783,-0.129677,0.047464
HOXD9 (human),78,Cryab;Gata3;Sult1a1;Gmnn;Ntrk3;Xbp1;Net1;Sec14l1;Pclo;Gem;Ccnb1ip1;Eef2k;Cytl1;Myocd;Cck;Hnrnpd;Ndfip1;Plk3;Rara;Ckb;Tmem38b;Snrpn;Tceal6;Pir;Arrdc3;Ifit3;Cited2;Cdk2ap1;Hlf;Lin9;Hes1;Zbtb8a;Hsph1;Lefty1;Vwa3b;F3;Ptgs2;Fam13c;Bdnf;Lingo1;Fhl2;Fhl3;Ptprz1;Upp2;Rassf2;Id4;Ano1;Creg2;Dpep1;Rgs2;Mmp3;Bmp2;Tbc1d1;Lama2;Asb5;Ahnak;Nxnl2;Prss12;Rel;Rnf145;Fmo1;Fmo2;Plcb1;Enkur;Dgkh;Ndp;Dhcr24;Uba52;Prr5l;Nceh1;Pde1c;Smad6;Nr4a2;Hspb1;Hist1h1c;Tshr;Palld;Chchd6,0.136289,0.00524,-0.088785,0.087194,-0.071633,-0.15684,0.019102,-0.131049,-0.203903,-0.049623,-0.025315,-0.122924,0.060375
SP3 (mouse),68,Optc;Fez1;Abtb2;Hyou1;Cryab;Kcnb1;Mmp14;Rapgef5;Lrrc39;Egln3;Bdnf;Lingo1;Ephb6;Actn2;Mgp;Kif20b;Ank3;Cnksr3;Pcsk4;Socs3;Neu2;Bbs5;Per3;Plb1;Mt1;Irf7;Lasp1;Ddx17;Maml3;Nxnl2;Kitl;Pax1;Sulf1;Angptl2;Sema4a;Fkbp5;Tceal6;Hmgn2;Serpini1;Phactr3;Dnaja1;P2rx5;Adamts1;Tnni3;Slc46a3;Glrx;Antxr1;Cbfa2t3;Por;Twist2;Sgk1;Cited2;Gse1;Rab6b;Mapre2;Scd2;Gdf15;Lmo4;Npy1r;Fas;Lpl;Espn;Ubc;Hspa5;Hba-a1;Ncald;Dcn;Ddit3,0.135051,0.018672,-0.066303,0.111046,-0.087522,-0.188542,-0.006212,-0.116379,-0.193431,-0.037546,-0.042572,-0.127918,0.04641
