gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
IKZF1 (human),17,Cox4i2;Pnpla2;Vmo1;Rarres1;Spata24;Fam107a;Rhobtb1;Klf2;Smpdl3b;Adamts4;Ifit3;Cst6;Cabp1;Aldh3b1;Agap2;Hspb1;Pik3ip1,0.624069,0.429137,0.093808,0.772069,-0.194931,-0.56051,0.223313,-0.095593,-0.331072,0.180289,-0.191992,-0.479689,0.164578
HOXD9 (human),30,Bok;Enpp2;Ccnb1ip1;Cytl1;Coch;Arrdc3;Ifit3;Sorbs1;Postn;Hlf;Hsph1;Lefty1;Cyp2e1;Lingo1;Pabpc1l;Fhl2;Creld2;Camkk2;Taf1c;Mmp3;Psrc1;Fmo1;Fmo2;Rspo1;Dhcr24;Uba52;Aspa;Slc24a5;Sema3e;Hspb1,0.618024,0.483136,0.231566,0.704705,-0.134888,-0.351523,0.043908,-0.031726,-0.250639,0.152239,-0.055546,-0.256113,0.180486
SP3 (human),33,Klf11;Bhlhe41;Hsd11b2;Tmem52;Pigz;Cxcl12;Slc27a1;Sh3bp2;Slc9a3r1;Lepr;Lingo1;Fndc5;Cpne7;Foxf1;Tspan4;Per3;Wnt4;Cbs;Sox12;Tef;Cyp1b1;St3gal4;Nr1d2;Bcam;Prdx6;Cdh4;Ankrd12;Ezr;Glul;Atp1b1;Rasd2;Wee1;Nt5dc2,0.580289,0.382417,0.169818,0.605185,-0.154371,-0.371136,0.059743,-0.197872,-0.3746,-0.011892,0.046001,-0.161815,0.239155
FOXA1 (mouse),33,Plscr2;Smpd3;Hprt;Ece1;Nfil3;Pld1;Trdmt1;Gfod2;Xlr;Tmem229b;Fkbp5;Ifit1;Sorbs1;Cst6;Wif1;Postn;Wee1;Fabp4;Ccl8;Zfp119b;Stbd1;Isg15;A4galt;Rgs7;Bmp4;Pik3r3;Fmo3;Esrrg;Notch4;Kcnj15;Uba52;Sash1;Arhgap20,0.574187,0.332298,0.093206,0.545734,-0.069018,-0.224468,0.163639,0.015659,-0.175154,0.224389,-0.241888,-0.428708,-0.094979
NR2F1 (mouse),19,Larp6;Plscr2;Jam2;Tspan4;Nfil3;Fam174b;Pld1;Wnt2;Cry1;Xlr;Ahsg;Cdkn1a;Serpina3c;Smpdl3b;Manf;Ifit3;Pdk4;Gsta3;Megf10,0.566511,0.430399,0.169122,0.67881,0.053844,-0.21836,0.400751,-0.136112,-0.412249,0.176827,-0.032994,-0.290481,0.188646
RORB (mouse),19,Larp6;Plscr2;Jam2;Tspan4;Nfil3;Fam174b;Pld1;Wnt2;Cry1;Xlr;Ahsg;Cdkn1a;Serpina3c;Smpdl3b;Manf;Ifit3;Pdk4;Gsta3;Megf10,0.566511,0.430399,0.169122,0.67881,0.053844,-0.21836,0.400751,-0.136112,-0.412249,0.176827,-0.032994,-0.290481,0.188646
NR5A1 (human),28,Hpgd;Hsd11b2;Rasl11a;St5;Chordc1;Adcyap1r1;Herpud1;Vmo1;Ccnb1ip1;Rgs7;Clmp;Xylt1;Plac8;Eln;G0s2;Fmo1;Fmo2;Dhrs3;Aifm3;C1qtnf3;Angpt2;Sema3e;Arrdc4;Tns3;Sorbs1;Dock10;Diaph3;Aldh3b1,0.55575,0.348715,0.130844,0.594397,-0.002924,-0.19998,0.252533,-0.207036,-0.461179,0.0186,0.074031,-0.124964,0.285341
PCBP1 (human),33,Klf11;Bhlhe41;Kcna2;Tmem52;Pigz;Slc27a1;Sh3bp2;Lepr;Lingo1;Egr3;Foxf1;Tspan4;Per3;Camkk2;Wnt4;Add2;Cbs;Sox12;Tef;Cyp1b1;St3gal4;Nr1d2;Prdx6;Stmn1;Cdh4;Ankrd12;Ezr;Glul;Nme3;Atp1b1;Dbp;Wee1;Nt5dc2,0.55376,0.356654,0.107727,0.584795,-0.197105,-0.403894,-0.002492,-0.16092,-0.317989,0.010691,0.023768,-0.147571,0.210909
SP1 (human),38,Klf11;Bhlhe41;Hsd11b2;Tmem52;Pigz;Slc27a1;Sh3bp2;Lepr;Lingo1;Lcn8;Fndc5;Cpne7;Egr3;Foxf1;Ppp1r1b;Tspan4;Nfil3;Per3;Marveld1;Wnt4;Cbs;Sox12;Tef;Cyp1b1;St3gal4;Nr1d2;Prdx6;Stmn1;Ankrd12;Tnnt2;Ezr;Glul;Nme3;Atp1b1;Rasd2;Dbp;Wee1;Nt5dc2,0.549213,0.393343,0.148159,0.597101,-0.15587,-0.349079,0.056465,-0.09147,-0.251993,0.072026,0.054549,-0.145399,0.22136
CREB1 (human),49,Ch25h;Cilp;Dgat2;Mbd1;Cdc25b;Slc10a6;Vmo1;Htra4;Pld1;Trdmt1;Tef;Nr1d2;Angptl4;Aifm3;Pgf;Selenbp1;Magt1;Gsta4;Lonrf1;Rbm3;Fabp4;Smtnl2;Tmem52;Has1;Fam13a;Spon2;Tspan4;Ctsk;Isg15;Acaa2;Il6;Sox12;Stmn1;Fmo4;Ccl11;Fam107a;Inmt;Itpr3;Tnnt2;Ptgfr;Glul;Tsc22d3;Fam180a;Aldh3a1;Csf2ra;Aldh3b1;Arap2;Camk2b;Nt5dc2,0.547189,0.392542,0.20464,0.633934,-0.154646,-0.343411,0.023564,-0.141878,-0.308672,0.021253,-0.020234,-0.18959,0.122255
MYC (mouse),39,Hpgd;Bhlhe41;Piwil2;Cbs;Tef;Fkbp5;Pgf;Arrdc4;Magt1;Wee1;Klf11;Klf15;Lefty1;Ky;Cox4i2;Ppp1r1b;Pcsk6;Socs2;Ctsk;Snx8;Per1;Camkk2;Taf1c;Acaa2;A4galt;Pla2g2e;Psrc1;Prdx6;Stmn1;Cyb561;Ankrd12;Efhd1;Inmt;Sord;Itpr3;Manf;Ezr;Fastkd3;Hspa8,0.518462,0.279763,0.103477,0.453352,-0.238699,-0.425442,-0.040431,-0.022667,-0.171677,0.151721,0.048356,-0.139785,0.263465
IRF8 (human),32,Slco3a1;Txnip;Ece1;Enpp6;Nr1d1;Nr1d2;Angptl4;Hmgn2;Angpt2;Mab21l2;Por;Ifit1;Sorbs1;Lmo2;Lox;Cabp1;Megf10;Hlf;Hsph1;Cyp2e1;Rnaseh2b;Fndc5;Foxf1;Prg4;Tspan4;Isg15;Klhl13;Vcan;Cntfr;Emb;Igfbp3;Nt5dc2,0.517439,0.406669,0.224801,0.614347,-0.11077,-0.304851,0.129333,0.102304,-0.092185,0.288901,-0.092906,-0.269602,0.08294
GLI2 (human),38,Chst1;Mbd1;Kcna2;Zbtb16;Cdc25b;Cxcl12;Npas2;Jam2;Trim67;Cirbp;Ttc39b;Chordc1;Adcyap1r1;Tspan4;Ano2;Per1;Tcap;Acaa2;Rgs7;Pik3r3;Rasgef1b;Wnt2;Ptx3;Add2;Cbs;Tef;Nr1d2;Plac8;Gja4;Erf;Itpr3;Selenbp1;Smpdl3b;Sorbs1;Lrrn4cl;Dock10;Dbp;Wee1,0.504885,0.281288,0.060275,0.489442,-0.223597,-0.395513,-0.036134,-0.071819,-0.253825,0.125244,-0.032687,-0.218691,0.175969
TEAD2 (human),36,Tmem51;Pigz;Cdc25b;Rasl11a;Tnfrsf25;Fhl2;Ephb2;St5;Egr3;Ppp1r1b;Tspan4;Creld2;Nfil3;Per3;Chchd10;Marveld1;Wnt4;Sox12;Cntfr;Eln;Angptl4;Gpr146;Esrrg;Cys1;Cacnb4;Coch;Sost;Ezr;Sorbs1;Dock10;Cabp1;Aldh3b1;Hspb7;Clock;Camk2b;Nt5dc2,0.501846,0.241772,0.018808,0.43449,-0.0498,-0.234703,0.153047,0.04417,-0.176157,0.256526,-0.260074,-0.484929,-0.052199
GATA3 (human),43,Rasl11a;Slc9a3r1;Bok;Ece1;Adcyap1r1;Enpp2;Htra4;Cytl1;Cry1;Tef;Plac8;Aifm3;Fkbp4;Dnaja1;Mthfd1l;Svil;Wif1;Lpl;Plaur;Hsd11b2;F13a1;Psmb8;Sh3bp2;Has1;Slc38a1;Prg4;Creld2;Ano2;Isg15;Klhl13;Rgs7;Cpt2;Fmo3;Sema3e;Ezr;Fam180a;Arhgap18;Csf2ra;Plcxd3;Aldh3b1;Hspa5;Hspb7;Cxcl5,0.499314,0.416888,0.239215,0.606058,-0.067708,-0.223882,0.103709,-0.082427,-0.250145,0.057988,-0.048749,-0.243992,0.123303
USF1 (human),47,Larp6;Klf11;Klf15;Hsph1;Bhlhe41;Myoc;Mbd1;Tmem51;Psmb8;Slc27a1;Sh3bp2;Fam13a;Me3;Ece1;Egr3;Ppp1r1b;Per3;Per1;Herpud1;Cd55;Fam174b;Rgs7;Cbs;Tef;Serpine1;St3gal4;Nr1d2;Stmn1;Cyb561;G0s2;Tmem229b;Angptl2;Fkbp5;Igfbp3;Ankrd12;Rhobtb1;Cpt1a;Selenbp1;Dnaja1;Apoc1;Tnnt2;Csf2ra;Aldh3b1;Cxcl2;Wee1;Nt5dc2;Rbm3,0.499084,0.331194,0.196815,0.510715,-0.16789,-0.329235,0.021198,0.021748,-0.112302,0.170247,0.054342,-0.11538,0.222623
ETV4 (mouse),31,Plscr2;Mmp14;Kcna6;Smpd3;Tcap;Htra4;Etv4;Tef;Plac8;Hmgcs2;Angpt2;Lyz2;Hmcn1;Ifit3;Lmo2;Gap43;Clock;Hlf;Lepr;Ctla2a;Ccl2;Socs2;Per1;Fmo3;Ccl11;Cacnb4;Rhobtb1;Tsc22d3;Npy1r;Aldh3a1;Ncam1,0.498039,0.373433,0.170149,0.587627,-0.115505,-0.301415,0.056585,-0.124606,-0.339633,0.05198,0.045012,-0.178104,0.296343
HIF1A (human),22,Vmo1;Htra4;Coq10b;Fkbp5;Vgll3;Ifit1;Magt1;Cst6;Rnaseh2b;Hp;Leo1;Fam13a;Acaa2;Psrc1;Serpine1;Cyb561;Efhd1;Aspa;Fam180a;Hspa5;Arap2;Camk2b,0.491728,0.382665,0.06391,0.662519,-0.109063,-0.35231,0.076014,0.061994,-0.25616,0.323423,0.021183,-0.208624,0.251071
ATF2 (human),32,Lum;Plscr2;Dgat2;Cdc25b;Sh3bp2;Ece1;Per2;Ccnb1ip1;Htra4;Klhl13;Gfod2;Add2;Sytl5;Nr1d2;Timp4;Fmo2;Cacnb4;Erf;C1qtnf3;Angpt2;Tnmd;Slc24a5;Sema3e;Hmcn1;Glul;Fam180a;Diaph3;Ncam1;Dbi;Top1mt;Gap43;Rbm3,0.485663,0.335462,0.091927,0.57692,-0.138816,-0.317687,0.078464,-0.150201,-0.330674,0.066218,-0.074049,-0.32277,0.114718
ETS2 (human),35,Prex1;Mbd1;Smtnl2;Tmem51;Osgin1;Dbf4;Txnip;Ccl7;Ctsk;Enpp6;Rgs7;Mmp3;Bmp4;Marveld1;Hspa1b;Adm;Angptl4;Notch4;Apoc1;Slc24a5;Adamts4;Sost;Hmcn1;Ifit3;Lrrn4cl;Ptn;Lmo2;Sash1;Postn;Diaph3;Lox;Usp54;Csf2ra;Dbi;Dtx4,0.483341,0.277973,0.068996,0.459089,0.009597,-0.169946,0.190734,0.052486,-0.13779,0.240281,-0.205368,-0.405191,0.0579
TCFAP2A (human),34,Prex1;Klf11;Bhlhe41;Slco3a1;Kcna2;Pigz;Sh3bp2;Kcnd3;Hsp90aa1;Lingo1;Cpne7;Egr3;Foxf1;Ppp1r1b;Tspan4;Nfil3;Per3;Per2;Camkk2;Acaa2;Wnt4;Cbs;Cntfr;Nr1d2;Prdx6;Cdh4;Ankrd12;Itpr3;Ezr;Atp1b1;Rasd2;Wee1;Camk2b;Nt5dc2,0.480332,0.303033,0.071581,0.522981,-0.177299,-0.367915,0.042945,-0.141718,-0.305198,0.012959,0.058027,-0.14529,0.273669
MIB2 (human),30,Hsd11b2;Tmem51;Tmem52;Smpd3;Slc27a1;Sh3bp2;Slc9a3r1;Trim67;Tnfrsf25;Ece1;Fndc5;Gspt2;Tspan4;Per1;Taf1c;Bmp4;Wnt2;Spata24;Cntfr;St3gal4;Eln;Fmo3;Gpr146;Aifm3;Fkbp4;Aspa;Lrrn4cl;Dpp4;Camk2b;Rbm3,0.466471,0.344564,0.04988,0.606059,-0.031567,-0.23042,0.199018,-0.121908,-0.36495,0.051137,-0.004852,-0.240202,0.208573
NR3C1 (human),37,Slc27a1;Ccnb1ip1;Cytl1;Dhrs3;Angptl7;Tmem229b;Cdkn1a;Adamtsl2;Aifm3;Fkbp5;Tlr4;Svil;Cst6;Atp1b1;Top1mt;Cldn1;Sncg;Hsd11b2;Cyp2e1;Dbf4;Fhl2;Fndc5;Ppp1r1b;Ctsk;Mmp3;Bmp4;Wnt4;Cntfr;Fmo4;Cacnb4;Notch4;Sema3e;Sost;Ddit4l;Sash1;Slc2a1;Aldh3b1,0.46604,0.341519,0.121881,0.550213,-0.124521,-0.337592,0.108531,-0.068853,-0.280574,0.126908,-0.022586,-0.18867,0.176851
JDP2 (human),28,Hsph1;Sh3bp2;Fam13a;Gria4;Ece1;Gspt2;Per2;Tcap;Nxph1;Ccnb1ip1;Vcan;Pld1;Marveld1;Cbs;Stmn1;Fmo3;Kcnj15;Sema3e;Sost;Mthfd1l;Arrdc4;Lrrn4cl;Cabp1;Csf2ra;Aldh3b1;Hspb1;Clock;Rbm3,0.460751,0.307626,0.069968,0.537776,-0.129169,-0.353886,0.068803,-0.153124,-0.374589,0.105206,-0.076552,-0.27443,0.143513
TEAD4 (human),42,Klf11;Klf15;Bhlhe41;Hsd11b2;Tcp11l2;Cox6b2;Tmem52;Zbtb16;Sh3bp2;Slc9a3r1;Lepr;Nova1;St5;Fndc5;Cpne7;Egr3;Ppp1r1b;Adcyap1r1;Tspan4;Camkk2;Cbs;Tef;St3gal4;Nr1d2;Bcam;Prdx6;Stmn1;Cyb561;Adm;Angptl4;Erf;Ankrd12;Itpr3;Dnaja1;Arntl;Ezr;Nme3;Atp1b1;Dbp;Top1mt;Camk2b;Nt5dc2,0.460603,0.376469,0.171592,0.581338,-0.066158,-0.23125,0.118962,-0.084134,-0.223189,0.096821,0.037768,-0.146669,0.236594
IRF8 (mouse),38,Mettl7a1;Mthfd2;Spp1;Slc9a3r1;Dlx6;Txnip;Egr3;Adcyap1r1;Ifi205;Tbx20;Pld1;Cyp26b1;Rasgef1b;Gfod2;Cbs;G0s2;Cdkn1a;Deptor;Selenbp1;Dnaja1;Ifit1;Lmo2;Lonrf1;Wee1;Cadm1;Tmem51;Psmb8;Hp;Isg15;Klhl13;Rgs7;Wnt2;Tmem14a;Cacnb4;Notch4;Cutc;Sash1;Dtx4,0.460211,0.382851,0.196512,0.588925,-0.07736,-0.239446,0.0754,0.05303,-0.09809,0.189781,0.026904,-0.147304,0.202012
AHR (human),38,Hsph1;Bhlhe41;Dgat2;Slc27a1;Sh3bp2;Kcnd3;Slc9a3r1;Hsp90aa1;Cox4i2;Me3;Ttc39b;Tspan4;Creld2;Pcsk6;Nfil3;Herpud1;Taf1c;Cytl1;Vcan;Pik3r3;Psrc1;Cry1;Cyb561;Angptl4;Adamtsl2;Dio2;Igfbp3;Esrrg;Tnnt2;Ezr;Ifit3;Npy1r;Wif1;Aldh3a1;Slc2a1;Hlf;Camk2b;Nt5dc2,0.449278,0.291384,0.105857,0.523977,0.10714,-0.053556,0.277502,-0.157894,-0.327021,0.022718,-0.097351,-0.302345,0.07769
ELF3 (human),42,Hsd11b2;Slco3a1;Tmem52;S100a4;Sh3bp2;Slc38a1;Hsp90aa1;Tnfrsf25;Lcn8;Ece1;Ccl2;Fndc5;Adcyap1r1;Gspt2;Per1;Stbd1;Cytl1;Mmp3;Tnfaip2;Marveld1;Cpt2;St3gal4;Pax1;Adm;Fmo4;Dhrs3;Angptl4;Ccl11;Aifm3;Fkbp5;Pgf;Itpr3;Slc24a5;Adamts4;Aqp1;Rhoc;Sorbs1;Lrrn4cl;Cxcl2;Dbp;Top1mt;Camk2b,0.449243,0.282744,0.094432,0.524695,-0.166499,-0.340729,0.025792,0.029561,-0.098869,0.194443,-0.034425,-0.236113,0.126468
KLF13 (human),41,Chst1;Hsd11b2;Dgat2;Mbd1;Cdc25b;Cxcl12;S100a4;Rasl11a;Npas2;Sh3bp2;Lepr;Trim67;Egr3;Ppp1r1b;Tspan4;Snx8;Per1;Tcap;Col5a3;Klhl13;Rasgef1b;Trdmt1;Wnt2;Cbs;Clmp;Angptl7;Angptl2;Aifm3;Esrrg;Fam107a;Inmt;Itpr3;Selenbp1;Mab21l2;Uba52;Meox1;Gsta3;Comp;Cabp1;Megf10;Pik3ip1,0.435897,0.27088,0.050832,0.471317,-0.165018,-0.382055,0.052273,-0.149065,-0.32994,0.013951,-0.063419,-0.237868,0.0975
SP1 (mouse),51,Chst1;Bhlhe41;Cox6b2;Npas2;Slc9a3r1;Trim67;Adamts14;Egr3;Nfil3;Pnpla2;Tbx20;Trdmt1;Tef;St3gal4;Nr1d2;G0s2;Tmem229b;Cpt1a;Rasd2;Lonrf1;Hlf;Prex1;Sncg;Klf11;Hsd11b2;F13a1;Tmem51;Slc38a1;Hsp90aa1;Nova1;Socs2;Cpt2;Wnt4;Sox12;Cntfr;Hspa4l;Prdx6;Stmn1;Pax1;Gpr146;Cdh4;Itpr3;Klf2;Sost;Ezr;Basp1;Arhgap20;Hspa8;Arap2;Agap2;Camk2b,0.42523,0.270144,0.099446,0.435016,-0.004078,-0.150834,0.172294,-0.155086,-0.299693,0.014381,-0.0135,-0.192885,0.18851
NFATC3 (mouse),33,Cdc25b;Hprt;Herpud1;Vmo1;Dio2;Mab21l2;Cebpd;Aqp1;Lmo2;Gsta4;Gsta3;Sncg;Lefty1;Fabp4;Hp;Ky;Lingo1;Taf1c;Fdps;Isg15;A4galt;Cybrd1;Cacnb4;Sost;Tnnt2;Cutc;Gm765;Pdia6;Arhgap18;Arhgap20;Ncam1;Agap2;Dpp4,0.422064,0.366362,0.104226,0.583659,0.164335,-0.007781,0.348702,-0.055702,-0.220986,0.148363,0.156415,-0.025097,0.347723
MZF1 1-4 (human),58,Larp6;Chst1;Mbd1;Cdc25b;Kcnd3;Trim67;Adamts14;Egr3;Bst2;Tcap;Enpp6;Rarres1;Ccnb1ip1;Cyp26b1;Dapk1;Gfod2;Ptx3;Bcam;Gja4;G0s2;Tmem229b;Adamtsl2;Fkbp5;Adamts4;Aqp1;Mthfd1l;Lox;Clock;Hlf;Lum;Klf11;Tmem51;Psmb8;Sh3bp2;Slc25a47;Fam13a;Ephb2;Plekha6;Fndc5;Mia;Cd55;Bmp4;Wnt2;Cntfr;Anxa3;Adm;Gpr146;Esrrg;Fam107a;Inmt;Itpr3;Tsc22d3;Nme3;Aldh3a1;Csf2ra;Aldh3b1;Agap2;Ccbe1,0.418162,0.313861,0.110947,0.493387,-0.104301,-0.293752,0.039962,-0.043493,-0.196453,0.082151,-0.074012,-0.21031,0.066723
RUNX2 (human),39,Dgat2;Mbd1;Fabp4;Tmem52;Kcna6;Psmb8;Sh3bp2;Spp1;Fam13a;Gria4;Fhl2;Ece1;Spon2;Slc10a6;Ano2;Camkk2;Fmo1;Angptl4;Gpr146;Ccl11;Anxa8;Erf;Rfc3;Uba52;Aspa;Slc24a5;Sema3e;Sost;Mthfd1l;Ptgfr;Ifit3;Glul;Tsc22d3;Tlr4;Svil;Lmo2;Diaph3;Hspb1;Dbp,0.417324,0.351919,0.144134,0.57472,-0.065405,-0.205876,0.07326,-0.052748,-0.219426,0.143452,0.004168,-0.156968,0.167257
CBEPB (mouse),41,Txnip;Herpud1;Ccnb1ip1;Htra4;Ptx3;Col27a1;Mab21l2;Arrdc3;Dock10;Dbf4;Stbd1;Trdn;Mmp3;Prdx6;Cybrd1;Esrrg;Mettl7a1;Bhlhe41;Osgin1;Gspt2;Rarres1;Serpina3c;Sorbs1;Lmo2;Hoxa10;Idi1;Hlf;Fabp4;Tmem52;Lepr;Ctla2a;Ctsk;Zfp119b;Cntfr;Serpine1;Fmo2;Efhd1;Inmt;Tsc22d3;Pdia6;Pik3ip1,0.417148,0.290937,0.097625,0.466499,-0.066697,-0.243317,0.12608,-0.126211,-0.299064,0.0593,-0.019806,-0.201255,0.145896
NR5A2 (human),76,Dgat2;Piwil2;Ece1;St5;Lgals3;Herpud1;Vmo1;Chchd10;St3gal4;Plac8;Gja4;G0s2;Cdkn1a;Adamtsl2;Dnaja1;Mab21l2;Lrrn4cl;Gsta3;Diaph3;Dbi;Clock;Rbm3;Prex1;Sncg;Foxs1;Slc25a47;Fhl2;Mia;Pcsk6;Eln;Tmem14a;Sord;Aspa;Glul;Nrk;Hspa5;Hpgd;Adcyap1r1;Tcap;Add2;Xylt1;Nr1d1;Dhrs3;Aifm3;Deptor;C1qtnf3;Haus8;Sorbs1;Hsd11b2;Smtnl2;F13a1;Tmem52;Psmb8;Sh3bp2;Lepr;Ccl7;Ppp1r1b;Tspan4;Ano2;A4galt;Rgs7;Wnt2;Clmp;Hspa1b;Cyb561;Fmo1;Fmo2;Ccl11;Itpr3;Klf2;Clec2d;Slc24a5;Tnnt2;Tns3;Tsc22d3;Cutc,0.415664,0.319441,0.167395,0.454625,-0.096223,-0.226797,0.037714,-0.091618,-0.224023,0.035586,-0.004565,-0.126793,0.132696
HMGA1 (mouse),20,Mettl7a1;Rapgef5;Lgals3;Ahsg;Col27a1;Selenbp1;Cst6;Atp1b1;Gsta4;Cldn1;Fabp4;Hp;Plekha6;Snx8;Il6;Ddit4l;Tnnt2;Esm1;Aldh3a1;Dtx4,0.412386,0.415112,0.178997,0.688395,0.002726,-0.219312,0.268676,0.088546,-0.138305,0.32164,0.090072,-0.14773,0.34884
MIR133B (human),44,Klf11;Mmp14;Hsd11b2;Tmem52;Kcna6;Slc27a1;Jam2;Slc38a1;Lepr;Lingo1;Fhl2;Ece1;Ccl7;Tspan4;Pcsk6;Socs2;Herpud1;Rgs7;Bmp4;Serpine1;Creb3l1;Plac8;Cyb561;Ahsg;Tmem229b;Gpr146;Adamtsl2;Aifm3;Efhd1;Inmt;Klf2;Mab21l2;Cebpd;Sost;Aqp1;Ezr;Cutc;Svil;Lmo2;Comp;Cabp1;Idi1;Dtx4;Top1mt,0.408978,0.257075,0.09351,0.430029,-0.089842,-0.287301,0.105015,-0.151903,-0.327656,0.023917,-0.062564,-0.245134,0.120121
