gene_set,num_genes,member_genes,max_amplitude,mean_ZT0,ci_lo_ZT0,ci_hi_ZT0,mean_ZT6,ci_lo_ZT6,ci_hi_ZT6,mean_ZT12,ci_lo_ZT12,ci_hi_ZT12,mean_ZT18,ci_lo_ZT18,ci_hi_ZT18
Protein processing in endoplasmic reticulum,21,Hspa1a;Hspa1b;Hsp90b1;Xbp1;Pdia6;Hyou1;Cryab;Atf4;Hspa4l;Hsph1;Hsp90aa1;Hspa5;Hspa8;Ube2g1;Dnajc1;Dnajb2;Dnajb1;Dnaja1;Ddit3;Hsp90ab1;Herpud1,0.438286,-0.401031,-0.520512,-0.288769,-0.164998,-0.295536,-0.055499,-0.128706,-0.254005,0.009422,0.037256,-0.069034,0.158284
Thyroid hormone signaling pathway,9,Atp1b1;Myc;Slc16a10;Rcan1;Pik3r3;Wnt4;Plcb1;Thra;Itgb3,0.427242,-0.41184,-0.660975,-0.093598,-0.052707,-0.281754,0.139526,-0.038728,-0.300879,0.202197,0.015402,-0.233204,0.241368
Longevity regulating pathway,11,Hspa1a;Hspa1b;Foxo3;Adcy7;Creb3l1;Cryab;Atf4;Irs2;Eif4ebp1;Hspa8;Pik3r3,0.406173,-0.41945,-0.644375,-0.218864,-0.232087,-0.400278,-0.043475,-0.171586,-0.36212,0.011655,-0.013276,-0.177133,0.1295
Cocaine addiction,7,Jun;Bdnf;Ppp1r1b;Atf4;Gnai1;Creb3l1;Drd1,0.404807,-0.034582,-0.341316,0.292339,-0.439389,-0.702862,-0.125345,-0.039857,-0.270753,0.214465,-0.066628,-0.31825,0.184077
Estrogen signaling pathway,19,Hspa1a;Fkbp5;Fkbp4;Hspa1b;Adcy7;Hsp90b1;Creb3l1;Atf4;Jun;Hsp90aa1;Hspa8;Krt18;Rara;Pik3r3;Fos;Hbegf;Plcb1;Hsp90ab1;Gnai1,0.349135,-0.294699,-0.427026,-0.176763,-0.154476,-0.278797,-0.055429,-0.114911,-0.219025,0.026297,0.054436,-0.066956,0.147243
TGF-beta signaling pathway,17,Tgfb3;Tgfb2;Bmp2;Id1;Bambi;Id3;Id2;Id4;Myc;Lefty1;Cdkn2b;Inhbb;Smad7;Smad6;Dcn;Fmod;Thbs1,0.34037,-0.334346,-0.486545,-0.17091,0.006025,-0.152471,0.175803,-0.178504,-0.384068,-0.012162,-0.047104,-0.207704,0.126487
Non-alcoholic fatty liver disease (NAFLD),9,Fas;Ndufv3;Xbp1;Atf4;Irs2;Jun;Pik3r3;Socs3;Ddit3,0.331314,-0.26959,-0.491416,-0.058574,0.02537,-0.158947,0.179683,-0.011886,-0.211777,0.162883,0.061724,-0.104467,0.212765
Wnt signaling pathway,14,Wnt5a;Bambi;Myc;Serpinf1;Fzd4;Jun;Axin2;Wnt16;Wnt4;Cacybp;Daam1;Plcb1;Camk2b;Rspo3,0.304535,-0.286839,-0.502436,-0.053195,-0.050573,-0.22799,0.138426,-0.087385,-0.25397,0.117642,0.017696,-0.18043,0.166743
GnRH signaling pathway,9,Jun;Mapk12;Mmp14;Adcy7;Hbegf;Atf4;Plcb1;Camk2b;Cacna1d,0.300546,-0.230571,-0.429327,-0.024138,-0.008397,-0.218253,0.158741,0.069975,-0.088498,0.246193,-0.034059,-0.241263,0.218655
cAMP signaling pathway,22,Adcy7;Creb3l1;Ppp1r1b;Hhip;Sox9;Jun;Adrb1;Fos;Ptger3;Gnai1;Npy1r;Atp1b1;Cacna1d;Bdnf;Htr1b;Nfkbia;Pik3r3;Pde4b;Drd1;Tshr;Camk2b;Tnni3,0.283205,0.042087,-0.124779,0.203388,-0.241118,-0.382389,-0.102665,-0.09129,-0.198243,0.025503,0.00333,-0.136319,0.13938
Aldosterone synthesis and secretion,12,Atp1b1;Adcy7;Creb3l1;Ldlr;Nr4a2;Atf4;Cacna1d;Nr4a1;Agtr1a;Kcnk3;Plcb1;Camk2b,0.281034,-0.234932,-0.476356,-0.039777,-0.066879,-0.247247,0.108947,0.046102,-0.099286,0.213986,-0.059615,-0.289911,0.181556
MAPK signaling pathway,38,Ereg;Mapk12;Hspa1a;Hspa1b;Myc;Kitl;Atf4;Pdgfc;Pdgfb;Cd14;Jun;Dusp1;Vegfd;Dusp8;Mecom;Fos;Kit;Tgfb3;Tgfb2;Cdc25b;Fas;Mapkapk3;Csf1;Map3k6;Cacnb2;Efna1;Fgfr2;Cacna1d;Nr4a1;Angpt4;Angpt2;Bdnf;Hspa8;Dusp16;Hspb1;Dusp10;Mknk2;Ddit3,0.211302,-0.227352,-0.356996,-0.101127,-0.099996,-0.23512,-0.008473,-0.113109,-0.21136,-0.018964,-0.01605,-0.155563,0.112097
Cellular senescence,18,Tgfb3;Tgfb2;Hipk2;Mapk12;Lin9;Serpine1;Zfp36l1;Foxo3;Zfp36l2;Rbbp4;Myc;Eif4ebp1;Cacna1d;Ets1;Cdk6;Pik3r3;Cdkn2b;Cdkn1a,0.199408,-0.206825,-0.378873,-0.028638,-0.076955,-0.229224,0.048336,-0.007417,-0.179554,0.162366,-0.01061,-0.169244,0.135712
